transaction_id,store_id,customer_id,txn_ts,channel,subtotal_cents,tax_cents,total_cents
T00004871,S0004,C003787,2025-07-08T14:56:07,In-Store,6594,336,6930
T00004872,S0004,C003905,2025-07-08T12:16:24,In-Store,7249,471,7720
T00004873,S0004,,2025-07-08T15:10:51,In-Store,5134,144,5278
T00004874,S0004,C003413,2025-07-08T08:04:35,In-Store,11012,299,11311
T00004875,S0004,C003168,2025-07-08T13:58:39,In-Store,8466,0,8466
T00004876,S0004,C003244,2025-07-08T13:06:39,In-Store,11345,783,12128
T00004877,S0004,C003716,2025-07-08T13:45:39,In-Store,10749,660,11409
T00004878,S0004,C003907,2025-07-08T10:08:06,In-Store,14255,585,14840
T00004879,S0004,C003142,2025-07-08T10:06:46,In-Store,13114,560,13674
T00004880,S0004,C003220,2025-07-08T19:37:22,In-Store,12255,870,13125
T00004881,S0004,C003488,2025-07-08T09:29:16,In-Store,9163,408,9571
T00004882,S0004,C003100,2025-07-08T08:43:15,In-Store,5138,410,5548
T00004883,S0004,C003902,2025-07-08T16:24:27,In-Store,6701,429,7130
T00004884,S0004,C003665,2025-07-08T13:04:44,In-Store,3928,145,4073
T00004885,S0004,C003477,2025-07-08T09:04:13,In-Store,7568,411,7979
T00004886,S0004,C003354,2025-07-08T11:57:30,In-Store,5389,164,5553
T00004887,S0004,C003046,2025-07-08T09:24:58,In-Store,4963,0,4963
T00004888,S0004,C003871,2025-07-08T13:10:31,In-Store,10418,748,11166
T00004889,S0004,C003331,2025-07-08T19:16:02,In-Store,3615,0,3615
T00004890,S0004,C003547,2025-07-08T10:40:55,In-Store,18580,866,19446
T00004891,S0004,C003415,2025-07-08T12:14:52,In-Store,8383,630,9013
T00004892,S0004,C003231,2025-07-08T16:25:10,In-Store,9656,85,9741
T00004893,S0004,C003316,2025-07-08T14:25:11,In-Store,8854,420,9274
T00004894,S0004,C003324,2025-07-08T13:34:52,In-Store,3915,0,3915
T00004895,S0004,C003659,2025-07-08T18:39:53,In-Store,2081,151,2232
T00004896,S0004,C003802,2025-07-08T19:06:13,In-Store,12123,636,12759
T00004897,S0004,,2025-07-08T17:35:24,In-Store,3019,125,3144
T00004898,S0004,C003018,2025-07-08T11:50:06,In-Store,6686,569,7255
T00004899,S0004,C003025,2025-07-08T15:02:43,In-Store,9307,635,9942
T00004900,S0004,C003410,2025-07-08T08:14:24,In-Store,3288,0,3288
T00004901,S0004,C003760,2025-07-08T19:23:42,In-Store,8718,349,9067
T00004902,S0004,,2025-07-08T14:37:51,In-Store,4410,256,4666
T00004903,S0004,C003305,2025-07-08T15:05:41,In-Store,5092,404,5496
T00004904,S0004,,2025-07-08T19:35:09,In-Store,2297,144,2441
T00004905,S0004,C003349,2025-07-08T14:31:46,In-Store,4839,325,5164
T00004906,S0004,C003012,2025-07-08T09:02:40,In-Store,9891,0,9891
T00004907,S0004,,2025-07-08T10:11:25,In-Store,4325,243,4568
T00004908,S0004,,2025-07-08T12:42:23,In-Store,2040,117,2157
T00004909,S0004,C003327,2025-07-08T12:42:06,In-Store,2974,149,3123
T00004910,S0004,C003957,2025-07-08T12:48:44,In-Store,5963,453,6416
T00004911,S0004,C003091,2025-07-08T09:38:29,In-Store,8059,427,8486
T00004912,S0004,C003840,2025-07-08T18:51:20,In-Store,20597,1262,21859
T00004913,S0004,C003921,2025-07-08T14:31:59,In-Store,4566,310,4876
T00004914,S0004,C003312,2025-07-08T15:00:20,In-Store,8511,398,8909
T00004915,S0004,,2025-07-08T11:51:45,In-Store,2693,0,2693
T00004916,S0004,,2025-07-08T13:40:11,In-Store,1149,66,1215
T00004917,S0004,C003155,2025-07-08T10:05:16,In-Store,5495,0,5495
T00004918,S0004,C003531,2025-07-08T08:11:11,In-Store,5688,287,5975
T00004919,S0004,C003187,2025-07-08T14:27:37,In-Store,10647,503,11150
T00004920,S0004,C003832,2025-07-08T17:30:49,In-Store,6168,395,6563
T00004921,S0004,C003586,2025-07-08T11:57:42,In-Store,9167,814,9981
T00004922,S0004,C003327,2025-07-08T08:10:36,In-Store,14394,561,14955
T00004923,S0004,C003790,2025-07-08T12:01:21,In-Store,6128,294,6422
T00004924,S0004,C003552,2025-07-08T15:23:31,In-Store,6357,131,6488
T00004925,S0004,C003212,2025-07-08T11:55:23,In-Store,2400,70,2470
T00004926,S0004,C003698,2025-07-08T08:25:27,In-Store,14333,1272,15605
T00004927,S0004,,2025-07-08T18:01:37,In-Store,11505,608,12113
T00004928,S0004,,2025-07-08T18:03:45,In-Store,23023,1167,24190
T00004929,S0004,C003119,2025-07-08T18:16:20,In-Store,5478,158,5636
T00004930,S0004,,2025-07-08T15:45:49,In-Store,10699,751,11450
T00004931,S0004,C003483,2025-07-08T17:23:32,In-Store,4536,120,4656
T00004932,S0004,C003211,2025-07-08T12:28:54,In-Store,3834,71,3905
T00004933,S0004,C003009,2025-07-08T18:43:21,In-Store,3332,43,3375
T00004934,S0004,C003567,2025-07-08T20:05:20,Online,5236,142,5378
T00004935,S0004,C003832,2025-07-08T09:45:44,Online,6705,473,7178
T00004936,S0004,C003178,2025-07-08T21:17:19,Online,7784,554,8338
T00004937,S0004,C003326,2025-07-08T12:08:38,Online,4411,240,4651
T00004938,S0004,C003926,2025-07-08T21:36:01,Online,2432,189,2621
T00004939,S0004,,2025-07-08T21:17:02,Online,1055,56,1111
T00004940,S0004,C003142,2025-07-08T20:43:44,Online,6082,94,6176
T00004941,S0004,C003395,2025-07-08T10:13:08,Online,3576,0,3576
T00004942,S0004,C003166,2025-07-08T10:02:51,Online,7774,194,7968
T00004943,S0004,,2025-07-08T21:31:52,Online,3671,105,3776
T00004944,S0004,C003243,2025-07-08T21:23:58,Online,8615,443,9058
T00004945,S0004,C003177,2025-07-08T10:41:50,Online,6268,191,6459
T00004946,S0004,C003510,2025-07-08T10:29:17,Online,6706,463,7169
T00004947,S0004,C003267,2025-07-08T20:55:04,Online,9396,834,10230
T00004948,S0004,C003118,2025-07-08T21:10:42,Online,4883,148,5031
T00004949,S0004,C003624,2025-07-08T20:29:33,Online,7717,685,8402
T00004950,S0004,C003560,2025-07-08T12:06:12,Online,7777,378,8155
T00004951,S0004,C003619,2025-07-08T10:29:47,Online,3652,112,3764
T00004952,S0004,C003544,2025-07-08T21:14:37,Online,11055,547,11602
T00004953,S0004,C003357,2025-07-08T13:23:01,Online,17719,692,18411
T00004954,S0004,C003413,2025-07-08T09:24:59,Online,11640,369,12009
T00004955,S0004,,2025-07-08T11:35:05,Online,2913,177,3090
T00004956,S0004,C003123,2025-07-08T09:31:53,Online,3310,138,3448
T00004957,S0005,C004220,2025-07-08T09:45:58,In-Store,5208,290,5498
T00004958,S0005,C004604,2025-07-08T11:31:02,In-Store,17639,829,18468
T00004959,S0005,C004429,2025-07-08T12:00:47,In-Store,20068,1044,21112
T00004960,S0005,C004414,2025-07-08T10:04:50,In-Store,2256,75,2331
T00004961,S0005,C004040,2025-07-08T19:47:20,In-Store,5877,0,5877
T00004962,S0005,C004107,2025-07-08T17:45:00,In-Store,8564,668,9232
T00004963,S0005,C004688,2025-07-08T10:44:20,In-Store,3992,0,3992
T00004964,S0005,,2025-07-08T08:28:04,In-Store,3279,0,3279
T00004965,S0005,C004383,2025-07-08T08:10:49,In-Store,16022,668,16690
T00004966,S0005,C004838,2025-07-08T17:59:30,In-Store,6544,542,7086
T00004967,S0005,C004521,2025-07-08T19:10:39,In-Store,7138,442,7580
T00004968,S0005,C004587,2025-07-08T14:55:17,In-Store,17741,1120,18861
T00004969,S0005,C004299,2025-07-08T13:44:03,In-Store,6293,498,6791
T00004970,S0005,C004431,2025-07-08T09:43:40,In-Store,6302,0,6302
T00004971,S0005,C004649,2025-07-08T10:46:08,In-Store,4340,49,4389
T00004972,S0005,C004182,2025-07-08T11:36:17,In-Store,13063,890,13953
T00004973,S0005,C004606,2025-07-08T13:06:55,In-Store,7220,528,7748
T00004974,S0005,C004915,2025-07-08T08:41:56,In-Store,5156,0,5156
T00004975,S0005,C004021,2025-07-08T09:20:44,In-Store,26878,1949,28827
T00004976,S0005,C004297,2025-07-08T12:34:37,In-Store,7923,0,7923
T00004977,S0005,C004821,2025-07-08T08:14:31,In-Store,11915,301,12216
T00004978,S0005,C004854,2025-07-08T13:39:39,In-Store,1767,111,1878
T00004979,S0005,,2025-07-08T17:19:00,In-Store,8142,332,8474
T00004980,S0005,C004029,2025-07-08T13:15:36,In-Store,9263,424,9687
T00004981,S0005,,2025-07-08T13:18:50,In-Store,3956,171,4127
T00004982,S0005,,2025-07-08T11:34:07,In-Store,6124,0,6124
T00004983,S0005,C004693,2025-07-08T19:21:45,In-Store,9143,701,9844
T00004984,S0005,C004342,2025-07-08T13:11:37,In-Store,9334,689,10023
T00004985,S0005,C004605,2025-07-08T17:56:00,In-Store,6968,248,7216
T00004986,S0005,C004227,2025-07-08T12:39:08,In-Store,5162,138,5300
T00004987,S0005,C004782,2025-07-08T18:52:28,In-Store,14330,610,14940
T00004988,S0005,C004740,2025-07-08T10:29:19,In-Store,15031,416,15447
T00004989,S0005,C004563,2025-07-08T13:02:04,In-Store,4299,253,4552
T00004990,S0005,C004713,2025-07-08T18:31:26,In-Store,8895,392,9287
T00004991,S0005,C004058,2025-07-08T12:02:30,In-Store,2530,224,2754
T00004992,S0005,C004868,2025-07-08T19:08:23,In-Store,12412,439,12851
T00004993,S0005,C004743,2025-07-08T18:53:14,In-Store,8144,191,8335
T00004994,S0005,C004472,2025-07-08T09:06:25,In-Store,6353,294,6647
T00004995,S0005,C004222,2025-07-08T16:08:35,In-Store,11606,0,11606
T00004996,S0005,C004033,2025-07-08T17:10:51,In-Store,5992,482,6474
T00004997,S0005,C004550,2025-07-08T18:25:44,In-Store,6081,540,6621
T00004998,S0005,C004706,2025-07-08T08:34:14,In-Store,13783,307,14090
T00004999,S0005,C004012,2025-07-08T15:47:40,In-Store,7737,600,8337
T00005000,S0005,C004771,2025-07-08T18:58:05,In-Store,3993,113,4106
T00005001,S0005,C004009,2025-07-08T12:48:05,In-Store,3658,153,3811
T00005002,S0005,C004490,2025-07-08T17:03:45,In-Store,7815,502,8317
T00005003,S0005,,2025-07-08T09:03:46,In-Store,6911,377,7288
T00005004,S0005,C004455,2025-07-08T13:15:44,In-Store,13594,1014,14608
T00005005,S0005,C004836,2025-07-08T18:51:32,In-Store,8742,692,9434
T00005006,S0005,C004892,2025-07-08T09:33:56,In-Store,5004,0,5004
T00005007,S0005,C004526,2025-07-08T11:59:19,In-Store,14141,1158,15299
T00005008,S0005,C004469,2025-07-08T18:53:21,In-Store,6446,149,6595
T00005009,S0005,C004757,2025-07-08T11:30:52,In-Store,11067,680,11747
T00005010,S0005,C004338,2025-07-08T17:15:23,In-Store,17721,999,18720
T00005011,S0005,C004599,2025-07-08T16:29:10,In-Store,5326,359,5685
T00005012,S0005,C004764,2025-07-08T08:07:17,In-Store,6194,0,6194
T00005013,S0005,C004971,2025-07-08T08:42:14,In-Store,18170,878,19048
T00005014,S0005,,2025-07-08T11:45:40,In-Store,6837,550,7387
T00005015,S0005,C004368,2025-07-08T18:17:36,In-Store,6970,403,7373
T00005016,S0005,C004770,2025-07-08T11:51:06,In-Store,4477,0,4477
T00005017,S0005,C004131,2025-07-08T12:54:13,In-Store,5199,278,5477
T00005018,S0005,C004714,2025-07-08T19:03:20,In-Store,3924,0,3924
T00005019,S0005,C004642,2025-07-08T17:05:08,In-Store,4615,161,4776
T00005020,S0005,C004618,2025-07-08T11:37:28,In-Store,6062,387,6449
T00005021,S0005,C004825,2025-07-08T18:10:02,In-Store,11824,497,12321
T00005022,S0005,C004620,2025-07-08T08:12:21,In-Store,5714,435,6149
T00005023,S0005,,2025-07-08T17:58:14,In-Store,15126,1188,16314
T00005024,S0005,C004754,2025-07-08T12:05:41,In-Store,2664,108,2772
T00005025,S0005,C004710,2025-07-08T08:52:23,In-Store,13498,993,14491
T00005026,S0005,C004105,2025-07-08T17:50:57,In-Store,4044,0,4044
T00005027,S0005,,2025-07-08T13:26:11,In-Store,6754,555,7309
T00005028,S0005,C004449,2025-07-08T14:21:54,In-Store,12498,313,12811
T00005029,S0005,,2025-07-08T09:59:49,In-Store,9951,548,10499
T00005030,S0005,C004716,2025-07-08T09:40:43,In-Store,6984,120,7104
T00005031,S0005,,2025-07-08T18:35:53,In-Store,6538,439,6977
T00005032,S0005,C004800,2025-07-08T10:05:08,In-Store,8539,363,8902
T00005033,S0005,C004649,2025-07-08T16:58:25,In-Store,7673,564,8237
T00005034,S0005,C004387,2025-07-08T09:56:14,In-Store,6663,481,7144
T00005035,S0005,C004185,2025-07-08T18:45:00,In-Store,3374,83,3457
T00005036,S0005,C004837,2025-07-08T17:40:57,In-Store,10925,742,11667
T00005037,S0005,C004612,2025-07-08T08:26:25,In-Store,19065,721,19786
T00005038,S0005,C004866,2025-07-08T19:57:17,In-Store,4941,312,5253
T00005039,S0005,C004257,2025-07-08T15:45:31,In-Store,8366,278,8644
T00005040,S0005,,2025-07-08T18:03:25,In-Store,4991,0,4991
T00005041,S0005,C004755,2025-07-08T11:30:18,In-Store,2103,113,2216
T00005042,S0005,,2025-07-08T18:18:19,In-Store,5652,245,5897
T00005043,S0005,C004205,2025-07-08T11:30:56,In-Store,8651,632,9283
T00005044,S0005,C004508,2025-07-08T08:47:37,In-Store,5041,101,5142
T00005045,S0005,C004019,2025-07-08T17:00:43,In-Store,3598,80,3678
T00005046,S0005,C004191,2025-07-08T09:31:15,In-Store,5461,0,5461
T00005047,S0005,C004585,2025-07-08T12:35:13,In-Store,6616,137,6753
T00005048,S0005,C004877,2025-07-08T13:32:27,Online,5220,277,5497
T00005049,S0005,,2025-07-08T19:58:33,Online,3101,155,3256
T00005050,S0005,C004617,2025-07-08T10:18:24,Online,1609,24,1633
T00005051,S0005,,2025-07-08T11:52:31,Online,10366,865,11231
T00005052,S0005,C004443,2025-07-08T12:30:21,Online,8012,570,8582
T00005053,S0005,C004645,2025-07-08T09:00:28,Online,7809,260,8069
T00005054,S0005,,2025-07-08T13:18:20,Online,6772,572,7344
T00005055,S0005,C004606,2025-07-08T10:59:55,Online,15110,932,16042
T00005056,S0005,,2025-07-08T12:09:27,Online,10740,275,11015
T00005057,S0005,C004141,2025-07-08T20:45:09,Online,9096,312,9408
T00005058,S0005,C004606,2025-07-08T21:42:08,Online,11316,928,12244
T00005059,S0005,C004285,2025-07-08T13:10:07,Online,4494,321,4815
T00005060,S0005,C004535,2025-07-08T19:33:02,Online,17280,713,17993
T00005061,S0005,C004393,2025-07-08T21:13:49,Online,18918,889,19807
T00005062,S0005,C004290,2025-07-08T10:23:35,Online,6822,517,7339
T00005063,S0005,C004166,2025-07-08T09:50:08,Online,4775,0,4775
T00005064,S0005,C004666,2025-07-08T13:49:58,Online,13112,557,13669
T00005065,S0005,C004902,2025-07-08T12:32:21,Online,15890,1099,16989
T00005066,S0005,,2025-07-08T20:52:18,Online,10784,460,11244
T00005067,S0005,C004368,2025-07-08T12:15:32,Online,5288,0,5288
T00005068,S0005,C004004,2025-07-08T21:24:27,Online,3997,121,4118
T00005069,S0005,C004498,2025-07-08T19:25:41,Online,7530,0,7530
T00005070,S0005,C004559,2025-07-08T09:37:36,Online,9154,230,9384
T00005071,S0001,C000001,2025-07-09T12:35:29,In-Store,2499,0,2499
T00005072,S0001,C000115,2025-07-09T17:23:37,In-Store,3107,138,3245
T00005073,S0001,,2025-07-09T09:01:01,In-Store,5973,420,6393
T00005074,S0001,C000484,2025-07-09T09:45:56,In-Store,2629,144,2773
T00005075,S0001,C000769,2025-07-09T10:47:58,In-Store,4442,130,4572
T00005076,S0001,C000992,2025-07-09T18:35:01,In-Store,6650,443,7093
T00005077,S0001,,2025-07-09T11:49:21,In-Store,8616,519,9135
T00005078,S0001,C000906,2025-07-09T12:21:47,In-Store,2618,24,2642
T00005079,S0001,,2025-07-09T10:42:37,In-Store,11276,972,12248
T00005080,S0001,,2025-07-09T08:09:27,In-Store,6443,71,6514
T00005081,S0001,C000321,2025-07-09T13:30:25,In-Store,10317,272,10589
T00005082,S0001,,2025-07-09T17:15:44,In-Store,3820,40,3860
T00005083,S0001,C000524,2025-07-09T09:10:08,In-Store,5608,255,5863
T00005084,S0001,,2025-07-09T15:30:48,In-Store,6479,254,6733
T00005085,S0001,C000802,2025-07-09T08:31:05,In-Store,7237,642,7879
T00005086,S0001,C000034,2025-07-09T09:34:16,In-Store,8284,351,8635
T00005087,S0001,C000261,2025-07-09T09:29:19,In-Store,8865,448,9313
T00005088,S0001,C000358,2025-07-09T16:03:04,In-Store,5691,269,5960
T00005089,S0001,C000981,2025-07-09T16:33:42,In-Store,6728,509,7237
T00005090,S0001,,2025-07-09T11:18:38,In-Store,9048,450,9498
T00005091,S0001,C000455,2025-07-09T18:32:32,In-Store,1903,0,1903
T00005092,S0001,C000340,2025-07-09T17:42:05,In-Store,11279,161,11440
T00005093,S0001,C000861,2025-07-09T09:09:06,In-Store,6524,433,6957
T00005094,S0001,C000304,2025-07-09T08:40:57,In-Store,5068,450,5518
T00005095,S0001,C000560,2025-07-09T09:16:27,In-Store,3295,0,3295
T00005096,S0001,C000782,2025-07-09T17:55:51,In-Store,3316,0,3316
T00005097,S0001,C000345,2025-07-09T10:35:08,In-Store,4071,31,4102
T00005098,S0001,C000027,2025-07-09T09:37:28,In-Store,13414,169,13583
T00005099,S0001,C000195,2025-07-09T18:12:35,In-Store,13421,1192,14613
T00005100,S0001,C000119,2025-07-09T16:47:45,In-Store,8635,305,8940
T00005101,S0001,C000375,2025-07-09T09:01:29,In-Store,4115,62,4177
T00005102,S0001,C000614,2025-07-09T16:35:51,In-Store,3197,0,3197
T00005103,S0001,C000868,2025-07-09T18:49:01,In-Store,5158,0,5158
T00005104,S0001,C000336,2025-07-09T10:10:41,In-Store,2375,168,2543
T00005105,S0001,C000296,2025-07-09T17:10:16,In-Store,2964,132,3096
T00005106,S0001,,2025-07-09T12:52:16,In-Store,9491,530,10021
T00005107,S0001,,2025-07-09T12:40:27,In-Store,15713,621,16334
T00005108,S0001,C000446,2025-07-09T12:28:14,In-Store,11427,282,11709
T00005109,S0001,C000783,2025-07-09T10:49:21,In-Store,4726,221,4947
T00005110,S0001,C000600,2025-07-09T11:28:59,In-Store,10817,542,11359
T00005111,S0001,C000379,2025-07-09T18:00:27,In-Store,7709,685,8394
T00005112,S0001,C000549,2025-07-09T16:17:48,In-Store,11330,759,12089
T00005113,S0001,C000987,2025-07-09T19:07:51,In-Store,6735,411,7146
T00005114,S0001,,2025-07-09T13:45:11,In-Store,8700,45,8745
T00005115,S0001,,2025-07-09T19:29:37,In-Store,8721,309,9030
T00005116,S0001,C000669,2025-07-09T19:33:58,In-Store,7622,236,7858
T00005117,S0001,C000923,2025-07-09T10:58:06,In-Store,15049,942,15991
T00005118,S0001,C000968,2025-07-09T13:03:37,In-Store,22712,1414,24126
T00005119,S0001,C000843,2025-07-09T19:43:10,In-Store,9064,355,9419
T00005120,S0001,C000111,2025-07-09T18:53:01,In-Store,13008,832,13840
T00005121,S0001,C000029,2025-07-09T13:56:23,In-Store,7256,0,7256
T00005122,S0001,C000230,2025-07-09T19:00:29,In-Store,2805,146,2951
T00005123,S0001,C000788,2025-07-09T19:23:16,In-Store,5861,434,6295
T00005124,S0001,C000062,2025-07-09T12:33:36,In-Store,5828,373,6201
T00005125,S0001,C000671,2025-07-09T19:04:44,In-Store,10933,427,11360
T00005126,S0001,C000372,2025-07-09T17:03:54,In-Store,11691,937,12628
T00005127,S0001,C000634,2025-07-09T10:30:37,In-Store,5280,0,5280
T00005128,S0001,C000701,2025-07-09T10:00:52,In-Store,12233,480,12713
T00005129,S0001,C000873,2025-07-09T10:03:41,In-Store,15718,1080,16798
T00005130,S0001,C000704,2025-07-09T08:03:44,In-Store,8207,415,8622
T00005131,S0001,C000150,2025-07-09T10:39:15,In-Store,4977,132,5109
T00005132,S0001,C000133,2025-07-09T19:59:43,In-Store,4547,270,4817
T00005133,S0001,,2025-07-09T08:14:44,In-Store,11158,518,11676
T00005134,S0001,C000105,2025-07-09T19:08:55,In-Store,4354,285,4639
T00005135,S0001,C000687,2025-07-09T12:36:38,In-Store,3283,239,3522
T00005136,S0001,C000800,2025-07-09T11:06:50,In-Store,14388,999,15387
T00005137,S0001,C000961,2025-07-09T10:12:27,In-Store,6053,151,6204
T00005138,S0001,,2025-07-09T17:00:45,In-Store,7855,664,8519
T00005139,S0001,,2025-07-09T12:29:31,In-Store,15210,963,16173
T00005140,S0001,C000821,2025-07-09T19:06:31,In-Store,6449,399,6848
T00005141,S0001,,2025-07-09T17:16:56,In-Store,4540,41,4581
T00005142,S0001,C000576,2025-07-09T13:42:09,In-Store,9044,111,9155
T00005143,S0001,,2025-07-09T08:49:28,In-Store,8700,696,9396
T00005144,S0001,C000230,2025-07-09T10:37:48,In-Store,3724,0,3724
T00005145,S0001,C000711,2025-07-09T16:02:42,In-Store,2217,171,2388
T00005146,S0001,C000729,2025-07-09T19:52:29,In-Store,17290,1049,18339
T00005147,S0001,C000947,2025-07-09T12:15:15,In-Store,11208,968,12176
T00005148,S0001,C000340,2025-07-09T18:39:24,In-Store,3416,83,3499
T00005149,S0001,C000174,2025-07-09T14:16:09,In-Store,6256,334,6590
T00005150,S0001,C000437,2025-07-09T18:57:08,In-Store,4279,326,4605
T00005151,S0001,,2025-07-09T09:25:50,In-Store,18640,636,19276
T00005152,S0001,,2025-07-09T17:05:16,In-Store,14812,946,15758
T00005153,S0001,C000231,2025-07-09T11:56:03,In-Store,8807,593,9400
T00005154,S0001,,2025-07-09T12:17:40,In-Store,17781,1015,18796
T00005155,S0001,C000949,2025-07-09T10:49:25,In-Store,6841,398,7239
T00005156,S0001,,2025-07-09T13:39:38,In-Store,6230,250,6480
T00005157,S0001,C000094,2025-07-09T12:04:49,In-Store,5073,44,5117
T00005158,S0001,C000862,2025-07-09T12:14:18,In-Store,4191,343,4534
T00005159,S0001,C000384,2025-07-09T08:16:59,In-Store,4605,75,4680
T00005160,S0001,C000339,2025-07-09T13:16:25,In-Store,4621,365,4986
T00005161,S0001,C000695,2025-07-09T10:54:29,In-Store,3630,0,3630
T00005162,S0001,C000102,2025-07-09T09:38:40,In-Store,2286,71,2357
T00005163,S0001,C000960,2025-07-09T08:12:25,In-Store,1902,36,1938
T00005164,S0001,C000707,2025-07-09T17:29:42,In-Store,5178,0,5178
T00005165,S0001,,2025-07-09T11:26:38,In-Store,2907,48,2955
T00005166,S0001,,2025-07-09T09:14:20,In-Store,10704,588,11292
T00005167,S0001,C000407,2025-07-09T21:25:13,Online,16918,1228,18146
T00005168,S0001,C000059,2025-07-09T09:24:35,Online,10988,893,11881
T00005169,S0001,C000471,2025-07-09T12:44:48,Online,2770,217,2987
T00005170,S0001,C000891,2025-07-09T21:29:54,Online,7987,277,8264
T00005171,S0001,C000064,2025-07-09T09:08:20,Online,6106,500,6606
T00005172,S0001,C000628,2025-07-09T11:44:48,Online,9560,588,10148
T00005173,S0001,C000910,2025-07-09T20:31:34,Online,5478,0,5478
T00005174,S0001,C000355,2025-07-09T11:37:26,Online,9829,547,10376
T00005175,S0001,C000673,2025-07-09T09:48:17,Online,8209,193,8402
T00005176,S0001,C000228,2025-07-09T10:42:22,Online,7272,125,7397
T00005177,S0001,C000342,2025-07-09T12:06:42,Online,6067,310,6377
T00005178,S0001,C000911,2025-07-09T10:27:33,Online,7291,324,7615
T00005179,S0001,,2025-07-09T09:07:24,Online,15644,1177,16821
T00005180,S0001,C000614,2025-07-09T12:45:22,Online,3532,139,3671
T00005181,S0001,,2025-07-09T19:00:28,Online,11546,834,12380
T00005182,S0001,C000699,2025-07-09T21:50:16,Online,11302,442,11744
T00005183,S0001,C000224,2025-07-09T11:15:59,Online,3277,52,3329
T00005184,S0001,C000603,2025-07-09T20:57:16,Online,4248,0,4248
T00005185,S0001,C000893,2025-07-09T10:34:24,Online,8293,439,8732
T00005186,S0001,C000654,2025-07-09T12:34:48,Online,4105,254,4359
T00005187,S0001,C000843,2025-07-09T13:24:16,Online,12044,337,12381
T00005188,S0001,C000635,2025-07-09T09:05:27,Online,4311,129,4440
T00005189,S0001,C000296,2025-07-09T19:20:29,Online,4749,283,5032
T00005190,S0001,C000416,2025-07-09T09:04:32,Online,5299,87,5386
T00005191,S0002,C001800,2025-07-09T12:59:26,In-Store,4199,231,4430
T00005192,S0002,C001196,2025-07-09T09:19:52,In-Store,5643,270,5913
T00005193,S0002,C001584,2025-07-09T09:09:40,In-Store,15357,1033,16390
T00005194,S0002,C001972,2025-07-09T10:07:33,In-Store,1739,0,1739
T00005195,S0002,C001069,2025-07-09T14:31:47,In-Store,4980,145,5125
T00005196,S0002,C001124,2025-07-09T09:32:13,In-Store,4609,151,4760
T00005197,S0002,C001264,2025-07-09T13:28:43,In-Store,9776,647,10423
T00005198,S0002,C001462,2025-07-09T17:15:35,In-Store,12421,861,13282
T00005199,S0002,,2025-07-09T11:07:49,In-Store,6994,477,7471
T00005200,S0002,C001739,2025-07-09T09:00:40,In-Store,5683,366,6049
T00005201,S0002,,2025-07-09T14:54:06,In-Store,5101,183,5284
T00005202,S0002,C001371,2025-07-09T09:07:41,In-Store,3752,220,3972
T00005203,S0002,C001543,2025-07-09T18:19:07,In-Store,12455,1019,13474
T00005204,S0002,C001415,2025-07-09T15:25:05,In-Store,5660,0,5660
T00005205,S0002,C001732,2025-07-09T10:19:37,In-Store,2672,0,2672
T00005206,S0002,C001949,2025-07-09T09:54:34,In-Store,11682,851,12533
T00005207,S0002,C001292,2025-07-09T13:37:24,In-Store,9696,132,9828
T00005208,S0002,,2025-07-09T08:02:14,In-Store,6521,164,6685
T00005209,S0002,C001829,2025-07-09T13:12:29,In-Store,12188,710,12898
T00005210,S0002,C001197,2025-07-09T13:22:05,In-Store,5795,236,6031
T00005211,S0002,C001284,2025-07-09T08:27:52,In-Store,1720,42,1762
T00005212,S0002,C001360,2025-07-09T12:50:32,In-Store,5057,301,5358
T00005213,S0002,C001271,2025-07-09T11:00:44,In-Store,15506,755,16261
T00005214,S0002,C001439,2025-07-09T13:03:07,In-Store,6615,258,6873
T00005215,S0002,C001442,2025-07-09T16:36:11,In-Store,8085,396,8481
T00005216,S0002,C001574,2025-07-09T17:49:18,In-Store,2913,0,2913
T00005217,S0002,C001025,2025-07-09T12:14:44,In-Store,3860,299,4159
T00005218,S0002,C001155,2025-07-09T19:53:27,In-Store,7350,509,7859
T00005219,S0002,,2025-07-09T08:53:27,In-Store,2342,0,2342
T00005220,S0002,C001741,2025-07-09T17:26:35,In-Store,5525,0,5525
T00005221,S0002,C001457,2025-07-09T12:27:17,In-Store,14836,1287,16123
T00005222,S0002,,2025-07-09T13:25:08,In-Store,6650,481,7131
T00005223,S0002,C001635,2025-07-09T18:25:28,In-Store,4622,0,4622
T00005224,S0002,C001528,2025-07-09T19:52:56,In-Store,4676,339,5015
T00005225,S0002,C001131,2025-07-09T12:02:54,In-Store,9149,660,9809
T00005226,S0002,C001354,2025-07-09T17:47:52,In-Store,8466,308,8774
T00005227,S0002,C001681,2025-07-09T09:38:56,In-Store,12440,857,13297
T00005228,S0002,C001048,2025-07-09T16:56:17,In-Store,6668,502,7170
T00005229,S0002,C001048,2025-07-09T11:27:43,In-Store,3814,0,3814
T00005230,S0002,C001301,2025-07-09T18:27:52,In-Store,3538,215,3753
T00005231,S0002,C001944,2025-07-09T17:08:28,In-Store,13380,1187,14567
T00005232,S0002,,2025-07-09T13:49:04,In-Store,6233,553,6786
T00005233,S0002,C001466,2025-07-09T08:35:45,In-Store,5464,388,5852
T00005234,S0002,C001196,2025-07-09T09:47:24,In-Store,3060,74,3134
T00005235,S0002,,2025-07-09T17:39:22,In-Store,6127,297,6424
