product_id,upc,brand,product_name,category,subcategory,size,unit_of_measure,base_price_cents,tax_code,is_perishable,is_age_restricted,brand_tier,created_date
P00523,100000000522,Hudson Valley,Hudson Valley Wine 2 lb,Alcohol,Wine,2 lb,lb,1756,ALCOHOL,False,True,National,2024-01-15
P00524,100000000523,Gotham Goods,Gotham Goods Beer 12 oz,Alcohol,Beer,12 oz,oz,1766,ALCOHOL,False,True,National,2024-01-15
P00525,100000000524,Mancino Select,Mancino Select Potato Chips 750 ml,Snacks/Cookies/Chips,Potato Chips,750 ml,ml,410,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00526,100000000525,MetroFresh,MetroFresh Chicken 24 oz,Meat and Seafood,Chicken,24 oz,oz,1242,FOOD_NONTAX,True,False,National,2024-01-15
P00527,100000000526,Hudson Valley,Hudson Valley Salmon 24 oz,Meat and Seafood,Salmon,24 oz,oz,994,FOOD_NONTAX,True,False,National,2024-01-15
P00528,100000000527,Harbor & Co.,Harbor & Co. Cold Cuts 1 lb,Deli,Cold Cuts,1 lb,lb,614,FOOD_NONTAX,True,False,National,2024-01-15
P00529,100000000528,EastRiver,EastRiver Bread 1 lb,Bakery,Bread,1 lb,lb,302,FOOD_NONTAX,True,False,National,2024-01-15
P00530,100000000529,SoHo Artisan,SoHo Artisan Wine 750 ml,Alcohol,Wine,750 ml,ml,1672,ALCOHOL,False,True,Premium,2024-01-15
P00531,100000000530,SoHo Artisan,SoHo Artisan Cold Cuts 16 oz,Deli,Cold Cuts,16 oz,oz,737,FOOD_NONTAX,True,False,Premium,2024-01-15
P00532,100000000531,EastRiver,EastRiver Pasta 6 pk,Grains and Pasta,Pasta,6 pk,ct,321,FOOD_NONTAX,False,False,National,2024-01-15
P00533,100000000532,Mancino Private Label,Mancino Private Label Chicken 2 lb,Meat and Seafood,Chicken,2 lb,lb,1143,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00534,100000000533,MetroFresh,MetroFresh Bread 1 L,Bakery,Bread,1 L,L,282,FOOD_NONTAX,True,False,National,2024-01-15
P00535,100000000534,Gotham Goods,Gotham Goods Beer 12 oz,Alcohol,Beer,12 oz,oz,1551,ALCOHOL,False,True,National,2024-01-15
P00536,100000000535,MetroFresh,MetroFresh Milk 32 oz,Dairy & Eggs,Milk,32 oz,oz,271,FOOD_NONTAX,True,False,National,2024-01-15
P00537,100000000536,MetroFresh,MetroFresh Dog Kibble 2 lb,Pet Food,Dog Kibble,2 lb,lb,1465,FOOD_TAXABLE,False,False,National,2024-01-15
P00538,100000000537,Village Choice,Village Choice Chicken 2 lb,Meat and Seafood,Chicken,2 lb,lb,1103,FOOD_NONTAX,True,False,Premium,2024-01-15
P00539,100000000538,Harbor & Co.,Harbor & Co. Chocolate 1 lb,Candy,Chocolate,1 lb,lb,166,FOOD_TAXABLE,False,False,National,2024-01-15
P00540,100000000539,Harbor & Co.,Harbor & Co. Chicken 6 pk,Meat and Seafood,Chicken,6 pk,ct,1257,FOOD_NONTAX,True,False,National,2024-01-15
P00541,100000000540,Mancino Select,Mancino Select Dog Kibble 12 oz,Pet Food,Dog Kibble,12 oz,oz,1691,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00542,100000000541,Harbor & Co.,Harbor & Co. Yogurt 2 lb,Dairy & Eggs,Yogurt,2 lb,lb,471,FOOD_NONTAX,True,False,National,2024-01-15
P00543,100000000542,Mancino Select,Mancino Select Yogurt 1 lb,Dairy & Eggs,Yogurt,1 lb,lb,455,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00544,100000000543,SoHo Artisan,SoHo Artisan Chicken 12 pk,Meat and Seafood,Chicken,12 pk,ct,973,FOOD_NONTAX,True,False,Premium,2024-01-15
P00545,100000000544,Mancino Essentials,Mancino Essentials Soda 24 oz,Beverages,Soda,24 oz,oz,526,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00546,100000000545,Mancino Private Label,Mancino Private Label Cold Cuts 24 oz,Deli,Cold Cuts,24 oz,oz,752,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00547,100000000546,Mancino Private Label,Mancino Private Label Milk 16 oz,Dairy & Eggs,Milk,16 oz,oz,250,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00548,100000000547,SoHo Artisan,SoHo Artisan Yogurt 750 ml,Dairy & Eggs,Yogurt,750 ml,ml,311,FOOD_NONTAX,True,False,Premium,2024-01-15
P00549,100000000548,Gotham Goods,Gotham Goods Cold Cuts 32 oz,Deli,Cold Cuts,32 oz,oz,677,FOOD_NONTAX,True,False,National,2024-01-15
P00550,100000000549,Gotham Goods,Gotham Goods Sparkling Water 16 oz,Beverages,Sparkling Water,16 oz,oz,555,FOOD_TAXABLE,False,False,National,2024-01-15
P00551,100000000550,Gotham Goods,Gotham Goods Tomato Sauce 1 L,Condiments/Sauces/Spices,Tomato Sauce,1 L,L,351,FOOD_NONTAX,False,False,National,2024-01-15
P00552,100000000551,Harbor & Co.,Harbor & Co. Salmon 32 oz,Meat and Seafood,Salmon,32 oz,oz,1167,FOOD_NONTAX,True,False,National,2024-01-15
P00553,100000000552,SoHo Artisan,SoHo Artisan Bread 24 oz,Bakery,Bread,24 oz,oz,396,FOOD_NONTAX,True,False,Premium,2024-01-15
P00554,100000000553,Harbor & Co.,Harbor & Co. Frozen Pizza 6 pk,Frozen Foods,Frozen Pizza,6 pk,ct,998,FOOD_NONTAX,False,False,National,2024-01-15
P00555,100000000554,MetroFresh,MetroFresh Frozen Pizza 12 pk,Frozen Foods,Frozen Pizza,12 pk,ct,684,FOOD_NONTAX,False,False,National,2024-01-15
P00556,100000000555,EastRiver,EastRiver Cold Cuts 750 ml,Deli,Cold Cuts,750 ml,ml,618,FOOD_NONTAX,True,False,National,2024-01-15
P00557,100000000556,Harbor & Co.,Harbor & Co. Beer 1 lb,Alcohol,Beer,1 lb,lb,1537,ALCOHOL,False,True,National,2024-01-15
P00558,100000000557,Mancino Essentials,Mancino Essentials Chicken 16 oz,Meat and Seafood,Chicken,16 oz,oz,1148,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00559,100000000558,Harbor & Co.,Harbor & Co. Bread 1 lb,Bakery,Bread,1 lb,lb,504,FOOD_NONTAX,True,False,National,2024-01-15
P00560,100000000559,Fifth Ave Reserve,Fifth Ave Reserve Frozen Pizza 750 ml,Frozen Foods,Frozen Pizza,750 ml,ml,907,FOOD_NONTAX,False,False,Premium,2024-01-15
P00561,100000000560,Hudson Valley,Hudson Valley Prepared Salad 750 ml,Prepared Meals,Prepared Salad,750 ml,ml,990,FOOD_TAXABLE,True,False,National,2024-01-15
P00562,100000000561,Harbor & Co.,Harbor & Co. Prepared Salad 1 lb,Prepared Meals,Prepared Salad,1 lb,lb,823,FOOD_TAXABLE,True,False,National,2024-01-15
P00563,100000000562,Harbor & Co.,Harbor & Co. Pasta 6 pk,Grains and Pasta,Pasta,6 pk,ct,191,FOOD_NONTAX,False,False,National,2024-01-15
P00564,100000000563,MetroFresh,MetroFresh Salmon 2 lb,Meat and Seafood,Salmon,2 lb,lb,1260,FOOD_NONTAX,True,False,National,2024-01-15
P00565,100000000564,Mancino Private Label,Mancino Private Label Soda 32 oz,Beverages,Soda,32 oz,oz,576,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00566,100000000565,Mancino Private Label,Mancino Private Label Tomato Sauce 12 pk,Condiments/Sauces/Spices,Tomato Sauce,12 pk,ct,484,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00567,100000000566,Hudson Valley,Hudson Valley Frozen Pizza 1 L,Frozen Foods,Frozen Pizza,1 L,L,784,FOOD_NONTAX,False,False,National,2024-01-15
P00568,100000000567,EastRiver,EastRiver Sparkling Water 24 oz,Beverages,Sparkling Water,24 oz,oz,358,FOOD_TAXABLE,False,False,National,2024-01-15
P00569,100000000568,Fifth Ave Reserve,Fifth Ave Reserve Flour 1 L,Baking,Flour,1 L,L,504,FOOD_NONTAX,False,False,Premium,2024-01-15
P00570,100000000569,Gotham Goods,Gotham Goods Chocolate 32 oz,Candy,Chocolate,32 oz,oz,423,FOOD_TAXABLE,False,False,National,2024-01-15
P00571,100000000570,Mancino Private Label,Mancino Private Label Yogurt 750 ml,Dairy & Eggs,Yogurt,750 ml,ml,438,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00572,100000000571,MetroFresh,MetroFresh Chicken 12 oz,Meat and Seafood,Chicken,12 oz,oz,1138,FOOD_NONTAX,True,False,National,2024-01-15
P00573,100000000572,Hudson Valley,Hudson Valley Sparkling Water 12 pk,Beverages,Sparkling Water,12 pk,ct,425,FOOD_TAXABLE,False,False,National,2024-01-15
P00574,100000000573,MetroFresh,MetroFresh Flour 24 oz,Baking,Flour,24 oz,oz,436,FOOD_NONTAX,False,False,National,2024-01-15
P00575,100000000574,Gotham Goods,Gotham Goods Chocolate 24 oz,Candy,Chocolate,24 oz,oz,328,FOOD_TAXABLE,False,False,National,2024-01-15
P00576,100000000575,Hudson Valley,Hudson Valley Milk 32 oz,Dairy & Eggs,Milk,32 oz,oz,431,FOOD_NONTAX,True,False,National,2024-01-15
P00577,100000000576,Mancino Essentials,Mancino Essentials Wine 12 oz,Alcohol,Wine,12 oz,oz,1675,ALCOHOL,False,True,Private Label,2024-01-15
P00578,100000000577,MetroFresh,MetroFresh Beer 6 pk,Alcohol,Beer,6 pk,ct,1593,ALCOHOL,False,True,National,2024-01-15
P00579,100000000578,Mancino Select,Mancino Select Bread 24 oz,Bakery,Bread,24 oz,oz,346,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00580,100000000579,Hudson Valley,Hudson Valley Cereal 6 pk,Breakfast & Cereal,Cereal,6 pk,ct,499,FOOD_NONTAX,False,False,National,2024-01-15
P00581,100000000580,SoHo Artisan,SoHo Artisan Cereal 12 oz,Breakfast & Cereal,Cereal,12 oz,oz,433,FOOD_NONTAX,False,False,Premium,2024-01-15
P00582,100000000581,Gotham Goods,Gotham Goods Pasta 16 oz,Grains and Pasta,Pasta,16 oz,oz,343,FOOD_NONTAX,False,False,National,2024-01-15
P00583,100000000582,Hudson Valley,Hudson Valley Milk 750 ml,Dairy & Eggs,Milk,750 ml,ml,275,FOOD_NONTAX,True,False,National,2024-01-15
P00584,100000000583,MetroFresh,MetroFresh Tomato Sauce 2 lb,Condiments/Sauces/Spices,Tomato Sauce,2 lb,lb,550,FOOD_NONTAX,False,False,National,2024-01-15
P00585,100000000584,Harbor & Co.,Harbor & Co. Wine 1 L,Alcohol,Wine,1 L,L,1576,ALCOHOL,False,True,National,2024-01-15
P00586,100000000585,Mancino Private Label,Mancino Private Label Dog Kibble 32 oz,Pet Food,Dog Kibble,32 oz,oz,1601,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00587,100000000586,Mancino Private Label,Mancino Private Label Bread 2 lb,Bakery,Bread,2 lb,lb,443,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00588,100000000587,MetroFresh,MetroFresh Chocolate 12 pk,Candy,Chocolate,12 pk,ct,488,FOOD_TAXABLE,False,False,National,2024-01-15
P00589,100000000588,Gotham Goods,Gotham Goods Bread 16 oz,Bakery,Bread,16 oz,oz,351,FOOD_NONTAX,True,False,National,2024-01-15
P00590,100000000589,Mancino Private Label,Mancino Private Label Beer 12 pk,Alcohol,Beer,12 pk,ct,1537,ALCOHOL,False,True,Private Label,2024-01-15
P00591,100000000590,MetroFresh,MetroFresh Pasta 1 lb,Grains and Pasta,Pasta,1 lb,lb,358,FOOD_NONTAX,False,False,National,2024-01-15
P00592,100000000591,Mancino Private Label,Mancino Private Label Chicken 6 pk,Meat and Seafood,Chicken,6 pk,ct,1137,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00593,100000000592,EastRiver,EastRiver Cat Kibble 1 lb,Pet Food,Cat Kibble,1 lb,lb,1516,FOOD_TAXABLE,False,False,National,2024-01-15
P00594,100000000593,Fifth Ave Reserve,Fifth Ave Reserve Pasta 12 pk,Grains and Pasta,Pasta,12 pk,ct,413,FOOD_NONTAX,False,False,Premium,2024-01-15
P00595,100000000594,MetroFresh,MetroFresh Flour 24 oz,Baking,Flour,24 oz,oz,550,FOOD_NONTAX,False,False,National,2024-01-15
P00596,100000000595,MetroFresh,MetroFresh Sparkling Water 24 oz,Beverages,Sparkling Water,24 oz,oz,364,FOOD_TAXABLE,False,False,National,2024-01-15
P00597,100000000596,Harbor & Co.,Harbor & Co. Chocolate 2 lb,Candy,Chocolate,2 lb,lb,232,FOOD_TAXABLE,False,False,National,2024-01-15
P00598,100000000597,Mancino Select,Mancino Select Cold Cuts 12 pk,Deli,Cold Cuts,12 pk,ct,790,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00599,100000000598,Hudson Valley,Hudson Valley Wine 16 oz,Alcohol,Wine,16 oz,oz,1452,ALCOHOL,False,True,National,2024-01-15
P00600,100000000599,Harbor & Co.,Harbor & Co. Chocolate 12 pk,Candy,Chocolate,12 pk,ct,469,FOOD_TAXABLE,False,False,National,2024-01-15
P00601,100000000600,Mancino Essentials,Mancino Essentials Chocolate 750 ml,Candy,Chocolate,750 ml,ml,450,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00602,100000000601,SoHo Artisan,SoHo Artisan Yogurt 750 ml,Dairy & Eggs,Yogurt,750 ml,ml,441,FOOD_NONTAX,True,False,Premium,2024-01-15
P00603,100000000602,Mancino Select,Mancino Select Yogurt 1 lb,Dairy & Eggs,Yogurt,1 lb,lb,508,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00604,100000000603,Mancino Select,Mancino Select Wine 12 pk,Alcohol,Wine,12 pk,ct,1490,ALCOHOL,False,True,Private Label,2024-01-15
P00605,100000000604,SoHo Artisan,SoHo Artisan Soda 24 oz,Beverages,Soda,24 oz,oz,382,FOOD_TAXABLE,False,False,Premium,2024-01-15
P00606,100000000605,Hudson Valley,Hudson Valley Chicken 32 oz,Meat and Seafood,Chicken,32 oz,oz,1271,FOOD_NONTAX,True,False,National,2024-01-15
P00607,100000000606,Gotham Goods,Gotham Goods Tomato Sauce 750 ml,Condiments/Sauces/Spices,Tomato Sauce,750 ml,ml,438,FOOD_NONTAX,False,False,National,2024-01-15
P00608,100000000607,Gotham Goods,Gotham Goods Chocolate 32 oz,Candy,Chocolate,32 oz,oz,271,FOOD_TAXABLE,False,False,National,2024-01-15
P00609,100000000608,Gotham Goods,Gotham Goods Sparkling Water 24 oz,Beverages,Sparkling Water,24 oz,oz,621,FOOD_TAXABLE,False,False,National,2024-01-15
P00610,100000000609,Mancino Private Label,Mancino Private Label Frozen Pizza 6 pk,Frozen Foods,Frozen Pizza,6 pk,ct,667,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00611,100000000610,Harbor & Co.,Harbor & Co. Cat Kibble 1 lb,Pet Food,Cat Kibble,1 lb,lb,1581,FOOD_TAXABLE,False,False,National,2024-01-15
P00612,100000000611,EastRiver,EastRiver Cold Cuts 1 L,Deli,Cold Cuts,1 L,L,818,FOOD_NONTAX,True,False,National,2024-01-15
P00613,100000000612,Harbor & Co.,Harbor & Co. Wine 1 lb,Alcohol,Wine,1 lb,lb,1770,ALCOHOL,False,True,National,2024-01-15
P00614,100000000613,Fifth Ave Reserve,Fifth Ave Reserve Chocolate 12 oz,Candy,Chocolate,12 oz,oz,398,FOOD_TAXABLE,False,False,Premium,2024-01-15
P00615,100000000614,MetroFresh,MetroFresh Yogurt 12 oz,Dairy & Eggs,Yogurt,12 oz,oz,414,FOOD_NONTAX,True,False,National,2024-01-15
P00616,100000000615,MetroFresh,MetroFresh Cold Cuts 24 oz,Deli,Cold Cuts,24 oz,oz,602,FOOD_NONTAX,True,False,National,2024-01-15
P00617,100000000616,Gotham Goods,Gotham Goods Dog Kibble 12 pk,Pet Food,Dog Kibble,12 pk,ct,1494,FOOD_TAXABLE,False,False,National,2024-01-15
P00618,100000000617,EastRiver,EastRiver Cat Kibble 12 oz,Pet Food,Cat Kibble,12 oz,oz,1519,FOOD_TAXABLE,False,False,National,2024-01-15
P00619,100000000618,MetroFresh,MetroFresh Tomato Sauce 1 lb,Condiments/Sauces/Spices,Tomato Sauce,1 lb,lb,477,FOOD_NONTAX,False,False,National,2024-01-15
P00620,100000000619,Gotham Goods,Gotham Goods Chocolate 1 lb,Candy,Chocolate,1 lb,lb,218,FOOD_TAXABLE,False,False,National,2024-01-15
P00621,100000000620,Harbor & Co.,Harbor & Co. Sparkling Water 1 L,Beverages,Sparkling Water,1 L,L,520,FOOD_TAXABLE,False,False,National,2024-01-15
P00622,100000000621,Hudson Valley,Hudson Valley Prepared Salad 12 oz,Prepared Meals,Prepared Salad,12 oz,oz,1030,FOOD_TAXABLE,True,False,National,2024-01-15
P00623,100000000622,MetroFresh,MetroFresh Tomato Sauce 24 oz,Condiments/Sauces/Spices,Tomato Sauce,24 oz,oz,446,FOOD_NONTAX,False,False,National,2024-01-15
P00624,100000000623,Mancino Select,Mancino Select Frozen Pizza 1 L,Frozen Foods,Frozen Pizza,1 L,L,771,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00625,100000000624,Mancino Private Label,Mancino Private Label Pasta 12 oz,Grains and Pasta,Pasta,12 oz,oz,242,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00626,100000000625,Harbor & Co.,Harbor & Co. Milk 2 lb,Dairy & Eggs,Milk,2 lb,lb,375,FOOD_NONTAX,True,False,National,2024-01-15
P00627,100000000626,Hudson Valley,Hudson Valley Tomato Sauce 1 L,Condiments/Sauces/Spices,Tomato Sauce,1 L,L,514,FOOD_NONTAX,False,False,National,2024-01-15
P00628,100000000627,EastRiver,EastRiver Potato Chips 6 pk,Snacks/Cookies/Chips,Potato Chips,6 pk,ct,504,FOOD_NONTAX,False,False,National,2024-01-15
P00629,100000000628,Gotham Goods,Gotham Goods Cereal 1 L,Breakfast & Cereal,Cereal,1 L,L,376,FOOD_NONTAX,False,False,National,2024-01-15
P00630,100000000629,MetroFresh,MetroFresh Sparkling Water 12 pk,Beverages,Sparkling Water,12 pk,ct,501,FOOD_TAXABLE,False,False,National,2024-01-15
P00631,100000000630,Hudson Valley,Hudson Valley Pasta 32 oz,Grains and Pasta,Pasta,32 oz,oz,391,FOOD_NONTAX,False,False,National,2024-01-15
P00632,100000000631,Harbor & Co.,Harbor & Co. Prepared Salad 24 oz,Prepared Meals,Prepared Salad,24 oz,oz,946,FOOD_TAXABLE,True,False,National,2024-01-15
P00633,100000000632,EastRiver,EastRiver Prepared Salad 1 L,Prepared Meals,Prepared Salad,1 L,L,1083,FOOD_TAXABLE,True,False,National,2024-01-15
P00634,100000000633,Hudson Valley,Hudson Valley Tomato Sauce 2 lb,Condiments/Sauces/Spices,Tomato Sauce,2 lb,lb,439,FOOD_NONTAX,False,False,National,2024-01-15
P00635,100000000634,Mancino Select,Mancino Select Tomato Sauce 1 L,Condiments/Sauces/Spices,Tomato Sauce,1 L,L,687,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00636,100000000635,Hudson Valley,Hudson Valley Sparkling Water 12 oz,Beverages,Sparkling Water,12 oz,oz,554,FOOD_TAXABLE,False,False,National,2024-01-15
P00637,100000000636,Hudson Valley,Hudson Valley Chocolate 6 pk,Candy,Chocolate,6 pk,ct,229,FOOD_TAXABLE,False,False,National,2024-01-15
P00638,100000000637,MetroFresh,MetroFresh Prepared Salad 24 oz,Prepared Meals,Prepared Salad,24 oz,oz,984,FOOD_TAXABLE,True,False,National,2024-01-15
P00639,100000000638,EastRiver,EastRiver Dog Kibble 1 lb,Pet Food,Dog Kibble,1 lb,lb,1472,FOOD_TAXABLE,False,False,National,2024-01-15
P00640,100000000639,Hudson Valley,Hudson Valley Tomato Sauce 6 pk,Condiments/Sauces/Spices,Tomato Sauce,6 pk,ct,396,FOOD_NONTAX,False,False,National,2024-01-15
P00641,100000000640,Fifth Ave Reserve,Fifth Ave Reserve Sparkling Water 6 pk,Beverages,Sparkling Water,6 pk,ct,359,FOOD_TAXABLE,False,False,Premium,2024-01-15
P00642,100000000641,Gotham Goods,Gotham Goods Soda 6 pk,Beverages,Soda,6 pk,ct,356,FOOD_TAXABLE,False,False,National,2024-01-15
P00643,100000000642,Gotham Goods,Gotham Goods Cat Kibble 12 oz,Pet Food,Cat Kibble,12 oz,oz,1533,FOOD_TAXABLE,False,False,National,2024-01-15
P00644,100000000643,Harbor & Co.,Harbor & Co. Yogurt 750 ml,Dairy & Eggs,Yogurt,750 ml,ml,265,FOOD_NONTAX,True,False,National,2024-01-15
P00645,100000000644,Hudson Valley,Hudson Valley Milk 32 oz,Dairy & Eggs,Milk,32 oz,oz,509,FOOD_NONTAX,True,False,National,2024-01-15
P00646,100000000645,Hudson Valley,Hudson Valley Sparkling Water 12 pk,Beverages,Sparkling Water,12 pk,ct,402,FOOD_TAXABLE,False,False,National,2024-01-15
P00647,100000000646,Hudson Valley,Hudson Valley Cold Cuts 12 oz,Deli,Cold Cuts,12 oz,oz,613,FOOD_NONTAX,True,False,National,2024-01-15
P00648,100000000647,Mancino Essentials,Mancino Essentials Cat Kibble 24 oz,Pet Food,Cat Kibble,24 oz,oz,1615,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00649,100000000648,Mancino Essentials,Mancino Essentials Milk 1 lb,Dairy & Eggs,Milk,1 lb,lb,311,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00650,100000000649,Hudson Valley,Hudson Valley Flour 16 oz,Baking,Flour,16 oz,oz,584,FOOD_NONTAX,False,False,National,2024-01-15
P00651,100000000650,EastRiver,EastRiver Sparkling Water 12 oz,Beverages,Sparkling Water,12 oz,oz,678,FOOD_TAXABLE,False,False,National,2024-01-15
P00652,100000000651,MetroFresh,MetroFresh Chocolate 32 oz,Candy,Chocolate,32 oz,oz,368,FOOD_TAXABLE,False,False,National,2024-01-15
P00653,100000000652,MetroFresh,MetroFresh Chicken 1 lb,Meat and Seafood,Chicken,1 lb,lb,1027,FOOD_NONTAX,True,False,National,2024-01-15
P00654,100000000653,Mancino Select,Mancino Select Beer 12 oz,Alcohol,Beer,12 oz,oz,1532,ALCOHOL,False,True,Private Label,2024-01-15
P00655,100000000654,Mancino Essentials,Mancino Essentials Wine 32 oz,Alcohol,Wine,32 oz,oz,1737,ALCOHOL,False,True,Private Label,2024-01-15
P00656,100000000655,MetroFresh,MetroFresh Wine 24 oz,Alcohol,Wine,24 oz,oz,1641,ALCOHOL,False,True,National,2024-01-15
P00657,100000000656,Harbor & Co.,Harbor & Co. Frozen Pizza 16 oz,Frozen Foods,Frozen Pizza,16 oz,oz,873,FOOD_NONTAX,False,False,National,2024-01-15
P00658,100000000657,Village Choice,Village Choice Frozen Pizza 2 lb,Frozen Foods,Frozen Pizza,2 lb,lb,983,FOOD_NONTAX,False,False,Premium,2024-01-15
P00659,100000000658,Hudson Valley,Hudson Valley Cereal 16 oz,Breakfast & Cereal,Cereal,16 oz,oz,405,FOOD_NONTAX,False,False,National,2024-01-15
P00660,100000000659,MetroFresh,MetroFresh Salmon 24 oz,Meat and Seafood,Salmon,24 oz,oz,1072,FOOD_NONTAX,True,False,National,2024-01-15
P00661,100000000660,SoHo Artisan,SoHo Artisan Cereal 16 oz,Breakfast & Cereal,Cereal,16 oz,oz,610,FOOD_NONTAX,False,False,Premium,2024-01-15
P00662,100000000661,Mancino Essentials,Mancino Essentials Flour 1 L,Baking,Flour,1 L,L,353,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00663,100000000662,Fifth Ave Reserve,Fifth Ave Reserve Salmon 24 oz,Meat and Seafood,Salmon,24 oz,oz,1137,FOOD_NONTAX,True,False,Premium,2024-01-15
P00664,100000000663,Mancino Essentials,Mancino Essentials Chocolate 1 lb,Candy,Chocolate,1 lb,lb,207,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00665,100000000664,MetroFresh,MetroFresh Frozen Pizza 12 pk,Frozen Foods,Frozen Pizza,12 pk,ct,976,FOOD_NONTAX,False,False,National,2024-01-15
P00666,100000000665,Hudson Valley,Hudson Valley Cold Cuts 2 lb,Deli,Cold Cuts,2 lb,lb,683,FOOD_NONTAX,True,False,National,2024-01-15
P00667,100000000666,MetroFresh,MetroFresh Soda 12 pk,Beverages,Soda,12 pk,ct,406,FOOD_TAXABLE,False,False,National,2024-01-15
P00668,100000000667,Mancino Select,Mancino Select Pasta 6 pk,Grains and Pasta,Pasta,6 pk,ct,217,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00669,100000000668,EastRiver,EastRiver Beer 2 lb,Alcohol,Beer,2 lb,lb,1517,ALCOHOL,False,True,National,2024-01-15
P00670,100000000669,Hudson Valley,Hudson Valley Chicken 1 lb,Meat and Seafood,Chicken,1 lb,lb,999,FOOD_NONTAX,True,False,National,2024-01-15
P00671,100000000670,Village Choice,Village Choice Sparkling Water 12 pk,Beverages,Sparkling Water,12 pk,ct,460,FOOD_TAXABLE,False,False,Premium,2024-01-15
P00672,100000000671,Harbor & Co.,Harbor & Co. Yogurt 1 lb,Dairy & Eggs,Yogurt,1 lb,lb,375,FOOD_NONTAX,True,False,National,2024-01-15
P00673,100000000672,EastRiver,EastRiver Cereal 12 pk,Breakfast & Cereal,Cereal,12 pk,ct,410,FOOD_NONTAX,False,False,National,2024-01-15
P00674,100000000673,Harbor & Co.,Harbor & Co. Beer 12 oz,Alcohol,Beer,12 oz,oz,1789,ALCOHOL,False,True,National,2024-01-15
P00675,100000000674,EastRiver,EastRiver Dog Kibble 16 oz,Pet Food,Dog Kibble,16 oz,oz,1370,FOOD_TAXABLE,False,False,National,2024-01-15
P00676,100000000675,MetroFresh,MetroFresh Pasta 6 pk,Grains and Pasta,Pasta,6 pk,ct,379,FOOD_NONTAX,False,False,National,2024-01-15
P00677,100000000676,MetroFresh,MetroFresh Tomato Sauce 16 oz,Condiments/Sauces/Spices,Tomato Sauce,16 oz,oz,656,FOOD_NONTAX,False,False,National,2024-01-15
P00678,100000000677,Mancino Private Label,Mancino Private Label Bread 12 pk,Bakery,Bread,12 pk,ct,530,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00679,100000000678,Hudson Valley,Hudson Valley Beer 32 oz,Alcohol,Beer,32 oz,oz,1603,ALCOHOL,False,True,National,2024-01-15
P00680,100000000679,EastRiver,EastRiver Flour 2 lb,Baking,Flour,2 lb,lb,650,FOOD_NONTAX,False,False,National,2024-01-15
P00681,100000000680,SoHo Artisan,SoHo Artisan Dog Kibble 12 pk,Pet Food,Dog Kibble,12 pk,ct,1470,FOOD_TAXABLE,False,False,Premium,2024-01-15
P00682,100000000681,Mancino Essentials,Mancino Essentials Potato Chips 1 L,Snacks/Cookies/Chips,Potato Chips,1 L,L,530,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00683,100000000682,Hudson Valley,Hudson Valley Tomato Sauce 750 ml,Condiments/Sauces/Spices,Tomato Sauce,750 ml,ml,586,FOOD_NONTAX,False,False,National,2024-01-15
P00684,100000000683,SoHo Artisan,SoHo Artisan Soda 16 oz,Beverages,Soda,16 oz,oz,551,FOOD_TAXABLE,False,False,Premium,2024-01-15
P00685,100000000684,Gotham Goods,Gotham Goods Cat Kibble 16 oz,Pet Food,Cat Kibble,16 oz,oz,1659,FOOD_TAXABLE,False,False,National,2024-01-15
P00686,100000000685,EastRiver,EastRiver Cold Cuts 1 lb,Deli,Cold Cuts,1 lb,lb,754,FOOD_NONTAX,True,False,National,2024-01-15
P00687,100000000686,Mancino Essentials,Mancino Essentials Wine 2 lb,Alcohol,Wine,2 lb,lb,1471,ALCOHOL,False,True,Private Label,2024-01-15
P00688,100000000687,Mancino Private Label,Mancino Private Label Soda 2 lb,Beverages,Soda,2 lb,lb,466,FOOD_TAXABLE,False,False,Private Label,2024-01-15
