transaction_id,customer_id,store_id,txn_ts,subtotal,tax,total,num_items,payment_type,day_name
TX-20250226-030875,C003840,4,2025-02-26 11:10:00,7.85,0.70,8.55,1,DEBIT,Wednesday
TX-20250226-030876,C002721,4,2025-02-26 10:59:00,42.70,3.79,46.49,4,WALLET,Wednesday
TX-20250226-030877,C004021,4,2025-02-26 16:35:00,12.10,1.07,13.17,4,CREDIT,Wednesday
TX-20250226-030878,C001545,4,2025-02-26 12:17:00,7.93,0.70,8.63,3,CASH,Wednesday
TX-20250226-030879,C003146,4,2025-02-26 09:22:00,31.80,2.70,33.14,7,DEBIT,Wednesday
TX-20250226-030880,C004595,4,2025-02-26 10:33:00,26.05,2.31,28.36,6,DEBIT,Wednesday
TX-20250226-030881,C002931,4,2025-02-26 09:40:00,12.08,1.07,13.15,4,DEBIT,Wednesday
TX-20250226-030882,C002559,4,2025-02-26 09:17:00,6.09,0.54,6.63,3,WALLET,Wednesday
TX-20250226-030883,C000508,4,2025-02-26 09:07:00,35.34,3.14,38.48,5,WALLET,Wednesday
TX-20250226-030884,C002854,4,2025-02-26 11:18:00,11.25,1.00,12.25,2,CASH,Wednesday
TX-20250226-030885,C001756,4,2025-02-26 15:44:00,7.18,0.64,7.82,2,DEBIT,Wednesday
TX-20250226-030886,C002738,4,2025-02-26 17:17:00,25.01,2.22,27.23,6,DEBIT,Wednesday
TX-20250226-030887,C002329,4,2025-02-26 11:03:00,6.84,0.61,7.45,2,CASH,Wednesday
TX-20250226-030888,C001646,4,2025-02-26 14:20:00,24.23,2.15,26.38,7,CREDIT,Wednesday
TX-20250226-030889,C002908,4,2025-02-26 17:07:00,24.63,2.19,26.82,5,CASH,Wednesday
TX-20250226-030890,C004353,4,2025-02-26 12:02:00,16.50,1.46,17.96,4,WALLET,Wednesday
TX-20250226-030891,C003049,4,2025-02-26 13:41:00,35.32,3.13,38.45,9,CREDIT,Wednesday
TX-20250226-030892,C004331,4,2025-02-26 16:40:00,22.81,2.02,24.83,4,CREDIT,Wednesday
TX-20250226-030893,C001148,4,2025-02-26 12:23:00,9.55,0.85,10.40,3,CREDIT,Wednesday
TX-20250226-030894,C003446,4,2025-02-26 18:25:00,17.69,1.47,18.02,6,CASH,Wednesday
TX-20250226-030895,C001199,4,2025-02-26 19:36:00,30.36,2.69,33.05,6,CASH,Wednesday
TX-20250226-030896,C004363,4,2025-02-26 16:03:00,14.78,1.31,16.09,5,CREDIT,Wednesday
TX-20250226-030897,C003475,4,2025-02-26 08:34:00,45.91,4.07,49.98,6,CASH,Wednesday
TX-20250226-030898,C003277,4,2025-02-26 14:19:00,12.46,1.11,13.57,4,DEBIT,Wednesday
TX-20250226-030899,C002115,4,2025-02-26 17:10:00,14.65,1.30,15.95,3,DEBIT,Wednesday
TX-20250226-030900,C000669,4,2025-02-26 13:33:00,56.86,5.05,61.91,4,CASH,Wednesday
TX-20250226-030901,C001916,4,2025-02-26 10:14:00,31.46,2.79,34.25,4,CREDIT,Wednesday
TX-20250226-030902,C004029,4,2025-02-26 15:53:00,37.87,3.36,41.23,10,WALLET,Wednesday
TX-20250226-030903,C002150,4,2025-02-26 12:59:00,40.14,3.56,43.70,6,CREDIT,Wednesday
TX-20250226-030904,C003361,4,2025-02-26 15:09:00,27.53,2.44,29.97,5,CREDIT,Wednesday
TX-20250226-030905,C002467,4,2025-02-26 20:26:00,16.88,1.50,18.38,3,WALLET,Wednesday
TX-20250226-030906,C000201,4,2025-02-26 12:49:00,29.41,2.61,32.02,6,CREDIT,Wednesday
TX-20250226-030907,C001047,4,2025-02-26 18:16:00,26.27,2.33,28.60,4,CASH,Wednesday
TX-20250226-030908,C004763,4,2025-02-26 09:27:00,10.15,0.90,11.05,3,DEBIT,Wednesday
TX-20250226-030909,C003220,4,2025-02-26 15:51:00,14.86,1.18,14.52,4,DEBIT,Wednesday
TX-20250226-030910,C001323,4,2025-02-26 13:04:00,32.16,2.85,35.01,6,WALLET,Wednesday
TX-20250226-030911,C004740,4,2025-02-26 13:00:00,33.53,2.98,36.51,7,CASH,Wednesday
TX-20250226-030912,C002480,4,2025-02-26 09:06:00,19.10,1.70,20.80,3,WALLET,Wednesday
TX-20250226-030913,C002382,4,2025-02-26 13:59:00,8.80,0.78,9.58,2,CREDIT,Wednesday
TX-20250226-030914,C000832,4,2025-02-26 15:07:00,9.59,0.85,10.44,2,WALLET,Wednesday
TX-20250226-030915,C001099,5,2025-02-26 18:20:00,10.03,0.67,8.19,3,WALLET,Wednesday
TX-20250226-030916,C000260,5,2025-02-26 08:12:00,12.87,1.14,14.01,3,WALLET,Wednesday
TX-20250226-030917,C003509,5,2025-02-26 13:08:00,34.83,2.94,36.07,7,WALLET,Wednesday
TX-20250226-030918,C003095,5,2025-02-26 16:50:00,13.14,1.17,14.31,3,CASH,Wednesday
TX-20250226-030919,C003507,5,2025-02-26 08:51:00,12.16,1.08,13.24,2,DEBIT,Wednesday
TX-20250226-030920,C000248,5,2025-02-26 10:25:00,9.68,0.80,9.82,3,WALLET,Wednesday
TX-20250226-030921,C000116,5,2025-02-26 12:56:00,15.02,1.25,15.29,3,WALLET,Wednesday
TX-20250226-030922,C003985,5,2025-02-26 08:42:00,10.05,0.84,10.26,4,WALLET,Wednesday
TX-20250226-030923,C004554,5,2025-02-26 11:11:00,25.48,2.18,26.71,6,WALLET,Wednesday
TX-20250226-030924,C000536,5,2025-02-26 17:01:00,27.08,2.40,29.48,4,WALLET,Wednesday
TX-20250226-030925,C004432,5,2025-02-26 08:18:00,8.55,0.61,7.52,3,DEBIT,Wednesday
TX-20250226-030926,C002167,5,2025-02-26 08:08:00,9.26,0.65,8.00,4,DEBIT,Wednesday
TX-20250226-030927,C000961,5,2025-02-26 16:17:00,3.41,0.30,3.71,1,DEBIT,Wednesday
TX-20250226-030928,C000554,5,2025-02-26 19:27:00,6.74,0.52,6.37,2,WALLET,Wednesday
TX-20250226-030929,C003377,5,2025-02-26 12:12:00,41.16,3.54,43.41,4,CREDIT,Wednesday
TX-20250226-030930,C004569,5,2025-02-26 13:03:00,70.22,5.40,66.22,8,CREDIT,Wednesday
TX-20250226-030931,C004402,5,2025-02-26 14:00:00,7.02,0.62,7.64,3,CREDIT,Wednesday
TX-20250226-030932,C003429,5,2025-02-26 19:48:00,22.74,2.02,24.76,5,WALLET,Wednesday
TX-20250226-030933,C003678,5,2025-02-26 09:12:00,14.70,0.98,12.01,3,DEBIT,Wednesday
TX-20250226-030934,C001037,5,2025-02-26 12:03:00,28.56,2.25,27.61,5,DEBIT,Wednesday
TX-20250226-030935,C001698,5,2025-02-26 18:00:00,42.18,3.63,44.57,7,CREDIT,Wednesday
TX-20250226-030936,C000323,5,2025-02-26 16:45:00,35.86,2.83,34.71,6,WALLET,Wednesday
TX-20250226-030937,C002357,5,2025-02-26 13:15:00,15.25,1.23,15.13,3,CREDIT,Wednesday
TX-20250226-030938,C002530,5,2025-02-26 12:11:00,5.24,0.35,4.28,2,DEBIT,Wednesday
TX-20250226-030939,C002470,5,2025-02-26 10:45:00,19.98,1.77,21.75,3,DEBIT,Wednesday
TX-20250226-030940,C001891,5,2025-02-26 10:45:00,19.88,1.76,21.64,3,DEBIT,Wednesday
TX-20250226-030941,C003794,5,2025-02-26 20:13:00,9.11,0.81,9.92,5,CREDIT,Wednesday
TX-20250226-030942,C002906,5,2025-02-26 10:48:00,36.34,3.23,39.57,5,WALLET,Wednesday
TX-20250226-030943,C004183,5,2025-02-26 15:05:00,14.23,1.13,13.87,3,CASH,Wednesday
TX-20250226-030944,C001001,5,2025-02-26 10:01:00,20.41,1.74,21.39,5,DEBIT,Wednesday
TX-20250226-030945,C002415,5,2025-02-26 10:43:00,3.83,0.34,4.17,2,WALLET,Wednesday
TX-20250226-030946,C001131,5,2025-02-26 10:28:00,51.64,4.34,53.28,7,CREDIT,Wednesday
TX-20250226-030947,C004955,5,2025-02-26 11:35:00,35.25,3.04,37.31,6,CREDIT,Wednesday
TX-20250226-030948,C004418,5,2025-02-26 12:23:00,31.42,2.68,32.85,6,CASH,Wednesday
TX-20250226-030949,C002337,5,2025-02-26 08:23:00,28.11,2.24,27.45,4,WALLET,Wednesday
TX-20250226-030950,C002069,5,2025-02-26 08:31:00,10.84,0.96,11.80,1,CREDIT,Wednesday
TX-20250226-030951,C000724,5,2025-02-26 15:43:00,40.83,3.62,44.45,6,DEBIT,Wednesday
TX-20250226-030952,C002409,5,2025-02-26 09:45:00,28.44,2.52,30.96,5,WALLET,Wednesday
TX-20250226-030953,C001108,5,2025-02-26 14:33:00,16.12,1.43,17.55,3,WALLET,Wednesday
TX-20250226-030954,C004486,5,2025-02-26 11:09:00,29.40,2.32,28.48,4,CASH,Wednesday
TX-20250226-030955,C000087,5,2025-02-26 08:20:00,3.64,0.32,3.96,2,CASH,Wednesday
TX-20250226-030956,C002031,5,2025-02-26 18:20:00,25.97,2.18,26.79,4,WALLET,Wednesday
TX-20250226-030957,C000016,5,2025-02-26 19:06:00,9.71,0.86,10.57,1,CASH,Wednesday
TX-20250226-030958,C003722,5,2025-02-26 17:31:00,20.35,1.68,20.63,7,DEBIT,Wednesday
TX-20250226-030959,C004792,5,2025-02-26 16:18:00,25.70,2.05,25.12,5,CREDIT,Wednesday
TX-20250226-030960,C004085,5,2025-02-26 17:30:00,28.20,2.30,28.22,6,DEBIT,Wednesday
TX-20250226-030961,C004151,5,2025-02-26 20:16:00,33.07,2.93,36.00,4,CREDIT,Wednesday
TX-20250226-030962,C002774,5,2025-02-26 09:12:00,16.04,1.42,17.46,4,CASH,Wednesday
TX-20250226-030963,C002364,5,2025-02-26 17:09:00,19.49,1.73,21.22,4,WALLET,Wednesday
TX-20250226-030964,C001850,5,2025-02-26 20:12:00,39.91,3.27,40.14,7,DEBIT,Wednesday
TX-20250226-030965,C001520,5,2025-02-26 10:36:00,44.47,3.79,46.51,8,WALLET,Wednesday
TX-20250226-030966,C002860,5,2025-02-26 19:08:00,21.63,1.81,22.21,5,WALLET,Wednesday
TX-20250226-030967,C004853,5,2025-02-26 20:53:00,19.19,1.45,17.79,5,DEBIT,Wednesday
TX-20250226-030968,C002967,5,2025-02-26 14:55:00,6.03,0.54,6.57,1,CASH,Wednesday
TX-20250226-030969,C002744,5,2025-02-26 08:46:00,34.51,3.01,36.87,6,CREDIT,Wednesday
TX-20250226-030970,C002330,5,2025-02-26 12:02:00,36.30,3.22,39.52,5,CASH,Wednesday
TX-20250226-030971,C001983,5,2025-02-26 08:20:00,12.20,0.95,11.71,4,WALLET,Wednesday
TX-20250226-030972,C004266,5,2025-02-26 14:18:00,21.18,1.88,23.06,3,WALLET,Wednesday
TX-20250226-030973,C003665,5,2025-02-26 12:49:00,4.81,0.43,5.24,1,WALLET,Wednesday
TX-20250226-030974,C000511,5,2025-02-26 09:51:00,20.76,1.84,22.60,4,CREDIT,Wednesday
TX-20250226-030975,C004999,5,2025-02-26 17:17:00,4.34,0.39,4.73,1,WALLET,Wednesday
TX-20250226-030976,C003560,5,2025-02-26 10:32:00,11.04,0.90,11.06,2,DEBIT,Wednesday
TX-20250226-030977,C001457,5,2025-02-26 20:45:00,33.26,2.95,36.21,5,WALLET,Wednesday
TX-20250226-030978,C001991,5,2025-02-26 16:51:00,57.77,5.13,62.90,8,CREDIT,Wednesday
TX-20250226-030979,C000894,5,2025-02-26 09:16:00,37.33,3.14,38.48,7,CREDIT,Wednesday
TX-20250226-030980,C001819,5,2025-02-26 10:20:00,2.55,0.17,2.08,1,CASH,Wednesday
TX-20250226-030981,C003552,5,2025-02-26 18:37:00,35.89,2.84,34.82,5,CREDIT,Wednesday
TX-20250226-030982,C002529,5,2025-02-26 17:07:00,17.70,1.57,19.27,4,CASH,Wednesday
TX-20250226-030983,C004850,5,2025-02-26 12:33:00,5.73,0.51,6.24,2,CASH,Wednesday
TX-20250226-030984,C001284,5,2025-02-26 18:47:00,19.91,1.77,21.68,3,DEBIT,Wednesday
TX-20250226-030985,C004438,5,2025-02-26 08:29:00,57.74,5.12,62.86,6,CREDIT,Wednesday
TX-20250226-030986,C000044,5,2025-02-26 17:51:00,27.66,2.45,30.11,8,CASH,Wednesday
TX-20250226-030987,C000339,5,2025-02-26 14:46:00,46.95,3.99,48.95,5,DEBIT,Wednesday
TX-20250226-030988,C000117,5,2025-02-26 17:55:00,16.93,1.50,18.43,4,CASH,Wednesday
TX-20250226-030989,C001400,5,2025-02-26 15:28:00,65.70,5.30,64.97,8,CREDIT,Wednesday
TX-20250226-030990,C002584,5,2025-02-26 08:34:00,11.97,1.06,13.03,3,CASH,Wednesday
TX-20250226-030991,C001906,5,2025-02-26 13:30:00,30.92,2.60,31.90,6,CREDIT,Wednesday
TX-20250226-030992,C003428,5,2025-02-26 15:58:00,28.64,2.49,30.54,5,CASH,Wednesday
TX-20250226-030993,C001267,5,2025-02-26 10:33:00,46.77,3.97,48.67,6,DEBIT,Wednesday
TX-20250226-030994,C002519,5,2025-02-26 11:37:00,16.20,1.15,14.11,2,WALLET,Wednesday
TX-20250226-030995,C001659,5,2025-02-26 12:39:00,16.65,1.48,18.13,6,DEBIT,Wednesday
TX-20250226-030996,C000469,5,2025-02-26 20:38:00,18.48,1.36,16.64,4,DEBIT,Wednesday
TX-20250226-030997,C000216,5,2025-02-26 12:21:00,17.97,1.59,19.56,5,WALLET,Wednesday
TX-20250226-030998,C002555,5,2025-02-26 20:39:00,19.55,1.67,20.49,4,CASH,Wednesday
TX-20250226-030999,C002087,5,2025-02-26 10:03:00,27.14,2.41,29.55,2,WALLET,Wednesday
TX-20250226-031000,C003729,5,2025-02-26 17:15:00,8.98,0.80,9.78,3,CREDIT,Wednesday
TX-20250226-031001,C004639,5,2025-02-26 18:31:00,49.55,3.91,47.92,9,DEBIT,Wednesday
TX-20250226-031002,C001721,5,2025-02-26 08:54:00,21.46,1.73,21.18,4,CREDIT,Wednesday
TX-20250226-031003,C000869,5,2025-02-26 20:57:00,25.10,1.87,22.89,4,CASH,Wednesday
TX-20250226-031004,C001359,5,2025-02-26 10:02:00,12.12,1.08,13.20,3,WALLET,Wednesday
TX-20250226-031005,C000334,5,2025-02-26 10:48:00,25.53,2.27,27.80,3,CREDIT,Wednesday
TX-20250226-031006,C000770,5,2025-02-26 14:55:00,17.81,1.49,18.30,4,CASH,Wednesday
TX-20250226-031007,C001508,5,2025-02-26 14:42:00,30.65,2.58,31.62,8,DEBIT,Wednesday
TX-20250226-031008,C000061,5,2025-02-26 16:49:00,12.86,0.98,12.04,3,WALLET,Wednesday
TX-20250226-031009,C003939,5,2025-02-26 11:02:00,21.05,1.87,22.92,3,WALLET,Wednesday
TX-20250226-031010,C000615,5,2025-02-26 14:29:00,33.10,2.63,32.32,3,DEBIT,Wednesday
TX-20250226-031011,C004285,5,2025-02-26 11:38:00,26.00,2.31,28.31,4,DEBIT,Wednesday
TX-20250226-031012,C003874,5,2025-02-26 08:23:00,42.39,3.48,42.66,9,CASH,Wednesday
TX-20250226-031013,C003880,5,2025-02-26 12:47:00,3.44,0.24,2.99,1,WALLET,Wednesday
TX-20250226-031014,C001192,5,2025-02-26 19:38:00,66.88,5.47,67.12,8,CASH,Wednesday
TX-20250226-031015,C001675,5,2025-02-26 08:41:00,14.72,1.24,15.26,5,CASH,Wednesday
TX-20250226-031016,C001085,5,2025-02-26 09:38:00,31.80,2.71,33.29,7,WALLET,Wednesday
TX-20250226-031017,C002575,5,2025-02-26 18:19:00,11.81,0.96,11.79,4,DEBIT,Wednesday
TX-20250226-031018,C002950,5,2025-02-26 10:59:00,20.24,1.53,18.73,2,WALLET,Wednesday
TX-20250226-031019,C002270,5,2025-02-26 11:16:00,22.12,1.87,22.92,4,WALLET,Wednesday
TX-20250226-031020,C003878,5,2025-02-26 15:20:00,21.86,1.69,20.74,5,CASH,Wednesday
TX-20250226-031021,C004333,5,2025-02-26 17:19:00,65.11,5.31,65.11,10,DEBIT,Wednesday
TX-20250226-031022,C003579,5,2025-02-26 20:58:00,29.26,2.43,29.76,7,DEBIT,Wednesday
TX-20250226-031023,C004651,5,2025-02-26 17:36:00,22.65,1.70,20.91,5,CASH,Wednesday
TX-20250226-031024,C004923,5,2025-02-26 16:45:00,60.72,5.39,66.11,8,WALLET,Wednesday
TX-20250226-031025,C004591,5,2025-02-26 19:09:00,14.21,1.26,15.47,4,DEBIT,Wednesday
TX-20250226-031026,C001896,5,2025-02-26 10:41:00,49.89,4.13,50.64,10,DEBIT,Wednesday
TX-20250226-031027,C004057,5,2025-02-26 20:28:00,13.95,1.17,14.33,4,CREDIT,Wednesday
TX-20250226-031028,C001988,5,2025-02-26 08:00:00,62.11,5.51,67.62,6,CASH,Wednesday
TX-20250226-031029,C003044,5,2025-02-26 14:25:00,7.96,0.71,8.67,2,CREDIT,Wednesday
TX-20250226-031030,C004204,5,2025-02-26 08:12:00,38.05,3.38,41.43,4,WALLET,Wednesday
TX-20250226-031031,C004331,5,2025-02-26 17:03:00,13.40,0.89,10.94,4,CASH,Wednesday
TX-20250226-031032,C003330,5,2025-02-26 11:19:00,28.85,2.50,30.70,9,CREDIT,Wednesday
TX-20250226-031033,C003556,5,2025-02-26 16:18:00,15.47,1.37,16.84,4,CASH,Wednesday
TX-20250226-031034,C002194,5,2025-02-26 09:55:00,31.89,2.83,34.72,7,WALLET,Wednesday
TX-20250226-031035,C003823,5,2025-02-26 12:36:00,29.14,2.59,31.73,4,WALLET,Wednesday
TX-20250226-031036,C002763,5,2025-02-26 19:12:00,5.78,0.51,6.29,2,CASH,Wednesday
TX-20250226-031037,C004979,5,2025-02-26 15:58:00,37.66,3.27,40.09,4,WALLET,Wednesday
TX-20250226-031038,C002102,5,2025-02-26 19:30:00,31.96,2.72,33.32,6,DEBIT,Wednesday
TX-20250226-031039,C001516,5,2025-02-26 16:36:00,31.62,2.81,34.43,10,CREDIT,Wednesday
TX-20250226-031040,C004446,5,2025-02-26 19:55:00,45.24,3.91,47.93,9,CASH,Wednesday
TX-20250226-031041,C000255,5,2025-02-26 09:40:00,19.35,1.72,21.07,5,WALLET,Wednesday
TX-20250226-031042,C002980,5,2025-02-26 12:37:00,30.22,2.68,32.90,8,WALLET,Wednesday
TX-20250226-031043,C004937,5,2025-02-26 16:01:00,14.24,1.26,15.50,4,CASH,Wednesday
TX-20250226-031044,C003281,5,2025-02-26 10:37:00,14.57,1.21,14.80,3,CASH,Wednesday
TX-20250226-031045,C003083,5,2025-02-26 18:43:00,19.41,1.72,21.13,4,CASH,Wednesday
TX-20250226-031046,C004494,5,2025-02-26 08:02:00,38.95,3.46,42.41,4,WALLET,Wednesday
TX-20250226-031047,C001520,5,2025-02-26 09:43:00,40.69,3.24,39.72,8,CASH,Wednesday
TX-20250226-031048,C001789,5,2025-02-26 19:49:00,30.78,2.48,30.41,7,CASH,Wednesday
TX-20250226-031049,C000347,5,2025-02-26 09:16:00,37.31,3.00,36.81,3,CASH,Wednesday
TX-20250226-031050,C003489,5,2025-02-26 13:42:00,22.98,2.04,25.02,5,CREDIT,Wednesday
TX-20250226-031051,C003878,5,2025-02-26 08:11:00,51.72,4.59,56.31,6,WALLET,Wednesday
TX-20250226-031052,C001794,5,2025-02-26 10:59:00,43.15,3.79,46.52,8,CASH,Wednesday
TX-20250226-031053,C000539,5,2025-02-26 16:13:00,2.41,0.21,2.62,1,CREDIT,Wednesday
TX-20250226-031054,C002301,5,2025-02-26 10:21:00,2.32,0.21,2.53,1,CREDIT,Wednesday
TX-20250226-031055,C002168,5,2025-02-26 08:20:00,23.08,1.76,21.59,5,WALLET,Wednesday
TX-20250226-031056,C003801,5,2025-02-26 09:10:00,10.30,0.69,8.42,2,CASH,Wednesday
TX-20250226-031057,C003732,5,2025-02-26 10:50:00,31.23,2.49,30.57,4,CASH,Wednesday
TX-20250226-031058,C003870,5,2025-02-26 13:48:00,18.83,1.34,16.46,5,DEBIT,Wednesday
TX-20250226-031059,C001076,5,2025-02-26 12:13:00,8.36,0.74,9.10,2,DEBIT,Wednesday
TX-20250226-031060,C002859,5,2025-02-26 10:03:00,7.37,0.65,8.02,1,DEBIT,Wednesday
TX-20250226-031061,C001417,5,2025-02-26 15:29:00,25.01,1.99,24.39,6,DEBIT,Wednesday
TX-20250226-031062,C004506,5,2025-02-26 19:06:00,56.25,4.51,55.32,11,CASH,Wednesday
TX-20250226-031063,C003878,5,2025-02-26 12:46:00,47.23,4.19,51.42,5,DEBIT,Wednesday
TX-20250226-031064,C004882,5,2025-02-26 13:59:00,25.50,2.26,27.76,4,DEBIT,Wednesday
TX-20250226-031065,C004205,5,2025-02-26 10:59:00,14.29,1.27,15.56,4,CASH,Wednesday
TX-20250226-031066,C001457,5,2025-02-26 09:20:00,25.12,2.23,27.35,6,CREDIT,Wednesday
TX-20250226-031067,C004891,5,2025-02-26 13:39:00,7.62,0.62,7.62,2,CREDIT,Wednesday
TX-20250226-031068,C003837,5,2025-02-26 18:28:00,7.68,0.51,6.27,2,WALLET,Wednesday
TX-20250226-031069,C003776,5,2025-02-26 13:18:00,14.81,1.31,16.12,4,CREDIT,Wednesday
TX-20250226-031070,C000793,5,2025-02-26 15:57:00,3.47,0.23,2.83,1,WALLET,Wednesday
TX-20250226-031071,C002085,5,2025-02-26 17:13:00,18.07,1.44,17.66,4,DEBIT,Wednesday
TX-20250226-031072,C002676,5,2025-02-26 19:07:00,7.00,0.50,6.16,2,WALLET,Wednesday
TX-20250226-031073,C003158,5,2025-02-26 15:19:00,23.37,1.74,21.35,5,WALLET,Wednesday
TX-20250226-031074,C004546,5,2025-02-26 08:04:00,11.59,0.91,11.14,3,CASH,Wednesday
TX-20250226-031075,C001609,5,2025-02-26 13:39:00,53.04,4.42,54.22,8,DEBIT,Wednesday
TX-20250226-031076,C001857,5,2025-02-26 09:07:00,25.29,2.24,27.53,5,DEBIT,Wednesday
TX-20250226-031077,C000923,5,2025-02-26 15:06:00,34.69,3.02,37.04,6,WALLET,Wednesday
TX-20250226-031078,C001931,5,2025-02-26 19:44:00,7.29,0.49,5.96,3,CREDIT,Wednesday
TX-20250226-031079,C002575,5,2025-02-26 10:31:00,31.97,2.58,31.60,6,WALLET,Wednesday
TX-20250226-031080,C002568,5,2025-02-26 15:12:00,17.68,1.45,17.78,4,DEBIT,Wednesday
TX-20250226-031081,C004489,5,2025-02-26 12:35:00,3.42,0.30,3.72,1,WALLET,Wednesday
TX-20250226-031082,C003498,5,2025-02-26 19:25:00,15.88,1.20,14.73,3,CREDIT,Wednesday
TX-20250226-031083,C001754,5,2025-02-26 11:21:00,37.49,3.00,36.85,9,CREDIT,Wednesday
TX-20250226-031084,C002688,5,2025-02-26 20:54:00,58.43,4.87,59.76,8,DEBIT,Wednesday
TX-20250226-031085,C003872,5,2025-02-26 14:30:00,7.49,0.66,8.15,2,DEBIT,Wednesday
TX-20250226-031086,C004320,5,2025-02-26 20:01:00,7.55,0.67,8.22,2,CREDIT,Wednesday
TX-20250226-031087,C000883,5,2025-02-26 09:57:00,42.68,3.28,40.21,7,CREDIT,Wednesday
TX-20250226-031088,C002225,5,2025-02-26 14:54:00,19.59,1.64,20.16,3,DEBIT,Wednesday
TX-20250226-031089,C001553,5,2025-02-26 16:35:00,13.81,1.17,14.39,4,WALLET,Wednesday
TX-20250226-031090,C003049,5,2025-02-26 17:11:00,34.44,3.06,37.50,4,CASH,Wednesday
TX-20250226-031091,C002496,5,2025-02-26 18:40:00,25.34,2.25,27.59,5,CREDIT,Wednesday
TX-20250226-031092,C000470,5,2025-02-26 13:51:00,12.60,1.12,13.72,2,WALLET,Wednesday
TX-20250226-031093,C002140,5,2025-02-26 19:37:00,14.57,0.97,11.89,4,DEBIT,Wednesday
TX-20250226-031094,C001813,5,2025-02-26 08:32:00,54.45,4.83,59.28,7,DEBIT,Wednesday
TX-20250226-031095,C003378,5,2025-02-26 11:45:00,30.94,2.43,29.76,7,CREDIT,Wednesday
TX-20250227-031096,C004932,1,2025-02-27 18:05:00,40.11,3.56,43.67,3,WALLET,Thursday
TX-20250227-031097,C003595,1,2025-02-27 20:38:00,20.92,1.86,22.78,4,CASH,Thursday
TX-20250227-031098,C004669,1,2025-02-27 16:57:00,35.40,3.14,38.54,6,WALLET,Thursday
TX-20250227-031099,C003496,1,2025-02-27 13:30:00,5.74,0.51,6.25,2,WALLET,Thursday
TX-20250227-031100,C001362,1,2025-02-27 18:44:00,22.19,1.67,20.51,5,CREDIT,Thursday
TX-20250227-031101,C002827,1,2025-02-27 20:56:00,5.17,0.46,5.63,2,DEBIT,Thursday
TX-20250227-031102,C000827,1,2025-02-27 09:16:00,14.50,1.29,15.79,5,CASH,Thursday
TX-20250227-031103,C000640,1,2025-02-27 16:42:00,11.52,0.89,10.89,2,WALLET,Thursday
TX-20250227-031104,C002992,1,2025-02-27 11:48:00,12.16,1.08,13.24,2,DEBIT,Thursday
TX-20250227-031105,C004046,1,2025-02-27 18:14:00,9.34,0.83,10.17,1,CASH,Thursday
TX-20250227-031106,C002518,1,2025-02-27 16:36:00,38.97,3.46,42.43,6,DEBIT,Thursday
TX-20250227-031107,C000652,1,2025-02-27 16:04:00,9.71,0.86,10.57,1,DEBIT,Thursday
TX-20250227-031108,C002451,1,2025-02-27 16:23:00,57.18,5.07,62.25,8,WALLET,Thursday
TX-20250227-031109,C000132,1,2025-02-27 11:01:00,21.42,1.90,23.32,3,WALLET,Thursday
TX-20250227-031110,C000736,1,2025-02-27 11:19:00,7.91,0.70,8.61,2,CREDIT,Thursday
TX-20250227-031111,C000243,1,2025-02-27 08:58:00,32.08,2.85,34.93,5,CASH,Thursday
TX-20250227-031112,C000207,1,2025-02-27 15:11:00,11.26,1.00,12.26,3,CREDIT,Thursday
TX-20250227-031113,C002645,1,2025-02-27 12:04:00,13.31,1.18,14.49,5,WALLET,Thursday
TX-20250227-031114,C003748,1,2025-02-27 20:50:00,19.54,1.73,21.27,3,CASH,Thursday
TX-20250227-031115,C000205,1,2025-02-27 12:52:00,51.58,4.58,56.16,9,CASH,Thursday
TX-20250227-031116,C004360,1,2025-02-27 09:02:00,45.19,4.01,49.20,6,CREDIT,Thursday
TX-20250227-031117,C004205,1,2025-02-27 15:37:00,10.92,0.97,11.89,3,CASH,Thursday
TX-20250227-031118,C000180,1,2025-02-27 19:33:00,3.71,0.33,4.04,1,CREDIT,Thursday
TX-20250227-031119,C000847,1,2025-02-27 12:16:00,55.66,4.94,60.60,7,DEBIT,Thursday
TX-20250227-031120,C004119,1,2025-02-27 11:07:00,47.45,4.21,51.66,9,CREDIT,Thursday
TX-20250227-031121,C004317,1,2025-02-27 16:51:00,40.69,3.61,44.30,9,CASH,Thursday
TX-20250227-031122,C003057,1,2025-02-27 09:53:00,34.24,2.83,34.68,8,CREDIT,Thursday
TX-20250227-031123,C001027,1,2025-02-27 09:50:00,55.50,4.57,56.06,7,CASH,Thursday
TX-20250227-031124,C002005,1,2025-02-27 09:37:00,26.01,2.31,28.32,6,CREDIT,Thursday
TX-20250227-031125,C004635,1,2025-02-27 19:27:00,10.91,0.90,10.99,4,DEBIT,Thursday
TX-20250227-031126,C004725,1,2025-02-27 14:07:00,28.25,2.20,26.95,4,DEBIT,Thursday
TX-20250227-031127,C004330,1,2025-02-27 08:24:00,29.32,2.60,31.92,6,WALLET,Thursday
TX-20250227-031128,C001528,1,2025-02-27 13:06:00,20.72,1.84,22.56,4,CREDIT,Thursday
TX-20250227-031129,C004010,1,2025-02-27 10:36:00,47.64,3.69,45.27,8,WALLET,Thursday
TX-20250227-031130,C004791,1,2025-02-27 20:54:00,54.00,4.79,58.79,8,DEBIT,Thursday
TX-20250227-031131,C000277,1,2025-02-27 09:13:00,9.87,0.88,10.75,1,CASH,Thursday
