week,WeekendVisit,days_since_last_visit,visits_last_4w,visits_last_12w,weekend_visits_12w,avg_spend_12w,avg_items_12w,week_sin,week_cos
6,0,6,1.0,3.0,1.0,19.496666666666666,3.3333333333333335,0.6631226582407952,0.7485107481711011
7,0,13,1.0,3.0,1.0,19.496666666666666,3.3333333333333335,0.7485107481711011,0.6631226582407953
8,1,6,2.0,4.0,1.0,23.525,3.75,0.8229838658936564,0.5680647467311559
9,0,2,4.0,6.0,2.0,27.383333333333336,5.166666666666667,0.8854560256532099,0.4647231720437686
10,0,9,3.0,6.0,2.0,27.383333333333336,5.166666666666667,0.9350162426854148,0.35460488704253557
11,0,16,3.0,6.0,2.0,27.383333333333336,5.166666666666667,0.970941817426052,0.23931566428755804
12,0,23,2.0,6.0,2.0,27.383333333333336,5.166666666666667,0.992708874098054,0.120536680255323
13,0,30,0.0,6.0,2.0,27.383333333333336,5.166666666666667,1.0,-1.6081226496766364e-16
14,0,37,0.0,4.0,1.0,27.7075,5.75,0.992708874098054,-0.12053668025532288
15,0,44,0.0,4.0,1.0,27.7075,5.75,0.9709418174260521,-0.2393156642875575
16,0,0,1.0,5.0,1.0,25.066,5.6,0.9350162426854148,-0.35460488704253545
17,0,0,2.0,6.0,1.0,23.493333333333336,5.166666666666667,0.8854560256532099,-0.4647231720437685
18,0,6,3.0,6.0,1.0,25.71166666666667,5.5,0.8229838658936565,-0.5680647467311557
19,0,13,3.0,6.0,1.0,25.71166666666667,5.5,0.7485107481711013,-0.663122658240795
20,0,6,3.0,6.0,1.0,29.833333333333332,5.666666666666667,0.6631226582407952,-0.7485107481711012
21,1,13,2.0,4.0,0.0,27.2,4.5,0.5680647467311558,-0.8229838658936564
22,0,4,2.0,5.0,1.0,24.508,4.2,0.46472317204376906,-0.8854560256532096
23,0,11,2.0,5.0,1.0,24.508,4.2,0.35460488704253584,-0.9350162426854147
24,1,18,1.0,5.0,1.0,24.508,4.2,0.23931566428755768,-0.970941817426052
25,0,5,2.0,6.0,2.0,29.728333333333335,4.166666666666667,0.12053668025532308,-0.992708874098054
26,1,12,1.0,6.0,2.0,29.728333333333335,4.166666666666667,-3.216245299353273e-16,-1.0
27,1,1,5.0,10.0,4.0,26.020999999999997,4.0,-0.12053668025532283,-0.992708874098054
28,0,5,7.0,11.0,5.0,29.1,4.636363636363637,-0.23931566428755743,-0.9709418174260521
29,1,12,6.0,10.0,5.0,30.447000000000003,4.8,-0.3546048870425356,-0.9350162426854148
30,0,5,7.0,10.0,6.0,31.056,4.8,-0.46472317204376806,-0.8854560256532101
31,0,2,4.0,11.0,6.0,31.565454545454546,5.090909090909091,-0.5680647467311556,-0.8229838658936565
32,0,9,2.0,10.0,6.0,28.688,5.0,-0.663122658240795,-0.7485107481711013
33,0,2,3.0,11.0,6.0,29.483636363636364,4.909090909090909,-0.7485107481711011,-0.6631226582407952
34,1,0,3.0,11.0,5.0,31.28818181818182,5.363636363636363,-0.8229838658936564,-0.5680647467311559
35,0,2,4.0,13.0,6.0,30.653846153846153,5.230769230769231,-0.8854560256532096,-0.4647231720437691
36,0,2,6.0,15.0,6.0,30.522,5.066666666666666,-0.9350162426854147,-0.3546048870425359
37,0,9,5.0,14.0,5.0,28.714285714285715,5.142857142857143,-0.970941817426052,-0.23931566428755774
38,0,16,4.0,14.0,5.0,28.714285714285715,5.142857142857143,-0.992708874098054,-0.12053668025532357
39,1,6,3.0,11.0,3.0,30.323636363636364,5.545454545454546,-1.0,-1.8369701987210297e-16
40,0,3,2.0,10.0,3.0,30.794999999999998,5.5,-0.992708874098054,0.1205366802553232
41,1,3,3.0,11.0,3.0,29.321818181818184,5.090909090909091,-0.9709418174260521,0.23931566428755738
42,0,5,4.0,11.0,3.0,32.96454545454546,5.454545454545454,-0.9350162426854148,0.35460488704253557
43,0,12,3.0,10.0,3.0,32.595,5.2,-0.8854560256532101,0.464723172043768
44,0,0,3.0,11.0,3.0,31.453636363636363,5.181818181818182,-0.822983865893657,0.5680647467311548
7,0,5,1.0,1.0,1.0,27.31,5.0,0.7485107481711011,0.6631226582407953
8,0,2,2.0,2.0,1.0,20.619999999999997,4.5,0.8229838658936564,0.5680647467311559
9,1,0,3.0,3.0,1.0,15.696666666666665,3.6666666666666665,0.8854560256532099,0.4647231720437686
10,0,4,5.0,5.0,3.0,18.114,4.2,0.9350162426854148,0.35460488704253557
11,0,0,5.0,6.0,3.0,16.935,4.0,0.970941817426052,0.23931566428755804
12,0,0,5.0,7.0,3.0,19.884285714285713,4.285714285714286,0.992708874098054,0.120536680255323
13,1,7,4.0,7.0,3.0,19.884285714285713,4.285714285714286,1.0,-1.6081226496766364e-16
14,0,4,3.0,8.0,4.0,19.13125,4.25,0.992708874098054,-0.12053668025532288
15,0,2,3.0,9.0,4.0,17.917777777777776,4.0,0.9709418174260521,-0.2393156642875575
16,0,9,2.0,9.0,4.0,17.917777777777776,4.0,0.9350162426854148,-0.35460488704253545
17,1,16,2.0,9.0,4.0,17.917777777777776,4.0,0.8854560256532099,-0.4647231720437685
18,1,4,2.0,10.0,5.0,18.901,3.9,0.8229838658936565,-0.5680647467311557
19,0,1,4.0,12.0,5.0,18.591666666666665,4.0,0.7485107481711013,-0.663122658240795
20,0,8,4.0,11.0,5.0,19.015454545454546,4.0,0.6631226582407952,-0.7485107481711012
21,0,15,4.0,10.0,5.0,20.332,4.2,0.5680647467311558,-0.8229838658936564
22,0,22,3.0,8.0,3.0,19.98,4.0,0.46472317204376906,-0.8854560256532096
23,0,29,0.0,7.0,3.0,21.25714285714286,4.142857142857143,0.35460488704253584,-0.9350162426854147
24,0,0,1.0,7.0,3.0,19.59714285714286,3.7142857142857144,0.23931566428755768,-0.970941817426052
25,0,7,1.0,7.0,3.0,19.59714285714286,3.7142857142857144,0.12053668025532308,-0.992708874098054
26,0,14,1.0,6.0,2.0,20.55333333333333,3.6666666666666665,-3.216245299353273e-16,-1.0
27,0,21,1.0,5.0,2.0,23.022,4.0,-0.12053668025532283,-0.992708874098054
28,0,28,0.0,5.0,2.0,23.022,4.0,-0.23931566428755743,-0.9709418174260521
29,1,35,0.0,5.0,2.0,23.022,4.0,-0.3546048870425356,-0.9350162426854148
30,1,1,2.0,6.0,2.0,19.231666666666666,3.8333333333333335,-0.46472317204376806,-0.8854560256532101
31,0,0,4.0,5.0,2.0,20.302,4.0,-0.5680647467311556,-0.8229838658936565
32,0,1,6.0,7.0,2.0,17.59142857142857,3.2857142857142856,-0.663122658240795,-0.7485107481711013
33,0,2,7.0,8.0,2.0,17.67625,3.25,-0.7485107481711011,-0.6631226582407952
34,0,2,6.0,9.0,2.0,24.293333333333333,3.4444444444444446,-0.8229838658936564,-0.5680647467311559
35,1,9,4.0,9.0,2.0,24.293333333333333,3.4444444444444446,-0.8854560256532096,-0.4647231720437691
36,1,5,3.0,9.0,3.0,24.96777777777778,3.7777777777777777,-0.9350162426854147,-0.3546048870425359
37,1,0,5.0,12.0,5.0,29.68166666666667,4.166666666666667,-0.970941817426052,-0.23931566428755774
38,0,3,5.0,13.0,6.0,29.25692307692308,4.384615384615385,-0.992708874098054,-0.12053668025532357
39,0,2,6.0,14.0,6.0,29.935000000000002,4.5,-1.0,-1.8369701987210297e-16
40,0,6,6.0,15.0,6.0,29.552666666666667,4.533333333333333,-0.992708874098054,0.1205366802553232
41,0,0,4.0,16.0,6.0,28.17,4.375,-0.9709418174260521,0.23931566428755738
42,0,7,3.0,14.0,5.0,30.19214285714286,4.571428571428571,-0.9350162426854148,0.35460488704253557
43,0,14,2.0,12.0,4.0,31.264166666666668,4.416666666666667,-0.8854560256532101,0.464723172043768
44,0,21,1.0,10.0,4.0,35.354,5.0,-0.822983865893657,0.5680647467311548
5,0,0,3.0,3.0,1.0,17.236666666666665,3.3333333333333335,0.5680647467311558,0.8229838658936564
6,0,7,3.0,3.0,1.0,17.236666666666665,3.3333333333333335,0.6631226582407952,0.7485107481711011
7,0,14,3.0,3.0,1.0,17.236666666666665,3.3333333333333335,0.7485107481711011,0.6631226582407953
8,0,21,3.0,3.0,1.0,17.236666666666665,3.3333333333333335,0.8229838658936564,0.5680647467311559
9,1,1,2.0,5.0,1.0,15.506,3.8,0.8854560256532099,0.4647231720437686
10,0,3,3.0,6.0,2.0,18.381666666666664,3.6666666666666665,0.9350162426854148,0.35460488704253557
11,1,2,4.0,7.0,2.0,19.419999999999998,4.142857142857143,0.970941817426052,0.23931566428755804
12,0,3,5.0,8.0,3.0,18.3825,4.0,0.992708874098054,0.120536680255323
13,1,10,3.0,8.0,3.0,18.3825,4.0,1.0,-1.6081226496766364e-16
14,0,5,3.0,9.0,4.0,21.65888888888889,4.222222222222222,0.992708874098054,-0.12053668025532288
15,1,2,3.0,10.0,4.0,20.886,4.2,0.9709418174260521,-0.2393156642875575
16,0,0,4.0,12.0,5.0,24.034166666666664,4.583333333333333,0.9350162426854148,-0.35460488704253545
17,1,0,5.0,10.0,4.0,28.322000000000003,5.1,0.8854560256532099,-0.4647231720437685
18,1,4,5.0,11.0,5.0,29.10727272727273,5.0,0.8229838658936565,-0.5680647467311557
19,0,3,5.0,12.0,6.0,27.395,4.833333333333333,0.7485107481711013,-0.663122658240795
20,1,10,3.0,12.0,6.0,27.395,4.833333333333333,0.6631226582407952,-0.7485107481711012
21,0,4,3.0,11.0,7.0,29.89363636363636,5.090909090909091,0.5680647467311558,-0.8229838658936564
22,1,11,2.0,10.0,6.0,29.607,5.3,0.46472317204376906,-0.8854560256532096
23,1,4,2.0,10.0,7.0,30.426,5.2,0.35460488704253584,-0.9350162426854147
24,0,5,3.0,10.0,7.0,32.055,5.4,0.23931566428755768,-0.970941817426052
25,1,12,2.0,10.0,7.0,32.055,5.4,0.12053668025532308,-0.992708874098054
26,1,4,3.0,10.0,7.0,31.905,5.5,-3.216245299353273e-16,-1.0
27,1,5,3.0,10.0,8.0,35.388,5.8,-0.12053668025532283,-0.992708874098054
28,0,0,4.0,10.0,8.0,31.547000000000004,5.0,-0.23931566428755743,-0.9709418174260521
29,0,0,7.0,12.0,8.0,26.396666666666665,4.5,-0.3546048870425356,-0.9350162426854148
30,0,1,7.0,12.0,7.0,25.675,4.5,-0.46472317204376806,-0.8854560256532101
31,1,8,6.0,11.0,6.0,27.230909090909094,4.636363636363637,-0.5680647467311556,-0.8229838658936565
32,0,4,6.0,13.0,8.0,27.48076923076923,4.769230769230769,-0.663122658240795,-0.7485107481711013
33,1,11,3.0,12.0,7.0,27.611666666666668,4.583333333333333,-0.7485107481711011,-0.6631226582407952
34,0,3,3.0,13.0,8.0,27.974615384615387,4.6923076923076925,-0.8229838658936564,-0.5680647467311559
35,0,10,3.0,12.0,7.0,27.485833333333332,4.583333333333333,-0.8854560256532096,-0.4647231720437691
36,0,17,1.0,11.0,6.0,27.492727272727276,4.545454545454546,-0.9350162426854147,-0.3546048870425359
37,1,24,1.0,11.0,6.0,27.492727272727276,4.545454545454546,-0.970941817426052,-0.23931566428755774
38,0,4,1.0,11.0,6.0,24.36909090909091,4.2727272727272725,-0.992708874098054,-0.12053668025532357
39,0,2,2.0,11.0,5.0,22.688181818181818,4.181818181818182,-1.0,-1.8369701987210297e-16
40,1,6,3.0,10.0,4.0,27.365999999999996,4.9,-0.992708874098054,0.1205366802553232
41,0,1,6.0,10.0,6.0,30.331,5.3,-0.9709418174260521,0.23931566428755738
42,0,8,5.0,9.0,6.0,30.556666666666665,5.444444444444445,-0.9350162426854148,0.35460488704253557
43,0,0,5.0,10.0,6.0,30.975,5.3,-0.8854560256532101,0.464723172043768
44,1,7,4.0,8.0,4.0,31.505,5.25,-0.822983865893657,0.5680647467311548
2,0,3,2.0,2.0,2.0,39.065,5.5,0.23931566428755774,0.970941817426052
3,0,10,2.0,2.0,2.0,39.065,5.5,0.3546048870425356,0.9350162426854148
4,0,17,2.0,2.0,2.0,39.065,5.5,0.4647231720437685,0.8854560256532099
5,1,24,2.0,2.0,2.0,39.065,5.5,0.5680647467311558,0.8229838658936564
6,0,2,2.0,4.0,3.0,24.765,4.25,0.6631226582407952,0.7485107481711011
7,0,2,3.0,5.0,3.0,22.556,3.8,0.7485107481711011,0.6631226582407953
8,1,6,4.0,6.0,3.0,26.92833333333333,4.0,0.8229838658936564,0.5680647467311559
9,0,2,6.0,8.0,4.0,26.07375,4.375,0.8854560256532099,0.4647231720437686
10,0,9,4.0,8.0,4.0,26.07375,4.375,0.9350162426854148,0.35460488704253557
11,0,16,3.0,8.0,4.0,26.07375,4.375,0.970941817426052,0.23931566428755804
12,0,0,3.0,9.0,4.0,25.567777777777778,4.444444444444445,0.992708874098054,0.120536680255323
13,0,6,2.0,10.0,4.0,26.139999999999997,4.6,1.0,-1.6081226496766364e-16
14,0,1,4.0,10.0,2.0,26.127,4.4,0.992708874098054,-0.12053668025532288
15,0,8,4.0,10.0,2.0,26.127,4.4,0.9709418174260521,-0.2393156642875575
16,1,1,4.0,11.0,2.0,25.179090909090906,4.363636363636363,0.9350162426854148,-0.35460488704253545
17,0,5,4.0,12.0,3.0,25.84,4.666666666666667,0.8854560256532099,-0.4647231720437685
18,0,12,2.0,10.0,2.0,28.915,5.0,0.8229838658936565,-0.5680647467311557
19,0,19,2.0,9.0,2.0,30.603333333333335,5.333333333333333,0.7485107481711013,-0.663122658240795
20,0,26,1.0,8.0,2.0,28.33,5.375,0.6631226582407952,-0.7485107481711012
21,1,33,0.0,6.0,1.0,29.936666666666667,5.333333333333333,0.5680647467311558,-0.8229838658936564
22,1,3,4.0,10.0,3.0,29.784,5.6,0.46472317204376906,-0.8854560256532096
23,0,3,7.0,13.0,6.0,27.91076923076923,5.153846153846154,0.35460488704253584,-0.9350162426854147
24,0,10,7.0,12.0,6.0,28.44333333333333,5.166666666666667,0.23931566428755768,-0.970941817426052
25,0,17,7.0,11.0,6.0,28.184545454545454,5.090909090909091,0.12053668025532308,-0.992708874098054
26,1,24,3.0,9.0,6.0,25.781111111111112,5.222222222222222,-3.216245299353273e-16,-1.0
27,0,4,1.0,10.0,7.0,26.118000000000002,5.0,-0.12053668025532283,-0.992708874098054
28,0,2,2.0,10.0,7.0,26.192,5.0,-0.23931566428755743,-0.9709418174260521
29,1,9,2.0,9.0,6.0,25.423333333333332,4.666666666666667,-0.3546048870425356,-0.9350162426854148
30,0,3,3.0,10.0,7.0,27.607,5.1,-0.46472317204376806,-0.8854560256532101
31,0,0,3.0,11.0,7.0,27.89818181818182,5.090909090909091,-0.5680647467311556,-0.8229838658936565
32,0,7,2.0,11.0,7.0,27.89818181818182,5.090909090909091,-0.663122658240795,-0.7485107481711013
33,1,6,3.0,12.0,7.0,27.823333333333334,5.25,-0.7485107481711011,-0.6631226582407952
34,0,1,4.0,10.0,6.0,25.714,4.9,-0.8229838658936564,-0.5680647467311559
35,0,0,4.0,8.0,3.0,25.11875,5.125,-0.8854560256532096,-0.4647231720437691
36,1,7,4.0,8.0,3.0,25.11875,5.125,-0.9350162426854147,-0.3546048870425359
37,0,1,5.0,10.0,4.0,27.622999999999998,5.1,-0.970941817426052,-0.23931566428755774
38,1,8,3.0,10.0,4.0,27.622999999999998,5.1,-0.992708874098054,-0.12053668025532357
39,0,3,3.0,10.0,4.0,26.932,5.4,-1.0,-1.8369701987210297e-16
40,1,10,3.0,9.0,4.0,28.09777777777778,5.555555555555555,-0.992708874098054,0.1205366802553232
41,0,5,3.0,11.0,6.0,27.769090909090906,5.7272727272727275,-0.9709418174260521,0.23931566428755738
42,1,12,3.0,10.0,5.0,25.82,5.4,-0.9350162426854148,0.35460488704253557
43,0,5,3.0,10.0,6.0,27.331,5.6,-0.8854560256532101,0.464723172043768
44,0,12,3.0,10.0,6.0,27.331,5.6,-0.822983865893657,0.5680647467311548
2,1,0,1.0,1.0,0.0,15.01,3.0,0.23931566428755774,0.970941817426052
3,0,3,2.0,2.0,1.0,19.31,4.5,0.3546048870425356,0.9350162426854148
4,0,0,3.0,3.0,1.0,20.2,5.333333333333333,0.4647231720437685,0.8854560256532099
5,0,1,4.0,4.0,1.0,17.895,4.75,0.5680647467311558,0.8229838658936564
6,0,0,5.0,6.0,1.0,17.473333333333333,4.666666666666667,0.6631226582407952,0.7485107481711011
7,0,1,5.0,7.0,1.0,16.327142857142857,4.428571428571429,0.7485107481711011,0.6631226582407953
8,1,8,4.0,7.0,1.0,16.327142857142857,4.428571428571429,0.8229838658936564,0.5680647467311559
9,1,4,4.0,8.0,2.0,14.61375,4.0,0.8854560256532099,0.4647231720437686
10,0,2,4.0,10.0,3.0,19.009999999999998,4.5,0.9350162426854148,0.35460488704253557
11,0,9,3.0,10.0,3.0,19.009999999999998,4.5,0.970941817426052,0.23931566428755804
12,0,2,5.0,12.0,3.0,18.583333333333332,4.25,0.992708874098054,0.120536680255323
13,0,9,4.0,12.0,3.0,18.583333333333332,4.25,1.0,-1.6081226496766364e-16
14,0,1,3.0,12.0,3.0,18.913333333333334,4.333333333333333,0.992708874098054,-0.12053668025532288
15,0,6,4.0,12.0,2.0,17.86,4.0,0.9709418174260521,-0.2393156642875575
16,0,13,2.0,11.0,2.0,17.485454545454544,3.727272727272727,0.9350162426854148,-0.35460488704253545
17,1,20,2.0,10.0,2.0,18.136000000000003,3.8,0.8854560256532099,-0.4647231720437685
18,0,0,4.0,11.0,3.0,17.60727272727273,3.909090909090909,0.8229838658936565,-0.5680647467311557
19,0,7,3.0,10.0,3.0,18.423,4.0,0.7485107481711013,-0.663122658240795
20,1,14,3.0,10.0,3.0,18.423,4.0,0.6631226582407952,-0.7485107481711012
21,1,4,4.0,10.0,3.0,19.884999999999998,4.4,0.5680647467311558,-0.8229838658936564
22,0,4,2.0,9.0,3.0,15.326666666666666,3.888888888888889,0.46472317204376906,-0.8854560256532096
23,0,1,3.0,10.0,3.0,14.62,3.8,0.35460488704253584,-0.9350162426854147
24,0,8,3.0,8.0,3.0,14.1625,4.0,0.23931566428755768,-0.970941817426052
25,1,15,2.0,8.0,3.0,14.1625,4.0,0.12053668025532308,-0.992708874098054
26,0,1,4.0,10.0,5.0,16.0,4.1,-3.216245299353273e-16,-1.0
27,1,6,4.0,10.0,5.0,17.167,4.5,-0.12053668025532283,-0.992708874098054
28,0,4,5.0,11.0,6.0,17.99,4.545454545454546,-0.23931566428755743,-0.9709418174260521
29,0,11,5.0,11.0,6.0,17.99,4.545454545454546,-0.3546048870425356,-0.9350162426854148
30,1,18,2.0,8.0,5.0,19.03875,4.5,-0.46472317204376806,-0.8854560256532101
31,0,3,2.0,9.0,6.0,20.128888888888888,4.666666666666667,-0.5680647467311556,-0.8229838658936565
32,1,10,1.0,9.0,6.0,20.128888888888888,4.666666666666667,-0.663122658240795,-0.7485107481711013
33,0,3,2.0,9.0,6.0,21.087777777777777,4.888888888888889,-0.7485107481711011,-0.6631226582407952
34,0,10,2.0,8.0,5.0,22.18875,5.0,-0.8229838658936564,-0.5680647467311559
35,1,17,1.0,7.0,5.0,24.178571428571427,5.285714285714286,-0.8854560256532096,-0.4647231720437691
36,0,3,2.0,8.0,6.0,26.99125,5.375,-0.9350162426854147,-0.3546048870425359
37,1,10,1.0,8.0,6.0,26.99125,5.375,-0.970941817426052,-0.23931566428755774
38,1,0,3.0,7.0,5.0,27.00714285714286,5.142857142857143,-0.992708874098054,-0.12053668025532357
39,0,5,4.0,7.0,6.0,27.638571428571428,5.0,-1.0,-1.8369701987210297e-16
40,0,12,3.0,6.0,5.0,27.875,5.0,-0.992708874098054,0.1205366802553232
41,1,19,3.0,6.0,5.0,27.875,5.0,-0.9709418174260521,0.23931566428755738
42,0,1,4.0,9.0,6.0,26.896666666666665,5.222222222222222,-0.9350162426854148,0.35460488704253557
43,1,8,3.0,8.0,5.0,26.6525,5.125,-0.8854560256532101,0.464723172043768
44,0,1,5.0,10.0,6.0,24.827,4.7,-0.822983865893657,0.5680647467311548
3,1,5,1.0,1.0,1.0,42.29,7.0,0.3546048870425356,0.9350162426854148
4,0,4,3.0,3.0,3.0,31.23333333333333,6.333333333333333,0.4647231720437685,0.8854560256532099
5,0,11,3.0,3.0,3.0,31.23333333333333,6.333333333333333,0.5680647467311558,0.8229838658936564
6,1,1,5.0,5.0,3.0,28.898000000000003,5.4,0.6631226582407952,0.7485107481711011
7,0,3,6.0,7.0,4.0,31.092857142857145,5.285714285714286,0.7485107481711011,0.6631226582407953
8,0,2,5.0,8.0,4.0,28.53,5.125,0.8229838658936564,0.5680647467311559
9,0,0,6.0,9.0,4.0,26.653333333333332,4.888888888888889,0.8854560256532099,0.4647231720437686
10,0,7,4.0,9.0,4.0,26.653333333333332,4.888888888888889,0.9350162426854148,0.35460488704253557
11,0,0,3.0,10.0,4.0,29.965999999999998,5.1,0.970941817426052,0.23931566428755804
12,0,7,2.0,10.0,4.0,29.965999999999998,5.1,0.992708874098054,0.120536680255323
13,0,0,2.0,11.0,4.0,28.31,4.909090909090909,1.0,-1.6081226496766364e-16
14,0,7,2.0,11.0,4.0,28.31,4.909090909090909,0.992708874098054,-0.12053668025532288
15,0,14,1.0,10.0,3.0,26.912,4.7,0.9709418174260521,-0.2393156642875575
16,0,21,1.0,8.0,1.0,27.21375,4.375,0.9350162426854148,-0.35460488704253545
17,0,1,1.0,9.0,1.0,26.353333333333335,4.222222222222222,0.8854560256532099,-0.4647231720437685
18,0,8,1.0,7.0,1.0,26.627142857142854,4.285714285714286,0.8229838658936565,-0.5680647467311557
19,0,6,2.0,6.0,0.0,21.536666666666665,3.6666666666666665,0.7485107481711013,-0.663122658240795
20,0,13,2.0,5.0,0.0,23.726,3.6,0.6631226582407952,-0.7485107481711012
21,0,20,1.0,4.0,0.0,26.7475,3.75,0.5680647467311558,-0.8229838658936564
22,0,27,1.0,4.0,0.0,26.7475,3.75,0.46472317204376906,-0.8854560256532096
23,0,34,0.0,3.0,0.0,15.736666666666666,2.6666666666666665,0.35460488704253584,-0.9350162426854147
24,0,2,1.0,4.0,0.0,23.0225,3.5,0.23931566428755768,-0.970941817426052
25,0,6,2.0,4.0,0.0,24.005,4.5,0.12053668025532308,-0.992708874098054
26,0,13,2.0,4.0,0.0,24.005,4.5,-3.216245299353273e-16,-1.0
27,0,20,2.0,4.0,0.0,24.005,4.5,-0.12053668025532283,-0.992708874098054
28,1,0,2.0,5.0,0.0,28.883999999999997,4.8,-0.23931566428755743,-0.9709418174260521
29,0,5,2.0,5.0,1.0,41.564,6.8,-0.3546048870425356,-0.9350162426854148
30,0,6,3.0,6.0,1.0,35.678333333333335,6.0,-0.46472317204376806,-0.8854560256532101
31,1,6,4.0,6.0,1.0,39.163333333333334,6.666666666666667,-0.5680647467311556,-0.8229838658936565
32,1,3,5.0,8.0,3.0,35.61625,6.375,-0.663122658240795,-0.7485107481711013
33,1,3,5.0,9.0,4.0,36.09777777777778,6.111111111111111,-0.7485107481711011,-0.6631226582407952
34,1,1,6.0,11.0,5.0,33.67545454545455,5.7272727272727275,-0.8229838658936564,-0.5680647467311559
35,0,1,7.0,13.0,6.0,33.113076923076925,5.615384615384615,-0.8854560256532096,-0.4647231720437691
36,1,0,6.0,13.0,6.0,29.885384615384616,5.230769230769231,-0.9350162426854147,-0.3546048870425359
37,1,3,6.0,13.0,7.0,30.671538461538464,5.153846153846154,-0.970941817426052,-0.23931566428755774
38,1,5,5.0,14.0,8.0,31.794285714285714,5.357142857142857,-0.992708874098054,-0.12053668025532357
39,1,5,5.0,16.0,9.0,30.631875,5.25,-1.0,-1.8369701987210297e-16
40,1,4,5.0,16.0,10.0,28.75125,5.25,-0.992708874098054,0.1205366802553232
41,0,0,7.0,18.0,10.0,26.355,4.722222222222222,-0.9709418174260521,0.23931566428755738
42,0,0,7.0,18.0,10.0,27.36,4.888888888888889,-0.9350162426854148,0.35460488704253557
43,0,0,6.0,18.0,10.0,26.91111111111111,5.0,-0.8854560256532101,0.464723172043768
44,0,0,6.0,17.0,8.0,26.24529411764706,4.823529411764706,-0.822983865893657,0.5680647467311548
2,0,1,1.0,1.0,0.0,17.84,3.0,0.23931566428755774,0.970941817426052
3,1,2,2.0,2.0,0.0,19.854999999999997,3.5,0.3546048870425356,0.9350162426854148
4,0,5,4.0,4.0,2.0,24.1475,5.0,0.4647231720437685,0.8854560256532099
5,0,2,5.0,5.0,2.0,21.96,4.4,0.5680647467311558,0.8229838658936564
6,0,9,4.0,5.0,2.0,21.96,4.4,0.6631226582407952,0.7485107481711011
7,0,2,4.0,6.0,2.0,22.836666666666662,4.333333333333333,0.7485107481711011,0.6631226582407953
8,1,9,2.0,6.0,2.0,22.836666666666662,4.333333333333333,0.8229838658936564,0.5680647467311559
9,1,5,3.0,8.0,3.0,25.82625,4.75,0.8854560256532099,0.4647231720437686
10,0,2,5.0,10.0,4.0,29.79,4.7,0.9350162426854148,0.35460488704253557
11,0,9,4.0,10.0,4.0,29.79,4.7,0.970941817426052,0.23931566428755804
12,1,2,5.0,11.0,4.0,27.721818181818183,4.454545454545454,0.992708874098054,0.120536680255323
13,1,5,4.0,12.0,5.0,28.221666666666668,4.583333333333333,1.0,-1.6081226496766364e-16
14,1,4,3.0,12.0,6.0,27.6725,4.5,0.992708874098054,-0.12053668025532288
15,0,4,5.0,13.0,7.0,27.806923076923077,4.615384615384615,0.9709418174260521,-0.2393156642875575
16,1,11,4.0,11.0,5.0,27.69181818181818,4.2727272727272725,0.9350162426854148,-0.35460488704253545
17,0,5,4.0,11.0,6.0,28.177272727272726,4.636363636363637,0.8854560256532099,-0.4647231720437685
18,1,12,3.0,11.0,6.0,28.177272727272726,4.636363636363637,0.8229838658936565,-0.5680647467311557
19,1,3,2.0,11.0,7.0,27.279090909090908,4.545454545454546,0.7485107481711013,-0.663122658240795
20,0,1,4.0,13.0,8.0,25.87,4.6923076923076925,0.6631226582407952,-0.7485107481711012
21,1,8,3.0,11.0,7.0,24.247272727272726,4.454545454545454,0.5680647467311558,-0.8229838658936564
22,0,4,4.0,10.0,7.0,18.699,4.2,0.46472317204376906,-0.8854560256532096
23,0,11,3.0,10.0,7.0,18.699,4.2,0.35460488704253584,-0.9350162426854147
24,0,18,1.0,9.0,7.0,19.994444444444444,4.444444444444445,0.23931566428755768,-0.970941817426052
25,0,0,3.0,10.0,6.0,21.032999999999998,4.3,0.12053668025532308,-0.992708874098054
26,1,6,3.0,10.0,5.0,22.571,4.4,-3.216245299353273e-16,-1.0
27,1,1,6.0,11.0,5.0,23.19909090909091,4.636363636363637,-0.12053668025532283,-0.992708874098054
28,1,3,8.0,13.0,6.0,22.280769230769234,4.384615384615385,-0.23931566428755743,-0.9709418174260521
29,0,0,10.0,16.0,6.0,21.684375,4.0625,-0.3546048870425356,-0.9350162426854148
30,0,7,9.0,16.0,6.0,21.684375,4.0625,-0.46472317204376806,-0.8854560256532101
31,1,1,8.0,17.0,5.0,22.394117647058824,4.176470588235294,-0.5680647467311556,-0.8229838658936565
32,1,4,8.0,17.0,6.0,22.79235294117647,4.176470588235294,-0.663122658240795,-0.7485107481711013
33,0,5,5.0,18.0,7.0,23.413888888888888,4.444444444444445,-0.7485107481711011,-0.6631226582407952
34,0,12,5.0,17.0,6.0,24.111176470588234,4.588235294117647,-0.8229838658936564,-0.5680647467311559
35,1,19,3.0,17.0,6.0,24.111176470588234,4.588235294117647,-0.8854560256532096,-0.4647231720437691
36,0,0,3.0,19.0,7.0,24.28263157894737,4.526315789473684,-0.9350162426854147,-0.3546048870425359
37,0,6,3.0,18.0,7.0,23.255000000000003,4.555555555555555,-0.970941817426052,-0.23931566428755774
38,1,13,3.0,17.0,7.0,23.056470588235292,4.647058823529412,-0.992708874098054,-0.12053668025532357
39,1,4,5.0,16.0,8.0,22.924375,4.5625,-1.0,-1.8369701987210297e-16
40,1,0,5.0,16.0,8.0,22.6975,4.6875,-0.992708874098054,0.1205366802553232
