transaction_id,line_no,promotion_id,mechanic,savings
TX-20250322-043699,3,PR-2025-03-16-071,COUPON,0.39
TX-20250322-043700,2,PR-2025-03-16-069,COUPON,0.56
TX-20250322-043703,1,PR-2025-03-16-068,MANAGER_SPECIAL,4.51
TX-20250322-043704,1,PR-2025-03-16-070,MANAGER_SPECIAL,1.80
TX-20250322-043704,2,PR-2025-03-16-069,COUPON,0.63
TX-20250322-043705,3,PR-2025-03-16-071,COUPON,0.31
TX-20250322-043706,1,PR-2025-03-16-072,COUPON,5.71
TX-20250322-043706,2,PR-2025-03-16-069,COUPON,0.60
TX-20250322-043706,3,PR-2025-03-16-067,COUPON,1.71
TX-20250322-043706,5,PR-2025-03-16-070,MANAGER_SPECIAL,1.50
TX-20250322-043706,6,PR-2025-03-16-072,COUPON,1.37
TX-20250322-043707,1,PR-2025-03-16-072,COUPON,1.42
TX-20250322-043707,3,PR-2025-03-16-069,COUPON,1.51
TX-20250322-043708,1,PR-2025-03-16-071,COUPON,0.35
TX-20250322-043709,3,PR-2025-03-16-068,MANAGER_SPECIAL,7.03
TX-20250322-043710,2,PR-2025-03-16-069,COUPON,2.97
TX-20250322-043711,1,PR-2025-03-16-067,COUPON,2.02
TX-20250322-043713,2,PR-2025-03-16-070,MANAGER_SPECIAL,1.99
TX-20250322-043713,3,PR-2025-03-16-069,COUPON,0.73
TX-20250322-043713,4,PR-2025-03-16-072,COUPON,1.57
TX-20250322-043714,2,PR-2025-03-16-068,MANAGER_SPECIAL,8.71
TX-20250322-043715,4,PR-2025-03-16-067,COUPON,2.07
TX-20250322-043715,5,PR-2025-03-16-069,COUPON,1.48
TX-20250322-043717,1,PR-2025-03-16-071,COUPON,0.30
TX-20250322-043718,1,PR-2025-03-16-069,COUPON,0.77
TX-20250322-043719,3,PR-2025-03-16-071,COUPON,1.16
TX-20250322-043719,4,PR-2025-03-16-071,COUPON,0.70
TX-20250322-043720,3,PR-2025-03-16-071,COUPON,0.82
TX-20250322-043721,2,PR-2025-03-16-072,COUPON,3.04
TX-20250322-043721,5,PR-2025-03-16-071,COUPON,0.91
TX-20250322-043723,3,PR-2025-03-16-068,MANAGER_SPECIAL,2.77
TX-20250322-043726,1,PR-2025-03-16-072,COUPON,5.44
TX-20250322-043726,4,PR-2025-03-16-069,COUPON,1.48
TX-20250322-043727,4,PR-2025-03-16-071,COUPON,0.72
TX-20250322-043728,1,PR-2025-03-16-070,MANAGER_SPECIAL,0.75
TX-20250322-043728,3,PR-2025-03-16-068,MANAGER_SPECIAL,2.98
TX-20250322-043729,1,PR-2025-03-16-071,COUPON,0.38
TX-20250322-043730,1,PR-2025-03-16-068,MANAGER_SPECIAL,2.75
TX-20250322-043730,3,PR-2025-03-16-072,COUPON,3.80
TX-20250322-043730,4,PR-2025-03-16-069,COUPON,2.55
TX-20250322-043731,2,PR-2025-03-16-068,MANAGER_SPECIAL,4.30
TX-20250322-043734,2,PR-2025-03-16-071,COUPON,0.41
TX-20250322-043736,4,PR-2025-03-16-072,COUPON,4.71
TX-20250322-043737,2,PR-2025-03-16-069,COUPON,3.23
TX-20250322-043738,1,PR-2025-03-16-072,COUPON,4.54
TX-20250322-043738,3,PR-2025-03-16-069,COUPON,1.63
TX-20250322-043738,5,PR-2025-03-16-071,COUPON,0.24
TX-20250322-043739,1,PR-2025-03-16-071,COUPON,1.14
TX-20250322-043739,2,PR-2025-03-16-071,COUPON,0.87
TX-20250322-043740,3,PR-2025-03-16-069,COUPON,0.73
TX-20250322-043741,1,PR-2025-03-16-069,COUPON,0.74
TX-20250322-043742,3,PR-2025-03-16-071,COUPON,1.48
TX-20250322-043743,2,PR-2025-03-16-071,COUPON,0.83
TX-20250322-043746,2,PR-2025-03-16-071,COUPON,0.52
TX-20250322-043746,3,PR-2025-03-16-067,COUPON,2.20
TX-20250322-043748,3,PR-2025-03-16-067,COUPON,1.60
TX-20250322-043748,4,PR-2025-03-16-072,COUPON,2.99
TX-20250322-043749,1,PR-2025-03-16-072,COUPON,4.53
TX-20250322-043749,2,PR-2025-03-16-069,COUPON,0.63
TX-20250322-043749,5,PR-2025-03-16-071,COUPON,0.51
TX-20250322-043750,1,PR-2025-03-16-069,COUPON,0.66
TX-20250322-043751,1,PR-2025-03-16-071,COUPON,0.52
TX-20250322-043751,4,PR-2025-03-16-068,MANAGER_SPECIAL,2.23
TX-20250322-043753,2,PR-2025-03-16-067,COUPON,2.38
TX-20250322-043754,2,PR-2025-03-16-069,COUPON,2.26
TX-20250322-043754,3,PR-2025-03-16-071,COUPON,0.55
TX-20250322-043755,1,PR-2025-03-16-067,COUPON,3.53
TX-20250322-043758,1,PR-2025-03-16-068,MANAGER_SPECIAL,14.86
TX-20250322-043759,1,PR-2025-03-16-070,MANAGER_SPECIAL,1.99
TX-20250322-043759,2,PR-2025-03-16-072,COUPON,3.22
TX-20250322-043760,1,PR-2025-03-16-067,COUPON,1.72
TX-20250322-043761,2,PR-2025-03-16-072,COUPON,1.80
TX-20250322-043761,3,PR-2025-03-16-067,COUPON,1.59
TX-20250322-043761,4,PR-2025-03-16-067,COUPON,4.30
TX-20250322-043762,1,PR-2025-03-16-067,COUPON,1.80
TX-20250322-043763,1,PR-2025-03-16-070,MANAGER_SPECIAL,1.02
TX-20250322-043763,3,PR-2025-03-16-067,COUPON,4.28
TX-20250322-043764,2,PR-2025-03-16-071,COUPON,0.99
TX-20250322-043765,2,PR-2025-03-16-072,COUPON,1.90
TX-20250322-043765,3,PR-2025-03-16-067,COUPON,1.16
TX-20250322-043766,2,PR-2025-03-16-071,COUPON,0.68
TX-20250322-043766,3,PR-2025-03-16-067,COUPON,3.07
TX-20250322-043766,4,PR-2025-03-16-072,COUPON,4.04
TX-20250322-043768,3,PR-2025-03-16-072,COUPON,3.40
TX-20250322-043769,2,PR-2025-03-16-069,COUPON,2.62
TX-20250322-043770,2,PR-2025-03-16-072,COUPON,4.84
TX-20250322-043771,2,PR-2025-03-16-067,COUPON,4.77
TX-20250322-043771,6,PR-2025-03-16-068,MANAGER_SPECIAL,2.06
TX-20250322-043772,2,PR-2025-03-16-069,COUPON,0.79
TX-20250322-043773,1,PR-2025-03-16-068,MANAGER_SPECIAL,5.27
TX-20250322-043773,2,PR-2025-03-16-068,MANAGER_SPECIAL,2.43
TX-20250322-043773,3,PR-2025-03-16-067,COUPON,4.64
TX-20250322-043775,1,PR-2025-03-16-069,COUPON,0.91
TX-20250322-043775,2,PR-2025-03-16-070,MANAGER_SPECIAL,1.80
TX-20250322-043775,4,PR-2025-03-16-068,MANAGER_SPECIAL,8.13
TX-20250322-043776,2,PR-2025-03-16-072,COUPON,1.79
TX-20250322-043777,2,PR-2025-03-16-072,COUPON,3.27
TX-20250322-043777,3,PR-2025-03-16-067,COUPON,2.62
TX-20250322-043777,4,PR-2025-03-16-071,COUPON,0.71
TX-20250322-043778,2,PR-2025-03-16-068,MANAGER_SPECIAL,2.72
TX-20250322-043778,3,PR-2025-03-16-067,COUPON,1.70
TX-20250322-043779,3,PR-2025-03-16-067,COUPON,1.59
TX-20250322-043780,1,PR-2025-03-16-068,MANAGER_SPECIAL,8.71
TX-20250322-043780,2,PR-2025-03-16-069,COUPON,0.88
TX-20250322-043780,3,PR-2025-03-16-069,COUPON,1.25
TX-20250322-043781,2,PR-2025-03-16-072,COUPON,3.05
TX-20250322-043781,3,PR-2025-03-16-069,COUPON,0.85
TX-20250322-043781,4,PR-2025-03-16-068,MANAGER_SPECIAL,2.76
TX-20250322-043784,4,PR-2025-03-16-068,MANAGER_SPECIAL,2.42
TX-20250322-043785,2,PR-2025-03-16-069,COUPON,0.48
TX-20250322-043786,3,PR-2025-03-16-068,MANAGER_SPECIAL,2.53
TX-20250322-043788,1,PR-2025-03-16-070,MANAGER_SPECIAL,1.55
TX-20250322-043788,3,PR-2025-03-16-072,COUPON,1.91
TX-20250322-043789,3,PR-2025-03-16-067,COUPON,2.98
TX-20250322-043790,3,PR-2025-03-16-072,COUPON,4.81
TX-20250322-043791,1,PR-2025-03-16-069,COUPON,2.03
TX-20250322-043791,4,PR-2025-03-16-072,COUPON,3.14
TX-20250322-043792,1,PR-2025-03-16-072,COUPON,1.52
TX-20250322-043792,2,PR-2025-03-16-067,COUPON,4.66
TX-20250322-043793,1,PR-2025-03-16-069,COUPON,0.72
TX-20250322-043793,2,PR-2025-03-16-068,MANAGER_SPECIAL,3.79
TX-20250322-043793,4,PR-2025-03-16-067,COUPON,6.97
TX-20250322-043794,1,PR-2025-03-16-067,COUPON,3.08
TX-20250322-043795,2,PR-2025-03-16-069,COUPON,0.85
TX-20250322-043798,1,PR-2025-03-16-072,COUPON,2.13
TX-20250322-043799,5,PR-2025-03-16-069,COUPON,0.68
TX-20250322-043802,1,PR-2025-03-16-069,COUPON,0.88
TX-20250322-043803,1,PR-2025-03-16-069,COUPON,0.55
TX-20250322-043803,3,PR-2025-03-16-072,COUPON,5.71
TX-20250322-043804,1,PR-2025-03-16-069,COUPON,0.58
TX-20250322-043807,3,PR-2025-03-16-069,COUPON,0.85
TX-20250322-043809,1,PR-2025-03-16-070,MANAGER_SPECIAL,2.68
TX-20250322-043811,2,PR-2025-03-16-072,COUPON,1.46
TX-20250322-043812,3,PR-2025-03-16-070,MANAGER_SPECIAL,0.75
TX-20250322-043822,1,PR-2025-03-16-070,MANAGER_SPECIAL,1.50
TX-20250322-043822,4,PR-2025-03-16-072,COUPON,4.25
TX-20250322-043825,1,PR-2025-03-16-069,COUPON,1.76
TX-20250322-043825,4,PR-2025-03-16-069,COUPON,3.08
TX-20250322-043826,2,PR-2025-03-16-072,COUPON,1.60
TX-20250322-043826,3,PR-2025-03-16-072,COUPON,3.65
TX-20250322-043828,3,PR-2025-03-16-072,COUPON,1.50
TX-20250322-043830,2,PR-2025-03-16-069,COUPON,0.79
TX-20250322-043831,1,PR-2025-03-16-072,COUPON,1.60
TX-20250322-043836,3,PR-2025-03-16-072,COUPON,3.18
TX-20250322-043844,3,PR-2025-03-16-072,COUPON,8.00
TX-20250322-043845,1,PR-2025-03-16-070,MANAGER_SPECIAL,2.04
TX-20250322-043850,3,PR-2025-03-16-069,COUPON,1.88
TX-20250322-043852,2,PR-2025-03-16-072,COUPON,3.27
TX-20250322-043855,4,PR-2025-03-16-069,COUPON,2.42
TX-20250322-043858,5,PR-2025-03-16-069,COUPON,0.57
TX-20250322-043859,1,PR-2025-03-16-072,COUPON,1.56
TX-20250322-043861,3,PR-2025-03-16-072,COUPON,1.23
TX-20250322-043861,4,PR-2025-03-16-069,COUPON,0.81
TX-20250322-043862,5,PR-2025-03-16-069,COUPON,0.80
TX-20250322-043863,3,PR-2025-03-16-069,COUPON,0.91
TX-20250322-043864,3,PR-2025-03-16-070,MANAGER_SPECIAL,3.11
TX-20250322-043864,4,PR-2025-03-16-072,COUPON,1.58
TX-20250322-043870,4,PR-2025-03-16-072,COUPON,4.57
TX-20250322-043871,2,PR-2025-03-16-069,COUPON,0.66
TX-20250322-043873,3,PR-2025-03-16-070,MANAGER_SPECIAL,1.97
TX-20250322-043875,3,PR-2025-03-16-072,COUPON,2.63
TX-20250322-043879,3,PR-2025-03-16-069,COUPON,1.65
TX-20250322-043879,5,PR-2025-03-16-069,COUPON,0.85
TX-20250322-043884,1,PR-2025-03-16-069,COUPON,0.80
TX-20250322-043884,2,PR-2025-03-16-072,COUPON,1.74
TX-20250322-043890,4,PR-2025-03-16-069,COUPON,0.79
TX-20250322-043894,1,PR-2025-03-16-070,MANAGER_SPECIAL,0.98
TX-20250322-043896,3,PR-2025-03-16-069,COUPON,1.88
TX-20250322-043897,1,PR-2025-03-16-072,COUPON,3.05
TX-20250322-043898,3,PR-2025-03-16-072,COUPON,5.27
TX-20250322-043901,5,PR-2025-03-16-072,COUPON,1.50
TX-20250322-043903,2,PR-2025-03-16-069,COUPON,1.24
TX-20250322-043903,3,PR-2025-03-16-069,COUPON,0.70
TX-20250322-043906,1,PR-2025-03-16-069,COUPON,0.84
TX-20250322-043906,5,PR-2025-03-16-069,COUPON,0.81
TX-20250322-043908,2,PR-2025-03-16-069,COUPON,1.31
TX-20250322-043908,3,PR-2025-03-16-069,COUPON,0.71
TX-20250322-043913,4,PR-2025-03-16-072,COUPON,2.93
TX-20250322-043914,1,PR-2025-03-16-069,COUPON,0.72
TX-20250322-043914,3,PR-2025-03-16-072,COUPON,1.76
TX-20250322-043916,5,PR-2025-03-16-072,COUPON,1.59
TX-20250322-043919,1,PR-2025-03-16-069,COUPON,0.60
TX-20250322-043920,2,PR-2025-03-16-072,COUPON,3.14
TX-20250322-043921,3,PR-2025-03-16-069,COUPON,0.51
TX-20250322-043923,1,PR-2025-03-16-070,MANAGER_SPECIAL,0.62
TX-20250322-043925,1,PR-2025-03-16-072,COUPON,3.12
TX-20250322-043931,2,PR-2025-03-16-072,COUPON,3.21
TX-20250322-043935,2,PR-2025-03-16-072,COUPON,1.58
TX-20250322-043936,3,PR-2025-03-16-072,COUPON,1.57
TX-20250322-043936,4,PR-2025-03-16-072,COUPON,2.84
TX-20250322-043940,2,PR-2025-03-16-072,COUPON,1.72
TX-20250322-043941,3,PR-2025-03-16-069,COUPON,0.94
TX-20250322-043945,3,PR-2025-03-16-072,COUPON,2.17
TX-20250322-043946,3,PR-2025-03-16-072,COUPON,1.37
TX-20250322-043946,4,PR-2025-03-16-072,COUPON,4.57
TX-20250322-043948,2,PR-2025-03-16-072,COUPON,1.72
TX-20250322-043950,3,PR-2025-03-16-072,COUPON,1.36
TX-20250322-043952,4,PR-2025-03-16-069,COUPON,2.16
TX-20250322-043953,3,PR-2025-03-16-070,MANAGER_SPECIAL,1.34
TX-20250322-043957,2,PR-2025-03-16-072,COUPON,2.84
TX-20250322-043958,3,PR-2025-03-16-072,COUPON,5.72
TX-20250322-043962,3,PR-2025-03-16-072,COUPON,1.62
TX-20250322-043963,3,PR-2025-03-16-069,COUPON,2.97
TX-20250322-043963,4,PR-2025-03-16-069,COUPON,0.74
TX-20250322-043964,3,PR-2025-03-16-072,COUPON,6.11
TX-20250322-043966,1,PR-2025-03-16-072,COUPON,1.23
TX-20250322-043966,2,PR-2025-03-16-070,MANAGER_SPECIAL,1.75
TX-20250322-043968,2,PR-2025-03-16-072,COUPON,1.51
TX-20250322-043971,2,PR-2025-03-16-069,COUPON,1.26
TX-20250322-043971,3,PR-2025-03-16-072,COUPON,3.69
TX-20250322-043972,2,PR-2025-03-16-069,COUPON,0.85
TX-20250322-043974,2,PR-2025-03-16-072,COUPON,3.54
TX-20250322-043974,5,PR-2025-03-16-069,COUPON,0.62
TX-20250322-043977,2,PR-2025-03-16-069,COUPON,1.58
TX-20250322-043977,5,PR-2025-03-16-072,COUPON,3.05
TX-20250322-043981,1,PR-2025-03-16-069,COUPON,1.31
TX-20250322-043982,2,PR-2025-03-16-069,COUPON,0.60
TX-20250322-043983,4,PR-2025-03-16-072,COUPON,1.60
TX-20250322-043987,4,PR-2025-03-16-072,COUPON,1.48
TX-20250322-043988,1,PR-2025-03-16-070,MANAGER_SPECIAL,1.84
TX-20250322-043988,2,PR-2025-03-16-072,COUPON,4.01
TX-20250322-043988,4,PR-2025-03-16-069,COUPON,1.12
TX-20250322-043991,2,PR-2025-03-16-069,COUPON,0.73
TX-20250322-043992,1,PR-2025-03-16-069,COUPON,2.62
TX-20250322-043994,2,PR-2025-03-16-069,COUPON,2.38
TX-20250322-043997,2,PR-2025-03-16-070,MANAGER_SPECIAL,0.58
TX-20250322-044000,1,PR-2025-03-16-069,COUPON,0.82
TX-20250322-044003,1,PR-2025-03-16-072,COUPON,1.42
TX-20250322-044003,3,PR-2025-03-16-072,COUPON,2.42
TX-20250322-044004,2,PR-2025-03-16-069,COUPON,0.78
TX-20250322-044005,1,PR-2025-03-16-072,COUPON,4.90
TX-20250322-044007,2,PR-2025-03-16-072,COUPON,5.63
TX-20250322-044012,3,PR-2025-03-16-070,MANAGER_SPECIAL,1.00
TX-20250322-044015,3,PR-2025-03-16-072,COUPON,1.42
TX-20250322-044018,1,PR-2025-03-16-072,COUPON,1.91
TX-20250322-044018,4,PR-2025-03-16-072,COUPON,5.47
TX-20250322-044020,3,PR-2025-03-16-069,COUPON,1.69
TX-20250322-044022,1,PR-2025-03-16-072,COUPON,4.05
TX-20250322-044022,3,PR-2025-03-16-069,COUPON,0.81
TX-20250322-044027,1,PR-2025-03-16-072,COUPON,1.96
TX-20250322-044028,4,PR-2025-03-16-069,COUPON,1.14
TX-20250322-044034,1,PR-2025-03-16-069,COUPON,2.20
TX-20250322-044037,1,PR-2025-03-16-069,COUPON,1.02
TX-20250322-044037,4,PR-2025-03-16-069,COUPON,0.74
TX-20250322-044043,2,PR-2025-03-16-072,COUPON,1.83
TX-20250322-044046,1,PR-2025-03-16-072,COUPON,3.87
TX-20250322-044046,4,PR-2025-03-16-069,COUPON,0.59
TX-20250322-044048,2,PR-2025-03-16-069,COUPON,2.21
TX-20250322-044049,1,PR-2025-03-16-069,COUPON,0.41
TX-20250322-044053,2,PR-2025-03-16-069,COUPON,0.39
TX-20250322-044055,4,PR-2025-03-16-069,COUPON,0.68
TX-20250322-044056,1,PR-2025-03-16-072,COUPON,3.77
TX-20250322-044057,1,PR-2025-03-16-072,COUPON,2.84
TX-20250322-044063,1,PR-2025-03-16-070,MANAGER_SPECIAL,2.08
TX-20250322-044066,1,PR-2025-03-16-072,COUPON,1.50
TX-20250322-044070,3,PR-2025-03-16-072,COUPON,1.70
TX-20250322-044075,3,PR-2025-03-16-069,COUPON,1.76
TX-20250322-044077,1,PR-2025-03-16-072,COUPON,5.18
TX-20250322-044077,2,PR-2025-03-16-072,COUPON,4.49
TX-20250322-044080,2,PR-2025-03-16-069,COUPON,1.40
TX-20250322-044080,3,PR-2025-03-16-072,COUPON,2.93
TX-20250322-044082,1,PR-2025-03-16-069,COUPON,1.58
TX-20250322-044084,1,PR-2025-03-16-072,COUPON,1.79
TX-20250322-044085,3,PR-2025-03-16-069,COUPON,1.45
TX-20250322-044089,3,PR-2025-03-16-069,COUPON,0.68
TX-20250322-044091,3,PR-2025-03-16-072,COUPON,4.81
TX-20250322-044093,1,PR-2025-03-16-069,COUPON,0.66
TX-20250322-044095,1,PR-2025-03-16-072,COUPON,5.34
TX-20250322-044098,2,PR-2025-03-16-072,COUPON,4.34
TX-20250322-044099,1,PR-2025-03-16-070,MANAGER_SPECIAL,0.78
TX-20250322-044100,2,PR-2025-03-16-069,COUPON,1.60
TX-20250322-044100,3,PR-2025-03-16-072,COUPON,1.47
TX-20250322-044101,4,PR-2025-03-16-072,COUPON,2.11
TX-20250322-044102,1,PR-2025-03-16-069,COUPON,1.68
TX-20250322-044103,2,PR-2025-03-16-072,COUPON,1.79
TX-20250322-044104,2,PR-2025-03-16-072,COUPON,2.01
TX-20250322-044109,2,PR-2025-03-16-069,COUPON,0.73
TX-20250322-044109,5,PR-2025-03-16-072,COUPON,1.80
TX-20250322-044112,2,PR-2025-03-16-072,COUPON,1.48
TX-20250322-044113,1,PR-2025-03-16-069,COUPON,0.99
TX-20250322-044114,1,PR-2025-03-16-072,COUPON,1.52
TX-20250322-044115,5,PR-2025-03-16-070,MANAGER_SPECIAL,2.99
TX-20250322-044116,3,PR-2025-03-16-069,COUPON,0.79
TX-20250322-044120,5,PR-2025-03-16-072,COUPON,3.81
TX-20250322-044122,1,PR-2025-03-16-072,COUPON,1.23
TX-20250322-044124,1,PR-2025-03-16-069,COUPON,0.58
TX-20250322-044126,4,PR-2025-03-16-069,COUPON,0.48
TX-20250322-044132,1,PR-2025-03-16-072,COUPON,5.21
TX-20250322-044133,4,PR-2025-03-16-070,MANAGER_SPECIAL,1.00
TX-20250322-044136,2,PR-2025-03-16-069,COUPON,1.61
TX-20250322-044136,3,PR-2025-03-16-070,MANAGER_SPECIAL,0.75
TX-20250322-044142,2,PR-2025-03-16-072,COUPON,5.80
TX-20250322-044143,1,PR-2025-03-16-070,MANAGER_SPECIAL,2.29
TX-20250322-044143,2,PR-2025-03-16-069,COUPON,0.65
TX-20250322-044145,2,PR-2025-03-16-069,COUPON,2.26
TX-20250322-044146,4,PR-2025-03-16-070,MANAGER_SPECIAL,1.59
TX-20250322-044146,5,PR-2025-03-16-069,COUPON,1.91
TX-20250322-044148,1,PR-2025-03-16-069,COUPON,1.35
TX-20250322-044153,1,PR-2025-03-16-070,MANAGER_SPECIAL,2.04
TX-20250322-044155,3,PR-2025-03-16-072,COUPON,4.84
TX-20250322-044158,1,PR-2025-03-16-070,MANAGER_SPECIAL,1.59
TX-20250322-044159,4,PR-2025-03-16-072,COUPON,1.61
TX-20250322-044162,3,PR-2025-03-16-069,COUPON,1.18
TX-20250322-044163,2,PR-2025-03-16-069,COUPON,0.86
TX-20250322-044163,3,PR-2025-03-16-069,COUPON,2.16
TX-20250322-044163,4,PR-2025-03-16-072,COUPON,2.94
TX-20250322-044164,3,PR-2025-03-16-072,COUPON,2.63
TX-20250322-044164,4,PR-2025-03-16-072,COUPON,3.18
TX-20250322-044166,1,PR-2025-03-16-069,COUPON,2.55
TX-20250322-044166,2,PR-2025-03-16-072,COUPON,4.67
TX-20250322-044167,6,PR-2025-03-16-070,MANAGER_SPECIAL,1.59
TX-20250322-044168,1,PR-2025-03-16-069,COUPON,0.75
TX-20250322-044168,3,PR-2025-03-16-072,COUPON,3.65
TX-20250322-044171,3,PR-2025-03-16-072,COUPON,5.89
TX-20250322-044173,1,PR-2025-03-16-069,COUPON,1.40
TX-20250322-044173,3,PR-2025-03-16-069,COUPON,1.11
TX-20250322-044177,2,PR-2025-03-16-072,COUPON,2.46
TX-20250322-044180,4,PR-2025-03-16-072,COUPON,4.71
TX-20250322-044183,2,PR-2025-03-16-070,MANAGER_SPECIAL,2.33
TX-20250322-044183,4,PR-2025-03-16-070,MANAGER_SPECIAL,1.96
TX-20250322-044189,2,PR-2025-03-16-069,COUPON,0.98
TX-20250322-044189,3,PR-2025-03-16-072,COUPON,2.12
TX-20250322-044190,3,PR-2025-03-16-069,COUPON,2.20
TX-20250322-044191,2,PR-2025-03-16-072,COUPON,2.59
TX-20250322-044191,5,PR-2025-03-16-069,COUPON,1.25
TX-20250322-044194,1,PR-2025-03-16-069,COUPON,1.79
TX-20250322-044199,2,PR-2025-03-16-069,COUPON,1.40
TX-20250322-044199,4,PR-2025-03-16-069,COUPON,0.85
TX-20250322-044200,1,PR-2025-03-16-069,COUPON,1.73
TX-20250322-044202,2,PR-2025-03-16-072,COUPON,1.62
TX-20250322-044204,1,PR-2025-03-16-069,COUPON,0.60
TX-20250322-044205,2,PR-2025-03-16-069,COUPON,1.65
TX-20250322-044207,1,PR-2025-03-16-072,COUPON,2.93
TX-20250322-044209,1,PR-2025-03-16-069,COUPON,1.43
TX-20250322-044211,3,PR-2025-03-16-069,COUPON,2.65
TX-20250322-044215,4,PR-2025-03-16-069,COUPON,1.70
TX-20250322-044216,3,PR-2025-03-16-069,COUPON,1.82
TX-20250322-044220,2,PR-2025-03-16-072,COUPON,2.08
TX-20250322-044223,3,PR-2025-03-16-069,COUPON,0.52
TX-20250322-044225,1,PR-2025-03-16-072,COUPON,1.26
TX-20250322-044225,2,PR-2025-03-16-072,COUPON,3.23
TX-20250322-044228,1,PR-2025-03-16-069,COUPON,2.35
TX-20250322-044228,3,PR-2025-03-16-069,COUPON,1.19
TX-20250322-044231,2,PR-2025-03-16-069,COUPON,0.60
TX-20250322-044232,4,PR-2025-03-16-072,COUPON,2.12
TX-20250322-044234,3,PR-2025-03-16-069,COUPON,3.35
TX-20250322-044235,1,PR-2025-03-16-072,COUPON,7.53
TX-20250322-044237,3,PR-2025-03-16-072,COUPON,1.91
TX-20250322-044238,1,PR-2025-03-16-069,COUPON,1.63
TX-20250322-044238,2,PR-2025-03-16-070,MANAGER_SPECIAL,1.84
TX-20250322-044239,1,PR-2025-03-16-072,COUPON,1.74
TX-20250322-044243,1,PR-2025-03-16-072,COUPON,1.82
TX-20250322-044245,1,PR-2025-03-16-070,MANAGER_SPECIAL,3.11
TX-20250322-044246,3,PR-2025-03-16-072,COUPON,4.41
TX-20250322-044247,1,PR-2025-03-16-069,COUPON,1.75
TX-20250322-044248,1,PR-2025-03-16-072,COUPON,2.17
TX-20250322-044249,1,PR-2025-03-16-069,COUPON,0.82
TX-20250322-044254,2,PR-2025-03-16-069,COUPON,1.69
TX-20250322-044254,3,PR-2025-03-16-072,COUPON,1.44
TX-20250322-044255,2,PR-2025-03-16-069,COUPON,1.12
TX-20250322-044258,2,PR-2025-03-16-069,COUPON,0.56
TX-20250322-044259,1,PR-2025-03-16-070,MANAGER_SPECIAL,1.80
TX-20250322-044263,1,PR-2025-03-16-070,MANAGER_SPECIAL,3.05
TX-20250322-044265,3,PR-2025-03-16-069,COUPON,0.62
TX-20250322-044268,1,PR-2025-03-16-069,COUPON,0.37
TX-20250322-044268,3,PR-2025-03-16-072,COUPON,4.67
TX-20250322-044269,4,PR-2025-03-16-069,COUPON,1.40
TX-20250322-044273,1,PR-2025-03-16-069,COUPON,0.51
TX-20250322-044273,3,PR-2025-03-16-069,COUPON,0.41
TX-20250322-044274,3,PR-2025-03-16-072,COUPON,5.63
TX-20250322-044275,2,PR-2025-03-16-069,COUPON,0.99
TX-20250322-044277,4,PR-2025-03-16-069,COUPON,0.59
TX-20250322-044278,1,PR-2025-03-16-072,COUPON,2.27
TX-20250322-044278,2,PR-2025-03-16-069,COUPON,0.66
TX-20250322-044279,2,PR-2025-03-16-069,COUPON,0.73
TX-20250322-044279,3,PR-2025-03-16-072,COUPON,7.00
TX-20250322-044282,3,PR-2025-03-16-070,MANAGER_SPECIAL,0.62
TX-20250322-044283,2,PR-2025-03-16-072,COUPON,5.02
TX-20250322-044287,1,PR-2025-03-16-072,COUPON,4.26
TX-20250322-044288,2,PR-2025-03-16-069,COUPON,1.11
TX-20250322-044290,1,PR-2025-03-16-072,COUPON,2.88
TX-20250322-044290,2,PR-2025-03-16-072,COUPON,1.58
TX-20250323-044298,2,PR-2025-03-23-074,BUNDLE,2.67
TX-20250323-044307,3,PR-2025-03-23-074,BUNDLE,0.00
TX-20250323-044308,3,PR-2025-03-23-074,BUNDLE,2.12
TX-20250323-044320,3,PR-2025-03-23-077,MANAGER_SPECIAL,0.76
TX-20250323-044321,1,PR-2025-03-23-074,BUNDLE,0.00
TX-20250323-044322,1,PR-2025-03-23-074,BUNDLE,0.00
TX-20250323-044323,4,PR-2025-03-23-074,BUNDLE,1.62
TX-20250323-044325,2,PR-2025-03-23-074,BUNDLE,0.00
TX-20250323-044327,1,PR-2025-03-23-074,BUNDLE,2.53
TX-20250323-044329,2,PR-2025-03-23-074,BUNDLE,0.00
TX-20250323-044334,1,PR-2025-03-23-077,MANAGER_SPECIAL,1.69
TX-20250323-044336,1,PR-2025-03-23-077,MANAGER_SPECIAL,0.85
TX-20250323-044341,3,PR-2025-03-23-074,BUNDLE,2.10
TX-20250323-044343,3,PR-2025-03-23-074,BUNDLE,2.53
TX-20250323-044348,1,PR-2025-03-23-074,BUNDLE,2.42
TX-20250323-044367,1,PR-2025-03-23-074,BUNDLE,2.02
TX-20250323-044367,2,PR-2025-03-23-077,MANAGER_SPECIAL,0.79
TX-20250323-044375,3,PR-2025-03-23-074,BUNDLE,2.72
TX-20250323-044377,3,PR-2025-03-23-074,BUNDLE,2.41
TX-20250323-044382,1,PR-2025-03-23-074,BUNDLE,2.94
TX-20250323-044382,3,PR-2025-03-23-074,BUNDLE,0.00
TX-20250323-044385,1,PR-2025-03-23-074,BUNDLE,0.00
TX-20250323-044390,1,PR-2025-03-23-074,BUNDLE,0.00
TX-20250323-044391,2,PR-2025-03-23-074,BUNDLE,0.00
TX-20250323-044394,2,PR-2025-03-23-077,MANAGER_SPECIAL,1.40
