promotion_id,product_id
PR-2025-03-30-082,P00940
PR-2025-03-30-082,P00556
PR-2025-03-30-082,P00432
PR-2025-03-30-082,P01197
PR-2025-03-30-082,P00112
PR-2025-03-30-082,P00642
PR-2025-03-30-082,P01056
PR-2025-03-30-082,P00570
PR-2025-03-30-082,P00650
PR-2025-03-30-082,P01252
PR-2025-03-30-082,P01157
PR-2025-03-30-082,P00652
PR-2025-03-30-082,P00029
PR-2025-03-30-082,P00102
PR-2025-03-30-082,P00554
PR-2025-03-30-082,P00374
PR-2025-03-30-082,P01329
PR-2025-03-30-083,P00212
PR-2025-03-30-083,P00809
PR-2025-03-30-083,P00343
PR-2025-03-30-083,P01033
PR-2025-03-30-083,P01083
PR-2025-03-30-083,P00092
PR-2025-03-30-083,P00028
PR-2025-03-30-083,P00104
PR-2025-03-30-083,P00001
PR-2025-03-30-083,P00911
PR-2025-03-30-083,P00606
PR-2025-03-30-083,P00453
PR-2025-03-30-083,P00191
PR-2025-03-30-083,P00852
PR-2025-03-30-083,P01338
PR-2025-03-30-083,P00871
PR-2025-03-30-083,P00342
PR-2025-03-30-083,P00685
PR-2025-03-30-083,P00921
PR-2025-03-30-083,P01335
PR-2025-03-30-083,P00943
PR-2025-03-30-083,P00227
PR-2025-03-30-083,P00326
PR-2025-03-30-083,P00610
PR-2025-03-30-083,P01035
PR-2025-03-30-083,P00771
PR-2025-03-30-083,P00259
PR-2025-03-30-083,P01186
PR-2025-03-30-084,P00076
PR-2025-03-30-084,P01226
PR-2025-03-30-084,P00186
PR-2025-03-30-084,P01291
PR-2025-03-30-084,P00461
PR-2025-03-30-084,P00661
PR-2025-03-30-084,P00426
PR-2025-03-30-084,P00005
PR-2025-03-30-084,P00070
PR-2025-03-30-084,P01234
PR-2025-03-30-084,P01024
PR-2025-03-30-084,P00584
PR-2025-03-30-084,P01148
PR-2025-03-30-084,P01361
PR-2025-03-30-084,P01106
PR-2025-03-30-084,P00731
PR-2025-03-30-084,P01168
PR-2025-03-30-084,P00990
PR-2025-03-30-084,P00952
PR-2025-03-30-084,P00393
PR-2025-03-30-084,P00256
PR-2025-03-30-084,P00002
PR-2025-03-30-084,P00057
PR-2025-03-30-084,P01362
PR-2025-03-30-084,P01007
PR-2025-04-06-086,P00432
PR-2025-04-06-086,P01047
PR-2025-04-06-086,P00650
PR-2025-04-06-086,P00147
PR-2025-04-06-086,P00647
PR-2025-04-06-086,P01222
PR-2025-04-06-086,P00112
PR-2025-04-06-086,P01018
PR-2025-04-06-086,P01081
PR-2025-04-06-086,P00029
PR-2025-04-06-086,P00800
PR-2025-04-06-086,P00895
PR-2025-04-06-086,P01000
PR-2025-04-06-086,P00178
PR-2025-04-06-086,P01280
PR-2025-04-06-086,P00946
PR-2025-04-06-086,P01492
PR-2025-04-06-086,P00554
PR-2025-04-06-086,P00309
PR-2025-04-06-086,P00572
PR-2025-04-06-086,P00556
PR-2025-04-06-086,P00102
PR-2025-04-06-086,P00334
PR-2025-04-06-086,P00708
PR-2025-04-06-087,P00131
PR-2025-04-06-087,P00500
PR-2025-04-06-087,P01160
PR-2025-04-06-087,P00948
PR-2025-04-06-087,P01195
PR-2025-04-06-087,P00779
PR-2025-04-06-087,P01200
PR-2025-04-06-087,P00902
PR-2025-04-06-087,P00488
PR-2025-04-06-087,P00528
PR-2025-04-06-087,P01166
PR-2025-04-06-087,P00445
PR-2025-04-06-087,P00249
PR-2025-04-06-087,P00892
PR-2025-04-06-087,P00058
PR-2025-04-06-087,P00386
PR-2025-04-06-087,P01316
PR-2025-04-06-087,P00460
PR-2025-04-06-087,P00437
PR-2025-04-06-087,P00371
PR-2025-04-06-087,P00587
PR-2025-04-06-087,P00410
PR-2025-04-06-087,P00741
PR-2025-04-06-087,P00598
PR-2025-04-06-087,P01025
PR-2025-04-06-088,P00997
PR-2025-04-06-088,P01345
PR-2025-04-06-088,P00040
PR-2025-04-06-088,P00190
PR-2025-04-06-088,P00908
PR-2025-04-06-088,P01385
PR-2025-04-06-088,P00480
PR-2025-04-06-088,P01078
PR-2025-04-06-088,P00575
PR-2025-04-06-088,P00459
PR-2025-04-06-088,P00783
PR-2025-04-06-088,P01224
PR-2025-04-06-088,P01109
PR-2025-04-06-088,P00251
PR-2025-04-06-088,P01073
PR-2025-04-06-088,P00398
PR-2025-04-06-088,P00368
PR-2025-04-06-088,P00192
PR-2025-04-06-088,P01397
PR-2025-04-06-088,P00302
PR-2025-04-06-088,P00295
PR-2025-04-06-088,P00385
PR-2025-04-06-088,P00634
PR-2025-04-06-088,P01231
PR-2025-04-06-090,P01089
PR-2025-04-06-090,P01378
PR-2025-04-06-090,P00128
PR-2025-04-06-090,P00804
PR-2025-04-06-090,P00187
PR-2025-04-06-090,P00431
PR-2025-04-06-090,P00377
PR-2025-04-06-090,P01462
PR-2025-04-06-090,P00189
PR-2025-04-06-090,P00086
PR-2025-04-06-090,P01336
PR-2025-04-06-090,P00176
PR-2025-04-06-090,P00609
PR-2025-04-06-090,P00960
PR-2025-04-06-090,P00177
PR-2025-04-06-090,P00228
PR-2025-04-06-090,P01272
PR-2025-04-06-090,P01367
PR-2025-04-06-090,P00620
PR-2025-04-06-090,P00679
PR-2025-04-06-090,P00728
PR-2025-04-06-090,P00843
PR-2025-04-06-090,P00495
PR-2025-04-13-091,P01468
PR-2025-04-13-091,P00053
PR-2025-04-13-091,P00845
PR-2025-04-13-091,P01496
PR-2025-04-13-091,P00877
PR-2025-04-13-091,P00993
PR-2025-04-13-091,P00202
PR-2025-04-13-091,P00669
PR-2025-04-13-091,P00945
PR-2025-04-13-091,P01387
PR-2025-04-13-091,P00106
PR-2025-04-13-091,P01043
PR-2025-04-13-091,P01102
PR-2025-04-13-091,P00359
PR-2025-04-13-091,P00197
PR-2025-04-13-091,P01103
PR-2025-04-13-091,P00476
PR-2025-04-13-091,P00323
PR-2025-04-13-091,P01498
PR-2025-04-13-091,P00018
PR-2025-04-13-091,P01029
PR-2025-04-13-091,P00352
PR-2025-04-13-091,P01214
PR-2025-04-13-091,P01324
PR-2025-04-13-091,P01191
PR-2025-04-13-092,P00627
PR-2025-04-13-092,P00930
PR-2025-04-13-092,P00496
PR-2025-04-13-092,P01059
PR-2025-04-13-092,P00240
PR-2025-04-13-092,P00517
PR-2025-04-13-092,P00404
PR-2025-04-13-092,P01333
PR-2025-04-13-092,P00420
PR-2025-04-13-092,P00919
PR-2025-04-13-092,P00244
PR-2025-04-13-092,P00208
PR-2025-04-13-092,P01205
PR-2025-04-13-092,P00161
PR-2025-04-13-092,P00896
PR-2025-04-13-092,P01022
PR-2025-04-13-092,P00181
PR-2025-04-13-092,P01189
PR-2025-04-13-092,P00607
PR-2025-04-13-092,P00638
PR-2025-04-13-092,P00179
PR-2025-04-13-092,P00712
PR-2025-04-13-092,P00709
PR-2025-04-13-092,P00173
PR-2025-04-13-092,P00775
PR-2025-04-13-093,P00768
PR-2025-04-13-093,P00936
PR-2025-04-13-093,P00892
PR-2025-04-13-093,P00386
PR-2025-04-13-093,P00729
PR-2025-04-13-093,P01130
PR-2025-04-13-093,P00451
PR-2025-04-13-093,P00818
PR-2025-04-13-093,P00320
PR-2025-04-13-093,P00934
PR-2025-04-13-093,P01025
PR-2025-04-13-093,P01203
PR-2025-04-13-093,P01046
PR-2025-04-13-093,P01166
PR-2025-04-13-093,P00083
PR-2025-04-13-093,P00656
PR-2025-04-13-093,P00992
PR-2025-04-13-093,P00587
PR-2025-04-13-093,P00902
PR-2025-04-13-093,P00364
PR-2025-04-13-093,P00816
PR-2025-04-13-093,P00948
PR-2025-04-13-093,P01193
PR-2025-04-13-093,P01396
PR-2025-04-13-093,P00823
PR-2025-04-13-095,P01489
PR-2025-04-13-095,P01412
PR-2025-04-13-095,P01204
PR-2025-04-13-095,P00341
PR-2025-04-13-095,P01434
PR-2025-04-13-095,P01454
PR-2025-04-13-095,P00504
PR-2025-04-13-095,P00651
PR-2025-04-13-095,P01173
PR-2025-04-13-095,P00977
PR-2025-04-13-095,P00680
PR-2025-04-13-095,P00363
PR-2025-04-13-095,P00502
PR-2025-04-13-095,P01499
PR-2025-04-13-095,P00392
PR-2025-04-13-095,P00512
PR-2025-04-13-095,P00284
PR-2025-04-13-095,P00380
PR-2025-04-13-095,P01235
PR-2025-04-13-095,P00407
PR-2025-04-13-095,P00778
PR-2025-04-13-095,P01438
PR-2025-04-13-095,P00329
PR-2025-04-13-095,P00618
PR-2025-04-20-097,P00024
PR-2025-04-20-097,P00186
PR-2025-04-20-097,P00411
PR-2025-04-20-097,P01168
PR-2025-04-20-097,P01374
PR-2025-04-20-097,P00661
PR-2025-04-20-097,P00002
PR-2025-04-20-097,P00393
PR-2025-04-20-097,P00719
PR-2025-04-20-097,P01347
PR-2025-04-20-097,P01064
PR-2025-04-20-097,P01116
PR-2025-04-20-097,P01234
PR-2025-04-20-097,P00698
PR-2025-04-20-097,P00357
PR-2025-04-20-097,P01291
PR-2025-04-20-097,P01244
PR-2025-04-20-097,P01328
PR-2025-04-20-097,P01106
PR-2025-04-20-097,P01296
PR-2025-04-20-097,P00277
PR-2025-04-20-097,P00152
PR-2025-04-20-097,P00772
PR-2025-04-20-097,P01362
PR-2025-04-20-097,P00508
PR-2025-04-20-098,P01471
PR-2025-04-20-098,P01312
PR-2025-04-20-098,P00242
PR-2025-04-20-098,P00482
PR-2025-04-20-098,P00971
PR-2025-04-20-098,P01062
PR-2025-04-20-098,P01038
PR-2025-04-20-098,P00032
PR-2025-04-20-098,P01297
PR-2025-04-20-098,P00920
PR-2025-04-20-098,P01115
PR-2025-04-20-098,P00354
PR-2025-04-20-098,P00697
PR-2025-04-20-098,P00011
PR-2025-04-20-098,P00850
PR-2025-04-20-098,P01086
PR-2025-04-20-098,P00167
PR-2025-04-20-098,P00067
PR-2025-04-20-098,P01448
PR-2025-04-20-098,P01140
PR-2025-04-20-098,P00425
PR-2025-04-20-098,P01497
PR-2025-04-20-098,P00414
PR-2025-04-20-099,P00469
PR-2025-04-20-099,P01070
PR-2025-04-20-099,P01124
PR-2025-04-20-099,P00041
PR-2025-04-20-099,P01337
PR-2025-04-20-099,P00868
PR-2025-04-20-099,P01133
PR-2025-04-20-099,P00760
PR-2025-04-20-099,P00893
PR-2025-04-20-099,P00999
PR-2025-04-20-099,P01488
PR-2025-04-20-099,P00405
PR-2025-04-20-099,P00884
PR-2025-04-20-099,P01447
PR-2025-04-20-099,P00236
PR-2025-04-20-099,P00853
PR-2025-04-20-099,P00148
PR-2025-04-20-099,P00567
PR-2025-04-20-099,P00581
PR-2025-04-20-099,P00869
PR-2025-04-20-099,P00888
PR-2025-04-20-099,P01242
PR-2025-04-20-099,P00023
PR-2025-04-20-100,P00488
PR-2025-04-20-100,P00274
PR-2025-04-20-100,P00447
PR-2025-04-20-100,P00535
PR-2025-04-20-100,P01316
PR-2025-04-20-100,P00747
PR-2025-04-20-100,P00927
PR-2025-04-20-100,P01406
PR-2025-04-20-100,P00744
PR-2025-04-20-100,P00823
PR-2025-04-20-100,P00445
PR-2025-04-20-100,P00386
PR-2025-04-20-100,P00320
PR-2025-04-20-100,P00183
PR-2025-04-20-100,P01160
PR-2025-04-20-100,P00410
PR-2025-04-20-100,P00830
PR-2025-04-20-100,P01166
PR-2025-04-20-100,P00949
PR-2025-04-20-100,P01325
PR-2025-04-20-100,P00344
PR-2025-04-20-100,P00676
PR-2025-04-20-100,P00756
PR-2025-04-20-100,P01309
PR-2025-04-20-100,P00528
PR-2025-04-20-101,P00507
PR-2025-04-20-101,P01418
PR-2025-04-20-101,P00735
PR-2025-04-20-101,P01348
PR-2025-04-20-101,P00457
PR-2025-04-20-101,P00799
PR-2025-04-20-101,P01274
PR-2025-04-20-101,P00298
PR-2025-04-20-101,P00883
PR-2025-04-20-101,P00016
PR-2025-04-20-101,P00542
PR-2025-04-20-101,P00720
PR-2025-04-20-101,P00454
PR-2025-04-20-101,P01238
PR-2025-04-20-101,P00580
PR-2025-04-20-101,P00623
PR-2025-04-20-101,P01417
PR-2025-04-20-101,P00894
PR-2025-04-20-101,P01437
PR-2025-04-20-101,P00135
PR-2025-04-20-101,P00721
PR-2025-04-20-101,P00264
PR-2025-04-20-101,P01263
PR-2025-04-20-101,P00736
PR-2025-04-20-102,P00925
PR-2025-04-20-102,P00017
PR-2025-04-20-102,P01019
PR-2025-04-20-102,P01479
PR-2025-04-20-102,P00336
PR-2025-04-20-102,P00144
PR-2025-04-20-102,P01014
PR-2025-04-20-102,P00529
PR-2025-04-20-102,P00473
PR-2025-04-20-102,P00956
PR-2025-04-20-102,P00172
PR-2025-04-20-102,P01481
PR-2025-04-20-102,P00233
PR-2025-04-20-102,P00403
PR-2025-04-20-102,P00297
PR-2025-04-20-102,P01278
PR-2025-04-20-102,P00739
PR-2025-04-20-102,P00593
PR-2025-04-20-102,P01286
PR-2025-04-20-102,P00235
PR-2025-04-20-102,P01464
PR-2025-04-20-102,P00674
PR-2025-04-20-102,P00834
PR-2025-04-20-102,P00270
PR-2025-04-20-102,P00963
PR-2025-04-20-102,P01074
PR-2025-04-20-102,P01420
PR-2025-04-20-102,P00160
PR-2025-04-20-102,P01026
PR-2025-04-20-102,P00840
PR-2025-04-27-107,P00832
PR-2025-04-27-107,P00819
PR-2025-04-27-107,P01287
PR-2025-04-27-107,P00085
PR-2025-04-27-107,P00353
PR-2025-04-27-107,P01232
PR-2025-04-27-107,P00738
PR-2025-04-27-107,P01400
PR-2025-04-27-107,P01248
PR-2025-04-27-107,P00022
PR-2025-04-27-107,P00014
PR-2025-04-27-107,P01188
PR-2025-04-27-107,P00037
PR-2025-04-27-107,P01288
PR-2025-04-27-107,P00710
PR-2025-04-27-107,P00156
PR-2025-04-27-107,P01010
PR-2025-04-27-107,P00951
PR-2025-04-27-107,P00965
PR-2025-04-27-107,P00279
PR-2025-04-27-107,P00033
PR-2025-04-27-107,P00428
PR-2025-04-27-107,P01442
PR-2025-04-27-107,P00253
PR-2025-04-27-107,P00711
PR-2025-04-27-108,P01050
PR-2025-04-27-108,P00455
PR-2025-04-27-108,P00549
PR-2025-04-27-108,P00908
PR-2025-04-27-108,P00594
PR-2025-04-27-108,P00905
PR-2025-04-27-108,P00520
PR-2025-04-27-108,P01425
PR-2025-04-27-108,P00219
PR-2025-04-27-108,P00551
PR-2025-04-27-108,P01302
PR-2025-04-27-108,P00635
PR-2025-04-27-108,P00979
PR-2025-04-27-108,P00847
PR-2025-04-27-108,P00592
PR-2025-04-27-108,P00981
PR-2025-04-27-108,P00541
PR-2025-04-27-108,P01243
PR-2025-04-27-108,P00634
PR-2025-04-27-108,P01424
PR-2025-04-27-108,P01281
PR-2025-04-27-108,P00304
PR-2025-04-27-108,P01246
PR-2025-04-27-108,P00416
PR-2025-05-04-109,P00309
PR-2025-05-04-109,P00029
PR-2025-05-04-109,P00108
PR-2025-05-04-109,P00449
PR-2025-05-04-109,P01011
PR-2025-05-04-109,P01178
PR-2025-05-04-109,P01310
PR-2025-05-04-109,P00127
PR-2025-05-04-109,P01032
PR-2025-05-04-109,P01082
PR-2025-05-04-109,P01197
PR-2025-05-04-109,P00800
PR-2025-05-04-109,P01339
PR-2025-05-04-109,P00365
PR-2025-05-04-109,P01222
PR-2025-05-04-109,P01175
PR-2025-05-04-109,P00178
PR-2025-05-04-109,P00522
PR-2025-05-04-109,P01478
PR-2025-05-04-109,P00998
PR-2025-05-04-109,P00432
PR-2025-05-04-109,P00241
PR-2025-05-04-109,P00435
PR-2025-05-04-109,P00102
PR-2025-05-04-110,P00670
PR-2025-05-04-110,P01126
PR-2025-05-04-110,P00495
PR-2025-05-04-110,P00625
PR-2025-05-04-110,P00325
PR-2025-05-04-110,P00837
PR-2025-05-04-110,P00086
PR-2025-05-04-110,P00679
PR-2025-05-04-110,P00059
PR-2025-05-04-110,P00844
PR-2025-05-04-110,P01150
PR-2025-05-04-110,P01170
PR-2025-05-04-110,P00094
PR-2025-05-04-110,P00974
PR-2025-05-04-110,P01330
PR-2025-05-04-110,P01039
PR-2025-05-04-110,P00088
PR-2025-05-04-110,P00205
PR-2025-05-04-110,P01380
PR-2025-05-04-110,P00814
PR-2025-05-04-110,P00874
PR-2025-05-04-110,P00128
PR-2025-05-04-110,P00044
PR-2025-05-04-111,P00886
PR-2025-05-04-111,P00191
PR-2025-05-04-111,P00139
PR-2025-05-04-111,P01080
PR-2025-05-04-111,P00771
PR-2025-05-04-111,P00338
PR-2025-05-04-111,P00246
PR-2025-05-04-111,P01040
PR-2025-05-04-111,P00003
PR-2025-05-04-111,P00704
PR-2025-05-04-111,P00001
PR-2025-05-04-111,P01357
PR-2025-05-04-111,P01134
PR-2025-05-04-111,P01122
PR-2025-05-04-111,P00200
PR-2025-05-04-111,P00146
PR-2025-05-04-111,P01422
PR-2025-05-04-111,P01314
PR-2025-05-04-111,P00212
PR-2025-05-04-111,P01446
PR-2025-05-04-111,P00028
PR-2025-05-04-111,P00408
PR-2025-05-04-111,P01181
PR-2025-05-04-111,P00911
PR-2025-05-04-111,P00356
PR-2025-05-04-111,P00761
PR-2025-05-04-111,P00286
PR-2025-05-04-111,P00104
PR-2025-05-11-115,P01331
PR-2025-05-11-115,P00430
PR-2025-05-11-115,P00365
PR-2025-05-11-115,P00330
PR-2025-05-11-115,P00795
PR-2025-05-11-115,P01267
PR-2025-05-11-115,P00397
PR-2025-05-11-115,P01222
PR-2025-05-11-115,P00872
PR-2025-05-11-115,P01018
PR-2025-05-11-115,P00808
PR-2025-05-11-115,P00946
PR-2025-05-11-115,P00577
PR-2025-05-11-115,P01144
PR-2025-05-11-115,P00708
PR-2025-05-11-115,P00642
PR-2025-05-11-115,P00600
PR-2025-05-11-115,P00127
PR-2025-05-11-115,P01206
PR-2025-05-11-115,P01175
PR-2025-05-11-115,P01280
PR-2025-05-11-115,P00071
PR-2025-05-11-115,P00374
PR-2025-05-11-115,P00650
PR-2025-05-11-116,P00626
PR-2025-05-11-116,P00956
PR-2025-05-11-116,P01239
PR-2025-05-11-116,P01461
PR-2025-05-11-116,P00403
PR-2025-05-11-116,P01318
PR-2025-05-11-116,P00739
PR-2025-05-11-116,P00526
PR-2025-05-11-116,P01074
PR-2025-05-11-116,P00010
PR-2025-05-11-116,P00566
PR-2025-05-11-116,P00485
PR-2025-05-11-116,P00487
PR-2025-05-11-116,P00706
PR-2025-05-11-116,P00239
PR-2025-05-11-116,P00931
PR-2025-05-11-116,P01237
PR-2025-05-11-116,P01286
PR-2025-05-11-116,P00051
PR-2025-05-11-116,P01449
PR-2025-05-11-116,P00233
PR-2025-05-11-116,P00907
PR-2025-05-11-116,P01278
PR-2025-05-11-116,P00503
PR-2025-05-11-116,P00840
PR-2025-05-11-116,P01066
PR-2025-05-11-116,P00780
PR-2025-05-11-116,P00593
PR-2025-05-11-116,P00834
PR-2025-05-11-116,P00155
PR-2025-05-11-119,P00936
PR-2025-05-11-119,P00257
PR-2025-05-11-119,P00934
PR-2025-05-11-119,P00676
PR-2025-05-11-119,P01381
PR-2025-05-11-119,P00183
PR-2025-05-11-119,P00451
PR-2025-05-11-119,P00744
PR-2025-05-11-119,P00992
PR-2025-05-11-119,P00902
PR-2025-05-11-119,P00488
PR-2025-05-11-119,P01309
PR-2025-05-11-119,P00587
PR-2025-05-11-119,P00860
PR-2025-05-11-119,P00892
PR-2025-05-11-119,P01002
PR-2025-05-11-119,P00437
PR-2025-05-11-119,P00410
PR-2025-05-11-119,P00445
PR-2025-05-11-119,P01193
PR-2025-05-11-119,P01440
PR-2025-05-11-119,P00409
PR-2025-05-11-119,P00528
PR-2025-05-11-119,P00703
PR-2025-05-11-119,P00969
PR-2025-05-18-123,P00905
PR-2025-05-18-123,P00267
PR-2025-05-18-123,P00929
PR-2025-05-18-123,P01209
PR-2025-05-18-123,P01216
PR-2025-05-18-123,P00345
PR-2025-05-18-123,P00520
PR-2025-05-18-123,P00192
PR-2025-05-18-123,P00594
PR-2025-05-18-123,P00452
PR-2025-05-18-123,P00402
PR-2025-05-18-123,P00776
PR-2025-05-18-123,P00261
PR-2025-05-18-123,P00190
PR-2025-05-18-123,P00219
PR-2025-05-18-123,P01346
PR-2025-05-18-123,P01065
PR-2025-05-18-123,P00757
PR-2025-05-18-123,P00935
PR-2025-05-18-123,P00978
PR-2025-05-18-123,P00245
PR-2025-05-18-123,P01215
PR-2025-05-18-123,P00783
PR-2025-05-18-123,P00304
PR-2025-05-25-128,P00274
PR-2025-05-25-128,P00830
PR-2025-05-25-128,P00587
PR-2025-05-25-128,P00705
PR-2025-05-25-128,P00484
PR-2025-05-25-128,P00741
PR-2025-05-25-128,P00291
PR-2025-05-25-128,P01396
PR-2025-05-25-128,P00860
PR-2025-05-25-128,P00729
PR-2025-05-25-128,P00386
PR-2025-05-25-128,P00805
PR-2025-05-25-128,P00460
PR-2025-05-25-128,P00344
PR-2025-05-25-128,P01195
PR-2025-05-25-128,P00058
PR-2025-05-25-128,P00823
PR-2025-05-25-128,P00410
PR-2025-05-25-128,P00083
PR-2025-05-25-128,P00371
PR-2025-05-25-128,P00447
PR-2025-05-25-128,P00238
PR-2025-05-25-128,P01111
PR-2025-05-25-128,P01325
PR-2025-05-25-128,P00321
PR-2025-05-25-129,P01223
PR-2025-05-25-129,P00085
PR-2025-05-25-129,P00865
PR-2025-05-25-129,P00711
PR-2025-05-25-129,P00687
PR-2025-05-25-129,P00442
PR-2025-05-25-129,P00951
PR-2025-05-25-129,P00226
PR-2025-05-25-129,P01450
PR-2025-05-25-129,P00738
PR-2025-05-25-129,P00279
PR-2025-05-25-129,P00710
PR-2025-05-25-129,P00441
PR-2025-05-25-129,P00052
PR-2025-05-25-129,P00353
PR-2025-05-25-129,P01441
PR-2025-05-25-129,P01123
PR-2025-05-25-129,P01306
PR-2025-05-25-129,P00863
PR-2025-05-25-129,P00287
PR-2025-05-25-129,P00547
PR-2025-05-25-129,P00819
PR-2025-05-25-129,P00813
PR-2025-05-25-129,P00519
PR-2025-05-25-129,P01248
PR-2025-05-25-130,P00485
PR-2025-05-25-130,P00770
PR-2025-05-25-130,P00184
PR-2025-05-25-130,P00548
PR-2025-05-25-130,P00748
PR-2025-05-25-130,P00767
PR-2025-05-25-130,P00188
PR-2025-05-25-130,P00235
PR-2025-05-25-130,P00810
PR-2025-05-25-130,P00073
PR-2025-05-25-130,P00996
PR-2025-05-25-130,P01286
PR-2025-05-25-130,P01026
PR-2025-05-25-130,P00360
PR-2025-05-25-130,P00870
PR-2025-05-25-130,P01461
PR-2025-05-25-130,P00526
PR-2025-05-25-130,P00194
PR-2025-05-25-130,P00473
PR-2025-05-25-130,P01233
PR-2025-05-25-130,P00333
PR-2025-05-25-130,P00599
PR-2025-05-25-130,P00717
PR-2025-05-25-130,P01481
PR-2025-05-25-130,P00433
PR-2025-05-25-130,P01218
PR-2025-05-25-130,P00172
PR-2025-05-25-130,P00649
PR-2025-05-25-130,P00529
PR-2025-05-25-130,P00693
PR-2025-05-25-132,P01495
PR-2025-05-25-132,P00942
PR-2025-05-25-132,P00517
PR-2025-05-25-132,P00350
PR-2025-05-25-132,P00643
PR-2025-05-25-132,P00786
PR-2025-05-25-132,P00119
PR-2025-05-25-132,P00715
PR-2025-05-25-132,P00404
PR-2025-05-25-132,P00513
PR-2025-05-25-132,P01059
PR-2025-05-25-132,P01473
PR-2025-05-25-132,P00223
PR-2025-05-25-132,P01342
PR-2025-05-25-132,P00933
PR-2025-05-25-132,P00420
PR-2025-05-25-132,P00327
PR-2025-05-25-132,P00389
PR-2025-05-25-132,P01128
PR-2025-05-25-132,P00161
PR-2025-05-25-132,P00173
PR-2025-05-25-132,P01132
PR-2025-05-25-132,P00919
PR-2025-05-25-132,P01404
PR-2025-05-25-132,P01301
PR-2025-06-01-133,P00123
PR-2025-06-01-133,P00852
PR-2025-06-01-133,P01335
PR-2025-06-01-133,P00565
PR-2025-06-01-133,P00531
PR-2025-06-01-133,P00434
PR-2025-06-01-133,P01365
PR-2025-06-01-133,P01068
PR-2025-06-01-133,P00815
PR-2025-06-01-133,P00146
PR-2025-06-01-133,P00003
PR-2025-06-01-133,P00685
PR-2025-06-01-133,P01265
PR-2025-06-01-133,P00774
PR-2025-06-01-133,P00227
PR-2025-06-01-133,P01122
PR-2025-06-01-133,P00383
PR-2025-06-01-133,P00356
PR-2025-06-01-133,P00286
PR-2025-06-01-133,P00911
PR-2025-06-01-133,P00610
PR-2025-06-01-133,P00068
PR-2025-06-01-133,P00259
PR-2025-06-01-133,P01142
PR-2025-06-01-133,P00617
PR-2025-06-01-133,P00915
PR-2025-06-01-133,P00947
PR-2025-06-01-133,P00001
PR-2025-06-01-135,P01480
PR-2025-06-01-135,P00122
PR-2025-06-01-135,P00505
PR-2025-06-01-135,P00203
PR-2025-06-01-135,P01458
PR-2025-06-01-135,P00984
PR-2025-06-01-135,P00903
PR-2025-06-01-135,P00989
PR-2025-06-01-135,P00053
PR-2025-06-01-135,P01029
PR-2025-06-01-135,P01043
PR-2025-06-01-135,P00283
PR-2025-06-01-135,P00043
PR-2025-06-01-135,P00418
PR-2025-06-01-135,P00197
PR-2025-06-01-135,P00378
PR-2025-06-01-135,P01171
PR-2025-06-01-135,P00339
PR-2025-06-01-135,P00323
PR-2025-06-01-135,P01498
PR-2025-06-01-135,P00527
PR-2025-06-01-135,P00422
PR-2025-06-01-135,P01101
PR-2025-06-01-135,P01394
PR-2025-06-01-135,P01305
PR-2025-06-01-136,P01148
PR-2025-06-01-136,P01226
PR-2025-06-01-136,P01064
PR-2025-06-01-136,P00841
PR-2025-06-01-136,P00990
PR-2025-06-01-136,P00391
PR-2025-06-01-136,P01347
PR-2025-06-01-136,P00731
PR-2025-06-01-136,P00121
PR-2025-06-01-136,P00584
PR-2025-06-01-136,P00114
PR-2025-06-01-136,P00269
PR-2025-06-01-136,P00057
PR-2025-06-01-136,P00461
PR-2025-06-01-136,P00152
PR-2025-06-01-136,P01451
PR-2025-06-01-136,P00952
PR-2025-06-01-136,P01106
PR-2025-06-01-136,P00961
PR-2025-06-01-136,P00462
PR-2025-06-01-136,P00138
PR-2025-06-01-136,P01296
PR-2025-06-01-136,P01184
PR-2025-06-01-136,P00661
PR-2025-06-01-136,P00185
PR-2025-06-01-138,P00724
PR-2025-06-01-138,P01128
PR-2025-06-01-138,P01132
PR-2025-06-01-138,P00942
PR-2025-06-01-138,P00113
PR-2025-06-01-138,P00709
PR-2025-06-01-138,P00124
PR-2025-06-01-138,P00643
PR-2025-06-01-138,P00621
PR-2025-06-01-138,P00712
PR-2025-06-01-138,P00438
PR-2025-06-01-138,P00608
PR-2025-06-01-138,P00786
PR-2025-06-01-138,P01044
PR-2025-06-01-138,P00607
PR-2025-06-01-138,P01404
PR-2025-06-01-138,P01022
PR-2025-06-01-138,P01427
PR-2025-06-01-138,P01323
PR-2025-06-01-138,P00933
PR-2025-06-01-138,P00224
PR-2025-06-01-138,P00638
PR-2025-06-01-138,P00463
PR-2025-06-01-138,P00775
PR-2025-06-01-138,P00026
PR-2025-06-08-141,P01042
PR-2025-06-08-141,P00107
PR-2025-06-08-141,P01204
PR-2025-06-08-141,P00262
PR-2025-06-08-141,P00509
PR-2025-06-08-141,P00307
PR-2025-06-08-141,P00977
PR-2025-06-08-141,P00020
PR-2025-06-08-141,P00827
PR-2025-06-08-141,P00502
PR-2025-06-08-141,P00115
PR-2025-06-08-141,P00595
PR-2025-06-08-141,P00306
PR-2025-06-08-141,P00619
PR-2025-06-08-141,P00680
PR-2025-06-08-141,P01240
PR-2025-06-08-141,P00380
PR-2025-06-08-141,P01434
PR-2025-06-08-141,P00133
PR-2025-06-08-141,P01156
PR-2025-06-08-141,P00966
PR-2025-06-08-141,P00553
PR-2025-06-08-141,P00216
PR-2025-06-08-141,P00889
