product_id,product_name,brand,category,subcategory,unit_size,price,unit_cost
P00267,NoHo Co Cakes 8 oz,NoHo Co,Bakery,Cakes,8 oz,3.5,2.08
P00268,Harbor View Noodles 8 oz,Harbor View,Grains and Pasta,Noodles,8 oz,2.05,1.17
P00269,GreenLeaf Tea 1 ct,GreenLeaf,Beverages,Tea,1 ct,2.92,1.76
P00270,Village Choice Soups 6 pack,Village Choice,Prepared Meals,Soups,6 pack,6.18,3.96
P00271,Gotham Salads 32 oz,Gotham,Prepared Meals,Salads,32 oz,13.07,7.32
P00272,Rivertown Cold Cuts 6 pack,Rivertown,Deli,Cold Cuts,6 pack,6.05,4.54
P00273,Parkside Treats 12 oz,Parkside,Pet Food,Treats,12 oz,5.88,4.52
P00274,Chelsea Star Spirits 24 oz,Chelsea Star,Alcohol,Spirits,24 oz,12.66,9.88
P00275,Rivertown Chicken 12 pack,Rivertown,Meat and Seafood,Chicken,12 pack,8.75,6.58
P00276,Harbor View Spirits 12 oz,Harbor View,Alcohol,Spirits,12 oz,11.36,8.37
P00277,Parkside Soda 12 oz,Parkside,Beverages,Soda,12 oz,2.63,1.69
P00278,Parkside Rice 32 oz,Parkside,Grains and Pasta,Rice,32 oz,2.16,1.45
P00279,Rivertown Prepared 2 lb,Rivertown,Deli,Prepared,2 lb,4.11,2.74
P00280,Parkside Popcorn 24 oz,Parkside,Snacks/Cookies/Chips,Popcorn,24 oz,4.22,3.11
P00281,Empire Eggs 2 lb,Empire,Dairy & Eggs,Eggs,2 lb,4.04,2.74
P00282,NoHo Co Tea 16 oz,NoHo Co,Beverages,Tea,16 oz,3.24,2.21
P00283,Rivertown Chips 2 lb,Rivertown,Snacks/Cookies/Chips,Chips,2 lb,2.91,1.99
P00284,Mancino Hard Candy 32 oz,Mancino,Candy,Hard Candy,32 oz,1.97,1.2
P00285,Chelsea Star Pork 1 ct,Chelsea Star,Meat and Seafood,Pork,1 ct,7.45,4.13
P00286,Empire Noodles 6 pack,Empire,Grains and Pasta,Noodles,6 pack,1.75,1.1
P00287,GreenLeaf Cheese 1 lb,GreenLeaf,Deli,Cheese,1 lb,5.1,2.96
P00288,Harbor View Prepared 6 pack,Harbor View,Deli,Prepared,6 pack,4.58,3.54
P00289,Gotham Cat Food 24 oz,Gotham,Pet Food,Cat Food,24 oz,10.67,7.97
P00290,Gotham Meals 2 lb,Gotham,Frozen Foods,Meals,2 lb,8.1,5.46
P00291,Nolita Fresh Wine 6 pack,Nolita Fresh,Alcohol,Wine,6 pack,12.23,8.52
P00292,Harbor View Fish 16 oz,Harbor View,Meat and Seafood,Fish,16 oz,7.26,5.35
P00293,Empire Milk 12 pack,Empire,Dairy & Eggs,Milk,12 pack,2.7,1.68
P00294,Hudson Valley Ice Cream 6 pack,Hudson Valley,Frozen Foods,Ice Cream,6 pack,6.2,3.97
P00295,Mancino Cakes 16 oz,Mancino,Bakery,Cakes,16 oz,5.04,3.22
P00296,Hudson Valley Mustard 6 pack,Hudson Valley,Condiments/Sauces/Spices,Mustard,6 pack,5.64,4.49
P00297,GreenLeaf Bowls 1 ct,GreenLeaf,Prepared Meals,Bowls,1 ct,5.64,3.25
P00298,Village Choice Fish 12 oz,Village Choice,Meat and Seafood,Fish,12 oz,10.36,6.09
P00299,Village Choice Cookies 12 pack,Village Choice,Snacks/Cookies/Chips,Cookies,12 pack,2.55,1.52
P00300,Village Choice Hot Sauce 6 pack,Village Choice,Condiments/Sauces/Spices,Hot Sauce,6 pack,3.1,1.93
P00301,Mancino Nuts 1 ct,Mancino,Snacks/Cookies/Chips,Nuts,1 ct,3.04,1.98
P00302,Village Choice Bagels 32 oz,Village Choice,Bakery,Bagels,32 oz,3.25,2.59
P00303,Hudson Valley Coffee 2 lb,Hudson Valley,Beverages,Coffee,2 lb,2.83,2.24
P00304,Parkside Bread 16 oz,Parkside,Bakery,Bread,16 oz,3.19,2.44
P00305,Mancino Pork 8 oz,Mancino,Meat and Seafood,Pork,8 oz,7.79,4.62
P00306,Rivertown Chocolate 1 lb,Rivertown,Candy,Chocolate,1 lb,3.02,2.17
P00307,Empire Mints 24 oz,Empire,Candy,Mints,24 oz,2.56,1.77
P00308,Chelsea Star Cheese 16 oz,Chelsea Star,Deli,Cheese,16 oz,7.24,4.49
P00309,Hudson Valley Sugar 1 ct,Hudson Valley,Baking,Sugar,1 ct,2.97,1.87
P00310,Chelsea Star Popcorn 24 oz,Chelsea Star,Snacks/Cookies/Chips,Popcorn,24 oz,3.46,2.27
P00311,Empire Eggs 24 oz,Empire,Dairy & Eggs,Eggs,24 oz,2.33,1.35
P00312,Parkside Yogurt 32 oz,Parkside,Dairy & Eggs,Yogurt,32 oz,3.54,2.49
P00313,Parkside Pasta 32 oz,Parkside,Grains and Pasta,Pasta,32 oz,2.93,1.72
P00314,Hudson Valley Rice 6 pack,Hudson Valley,Grains and Pasta,Rice,6 pack,1.65,1.11
P00315,Village Choice Hard Candy 2 lb,Village Choice,Candy,Hard Candy,2 lb,2.12,1.34
P00316,Parkside Pork 32 oz,Parkside,Meat and Seafood,Pork,32 oz,9.11,5.32
P00317,Parkside Energy Drinks 12 oz,Parkside,Beverages,Energy Drinks,12 oz,3.86,2.37
P00318,Chelsea Star Energy Drinks 1 lb,Chelsea Star,Beverages,Energy Drinks,1 lb,2.6,1.87
P00319,Nolita Fresh Ice Cream 32 oz,Nolita Fresh,Frozen Foods,Ice Cream,32 oz,7.42,4.96
P00320,Harbor View Spirits 32 oz,Harbor View,Alcohol,Spirits,32 oz,17.21,11.24
P00321,Village Choice Spirits 8 oz,Village Choice,Alcohol,Spirits,8 oz,13.86,10.5
P00322,Nolita Fresh Treats 6 pack,Nolita Fresh,Pet Food,Treats,6 pack,6.65,5.26
P00323,Gotham Cookies 1 ct,Gotham,Snacks/Cookies/Chips,Cookies,1 ct,3.29,2.58
P00324,Gotham Bowls 24 oz,Gotham,Prepared Meals,Bowls,24 oz,6.88,4.1
P00325,Village Choice Ice Cream 16 oz,Village Choice,Frozen Foods,Ice Cream,16 oz,6.64,4.61
P00326,Village Choice Pasta 8 oz,Village Choice,Grains and Pasta,Pasta,8 oz,2.4,1.83
P00327,Mancino Bars 1 ct,Mancino,Breakfast & Cereal,Bars,1 ct,4.9,2.94
P00328,Hudson Valley Gummies 32 oz,Hudson Valley,Candy,Gummies,32 oz,2.26,1.34
P00329,Empire Mints 24 oz,Empire,Candy,Mints,24 oz,2.76,1.98
P00330,NoHo Co Baking Mix 12 pack,NoHo Co,Baking,Baking Mix,12 pack,3.15,2.14
P00331,Empire Cat Food 32 oz,Empire,Pet Food,Cat Food,32 oz,8.7,5.64
P00332,Rivertown Cat Food 1 lb,Rivertown,Pet Food,Cat Food,1 lb,6.45,4.86
P00333,Parkside Salads 12 oz,Parkside,Prepared Meals,Salads,12 oz,4.81,3.2
P00334,Village Choice Sugar 2 lb,Village Choice,Baking,Sugar,2 lb,2.72,1.7
P00335,GreenLeaf Nuts 12 oz,GreenLeaf,Snacks/Cookies/Chips,Nuts,12 oz,3.01,1.83
P00336,Mancino Soups 32 oz,Mancino,Prepared Meals,Soups,32 oz,12.16,9.42
P00337,Parkside Cold Cuts 1 lb,Parkside,Deli,Cold Cuts,1 lb,7.38,5.73
P00338,Chelsea Star Quinoa 2 lb,Chelsea Star,Grains and Pasta,Quinoa,2 lb,1.44,1.02
P00339,Hudson Valley Cookies 24 oz,Hudson Valley,Snacks/Cookies/Chips,Cookies,24 oz,2.07,1.21
P00340,Chelsea Star Milk 12 pack,Chelsea Star,Dairy & Eggs,Milk,12 pack,4.66,3.49
P00341,Village Choice Gummies 12 oz,Village Choice,Candy,Gummies,12 oz,2.93,2.27
P00342,Nolita Fresh Noodles 32 oz,Nolita Fresh,Grains and Pasta,Noodles,32 oz,4.41,3.29
P00343,Hudson Valley Noodles 16 oz,Hudson Valley,Grains and Pasta,Noodles,16 oz,2.23,1.37
P00344,Rivertown Beer 6 pack,Rivertown,Alcohol,Beer,6 pack,9.7,7.14
P00345,Gotham Bread 12 pack,Gotham,Bakery,Bread,12 pack,4.07,3.01
P00346,Parkside Yeast 1 lb,Parkside,Baking,Yeast,1 lb,3.11,2.39
P00347,Chelsea Star Noodles 16 oz,Chelsea Star,Grains and Pasta,Noodles,16 oz,3.24,1.87
P00348,Village Choice Cat Food 12 oz,Village Choice,Pet Food,Cat Food,12 oz,6.16,4.69
P00349,Chelsea Star Popcorn 2 lb,Chelsea Star,Snacks/Cookies/Chips,Popcorn,2 lb,2.8,2.1
P00350,Nolita Fresh Cereal 1 lb,Nolita Fresh,Breakfast & Cereal,Cereal,1 lb,3.52,2.07
P00351,Parkside Energy Drinks 24 oz,Parkside,Beverages,Energy Drinks,24 oz,3.63,2.65
P00352,Hudson Valley Cookies 1 lb,Hudson Valley,Snacks/Cookies/Chips,Cookies,1 lb,2.38,1.69
P00353,GreenLeaf Prepared 8 oz,GreenLeaf,Deli,Prepared,8 oz,6.65,4.08
P00354,Gotham Hot Sauce 12 oz,Gotham,Condiments/Sauces/Spices,Hot Sauce,12 oz,5.6,3.56
P00355,Hudson Valley Popcorn 24 oz,Hudson Valley,Snacks/Cookies/Chips,Popcorn,24 oz,1.92,1.28
P00356,Mancino Pasta 1 lb,Mancino,Grains and Pasta,Pasta,1 lb,3.63,2.86
P00357,Chelsea Star Juice 24 oz,Chelsea Star,Beverages,Juice,24 oz,3.22,2.18
P00358,Chelsea Star Bagels 24 oz,Chelsea Star,Bakery,Bagels,24 oz,3.02,2.12
P00359,GreenLeaf Crackers 16 oz,GreenLeaf,Snacks/Cookies/Chips,Crackers,16 oz,3.08,2.23
P00360,Rivertown Salads 16 oz,Rivertown,Prepared Meals,Salads,16 oz,9.59,7.49
P00361,Empire Baking Mix 12 oz,Empire,Baking,Baking Mix,12 oz,2.87,1.99
P00362,Empire Pasta 8 oz,Empire,Grains and Pasta,Pasta,8 oz,2.81,1.97
P00363,Chelsea Star Gummies 1 lb,Chelsea Star,Candy,Gummies,1 lb,3.72,2.91
P00364,Rivertown Beer 8 oz,Rivertown,Alcohol,Beer,8 oz,10.56,8.25
P00365,NoHo Co Yeast 12 oz,NoHo Co,Baking,Yeast,12 oz,2.73,2.17
P00366,Parkside Beef 6 pack,Parkside,Meat and Seafood,Beef,6 pack,8.72,6.62
P00367,NoHo Co Bowls 1 ct,NoHo Co,Prepared Meals,Bowls,1 ct,8.11,5.66
P00368,NoHo Co Cakes 24 oz,NoHo Co,Bakery,Cakes,24 oz,5.26,3.42
P00369,Nolita Fresh Pizza 12 pack,Nolita Fresh,Frozen Foods,Pizza,12 pack,6.25,4.69
P00370,Village Choice Bars 8 oz,Village Choice,Breakfast & Cereal,Bars,8 oz,4.04,2.23
P00371,Harbor View Wine 2 lb,Harbor View,Alcohol,Wine,2 lb,9.32,6.38
P00372,Parkside Pasta 6 pack,Parkside,Grains and Pasta,Pasta,6 pack,1.65,1.29
P00373,GreenLeaf Bread 1 ct,GreenLeaf,Bakery,Bread,1 ct,2.9,2.13
P00374,Empire Flour 32 oz,Empire,Baking,Flour,32 oz,2.53,1.68
P00375,Harbor View Ice Cream 1 ct,Harbor View,Frozen Foods,Ice Cream,1 ct,6.09,3.56
P00376,Parkside Cheese 12 pack,Parkside,Deli,Cheese,12 pack,4.12,2.45
P00377,Hudson Valley Meals 12 oz,Hudson Valley,Frozen Foods,Meals,12 oz,3.31,2.58
P00378,Nolita Fresh Nuts 24 oz,Nolita Fresh,Snacks/Cookies/Chips,Nuts,24 oz,2.96,1.9
P00379,Gotham Soy Sauce 2 lb,Gotham,Condiments/Sauces/Spices,Soy Sauce,2 lb,5.56,3.08
P00380,Harbor View Mints 2 lb,Harbor View,Candy,Mints,2 lb,3.31,2.37
P00381,GreenLeaf Beef 2 lb,GreenLeaf,Meat and Seafood,Beef,2 lb,8.41,4.8
P00382,GreenLeaf Hard Candy 16 oz,GreenLeaf,Candy,Hard Candy,16 oz,1.9,1.52
P00383,Hudson Valley Noodles 12 oz,Hudson Valley,Grains and Pasta,Noodles,12 oz,4.76,2.7
P00384,Hudson Valley Chips 2 lb,Hudson Valley,Snacks/Cookies/Chips,Chips,2 lb,3.04,2.24
P00385,Empire Pastries 12 pack,Empire,Bakery,Pastries,12 pack,4.2,2.53
P00386,NoHo Co Spirits 12 pack,NoHo Co,Alcohol,Spirits,12 pack,11.57,6.92
P00387,Harbor View Chocolate 1 lb,Harbor View,Candy,Chocolate,1 lb,2.48,1.71
P00388,Nolita Fresh Popcorn 8 oz,Nolita Fresh,Snacks/Cookies/Chips,Popcorn,8 oz,2.62,1.48
P00389,GreenLeaf Granola 12 oz,GreenLeaf,Breakfast & Cereal,Granola,12 oz,4.22,2.87
P00390,Empire Veggies 6 pack,Empire,Frozen Foods,Veggies,6 pack,9.47,6.25
P00391,GreenLeaf Soda 12 pack,GreenLeaf,Beverages,Soda,12 pack,4.1,2.41
P00392,Rivertown Chocolate 1 ct,Rivertown,Candy,Chocolate,1 ct,1.49,0.89
P00393,NoHo Co Energy Drinks 1 ct,NoHo Co,Beverages,Energy Drinks,1 ct,2.11,1.5
P00394,Chelsea Star Pizza 32 oz,Chelsea Star,Frozen Foods,Pizza,32 oz,5.35,3.49
P00395,Rivertown Beer 32 oz,Rivertown,Alcohol,Beer,32 oz,15.16,8.44
P00396,GreenLeaf Cat Food 8 oz,GreenLeaf,Pet Food,Cat Food,8 oz,9.62,5.82
P00397,Chelsea Star Sugar 2 lb,Chelsea Star,Baking,Sugar,2 lb,4.19,2.33
P00398,Nolita Fresh Bagels 8 oz,Nolita Fresh,Bakery,Bagels,8 oz,3.02,1.74
P00399,Harbor View Bagels 2 lb,Harbor View,Bakery,Bagels,2 lb,3.51,2.5
P00400,Empire Yogurt 1 lb,Empire,Dairy & Eggs,Yogurt,1 lb,3.96,2.41
P00401,Chelsea Star Granola 1 ct,Chelsea Star,Breakfast & Cereal,Granola,1 ct,4.24,3.1
P00402,Empire Bread 16 oz,Empire,Bakery,Bread,16 oz,3.64,2.78
P00403,Village Choice Salads 12 oz,Village Choice,Prepared Meals,Salads,12 oz,7.31,5.24
P00404,Village Choice Bars 2 lb,Village Choice,Breakfast & Cereal,Bars,2 lb,6.01,3.61
P00405,Parkside Eggs 2 lb,Parkside,Dairy & Eggs,Eggs,2 lb,4.06,2.25
P00406,NoHo Co Oatmeal 12 oz,NoHo Co,Breakfast & Cereal,Oatmeal,12 oz,4.16,2.38
P00407,Hudson Valley Mints 32 oz,Hudson Valley,Candy,Mints,32 oz,2.71,1.78
P00408,NoHo Co Noodles 32 oz,NoHo Co,Grains and Pasta,Noodles,32 oz,1.83,1.41
P00409,Harbor View Beer 1 ct,Harbor View,Alcohol,Beer,1 ct,10.53,6.47
P00410,Gotham Beer 32 oz,Gotham,Alcohol,Beer,32 oz,15.6,10.06
P00411,Rivertown Juice 32 oz,Rivertown,Beverages,Juice,32 oz,2.03,1.43
P00412,Mancino Chocolate 6 pack,Mancino,Candy,Chocolate,6 pack,2.91,1.9
P00413,Empire Fish 16 oz,Empire,Meat and Seafood,Fish,16 oz,5.35,3.34
P00414,Nolita Fresh Spices 24 oz,Nolita Fresh,Condiments/Sauces/Spices,Spices,24 oz,5.35,4.21
P00415,Village Choice Prepared 1 lb,Village Choice,Deli,Prepared,1 lb,5.24,4.02
P00416,Nolita Fresh Cakes 8 oz,Nolita Fresh,Bakery,Cakes,8 oz,4.42,2.97
P00417,Parkside Ketchup 12 oz,Parkside,Condiments/Sauces/Spices,Ketchup,12 oz,3.6,2.36
P00418,Chelsea Star Cookies 2 lb,Chelsea Star,Snacks/Cookies/Chips,Cookies,2 lb,3.11,1.73
P00419,Nolita Fresh Meals 2 lb,Nolita Fresh,Frozen Foods,Meals,2 lb,7.02,4.97
P00420,Harbor View Cereal 8 oz,Harbor View,Breakfast & Cereal,Cereal,8 oz,2.93,1.8
P00421,Chelsea Star Gummies 6 pack,Chelsea Star,Candy,Gummies,6 pack,2.61,2.08
P00422,Hudson Valley Cookies 2 lb,Hudson Valley,Snacks/Cookies/Chips,Cookies,2 lb,2.87,1.96
P00423,Gotham Chips 2 lb,Gotham,Snacks/Cookies/Chips,Chips,2 lb,2.62,1.45
P00424,NoHo Co Meals 12 oz,NoHo Co,Frozen Foods,Meals,12 oz,5.35,4.17
P00425,Nolita Fresh Hot Sauce 1 lb,Nolita Fresh,Condiments/Sauces/Spices,Hot Sauce,1 lb,3.68,2.28
P00426,Empire Water 12 oz,Empire,Beverages,Water,12 oz,2.35,1.62
P00427,Hudson Valley Prepared 12 pack,Hudson Valley,Deli,Prepared,12 pack,7.76,4.67
P00428,GreenLeaf Cold Cuts 1 lb,GreenLeaf,Deli,Cold Cuts,1 lb,6.75,3.73
P00429,Gotham Chicken 12 oz,Gotham,Meat and Seafood,Chicken,12 oz,9.59,6.71
P00430,Gotham Baking Mix 16 oz,Gotham,Baking,Baking Mix,16 oz,4.47,3.2
P00431,Village Choice Veggies 12 oz,Village Choice,Frozen Foods,Veggies,12 oz,4.1,2.79
P00432,Parkside Yeast 1 ct,Parkside,Baking,Yeast,1 ct,2.54,1.43
P00433,Village Choice Soups 1 ct,Village Choice,Prepared Meals,Soups,1 ct,9.11,5.2
P00434,Village Choice Quinoa 1 lb,Village Choice,Grains and Pasta,Quinoa,1 lb,2.09,1.46
P00435,Hudson Valley Yeast 6 pack,Hudson Valley,Baking,Yeast,6 pack,3.0,1.87
P00436,Rivertown Yogurt 1 ct,Rivertown,Dairy & Eggs,Yogurt,1 ct,2.46,1.57
P00437,NoHo Co Wine 12 oz,NoHo Co,Alcohol,Wine,12 oz,9.4,6.5
P00438,Parkside Bars 8 oz,Parkside,Breakfast & Cereal,Bars,8 oz,5.86,3.92
P00439,Rivertown Wine 12 oz,Rivertown,Alcohol,Wine,12 oz,13.58,9.96
P00440,Chelsea Star Pasta 1 ct,Chelsea Star,Grains and Pasta,Pasta,1 ct,2.62,1.58
P00441,Parkside Cheese 1 ct,Parkside,Deli,Cheese,1 ct,5.2,3.51
P00442,Mancino Prepared 6 pack,Mancino,Deli,Prepared,6 pack,6.19,4.33
P00443,Village Choice Treats 24 oz,Village Choice,Pet Food,Treats,24 oz,9.33,5.38
P00444,NoHo Co Mints 16 oz,NoHo Co,Candy,Mints,16 oz,2.1,1.19
P00445,Hudson Valley Wine 1 lb,Hudson Valley,Alcohol,Wine,1 lb,11.9,8.59
P00446,NoHo Co Beef 16 oz,NoHo Co,Meat and Seafood,Beef,16 oz,14.01,9.23
P00447,Nolita Fresh Beer 6 pack,Nolita Fresh,Alcohol,Beer,6 pack,14.32,10.74
P00448,NoHo Co Eggs 1 ct,NoHo Co,Dairy & Eggs,Eggs,1 ct,3.04,2.2
P00449,GreenLeaf Baking Mix 32 oz,GreenLeaf,Baking,Baking Mix,32 oz,4.09,2.62
P00450,GreenLeaf Soy Sauce 1 ct,GreenLeaf,Condiments/Sauces/Spices,Soy Sauce,1 ct,2.36,1.35
P00451,Village Choice Spirits 1 lb,Village Choice,Alcohol,Spirits,1 lb,11.78,7.02
P00452,Hudson Valley Pastries 12 pack,Hudson Valley,Bakery,Pastries,12 pack,4.67,3.2
P00453,Rivertown Noodles 32 oz,Rivertown,Grains and Pasta,Noodles,32 oz,2.75,2.07
P00454,Empire Shrimp 1 lb,Empire,Meat and Seafood,Shrimp,1 lb,10.48,7.49
P00455,GreenLeaf Bagels 32 oz,GreenLeaf,Bakery,Bagels,32 oz,4.93,3.02
P00456,Empire Noodles 1 ct,Empire,Grains and Pasta,Noodles,1 ct,2.8,1.88
P00457,Rivertown Beef 12 pack,Rivertown,Meat and Seafood,Beef,12 pack,10.02,5.96
P00458,Empire Hot Sauce 12 pack,Empire,Condiments/Sauces/Spices,Hot Sauce,12 pack,3.69,2.55
P00459,NoHo Co Cakes 1 lb,NoHo Co,Bakery,Cakes,1 lb,3.05,2.38
P00460,Rivertown Wine 16 oz,Rivertown,Alcohol,Wine,16 oz,15.61,12.38
P00461,Parkside Water 24 oz,Parkside,Beverages,Water,24 oz,2.97,2.27
P00462,Empire Juice 12 oz,Empire,Beverages,Juice,12 oz,3.56,2.71
P00463,NoHo Co Cereal 12 pack,NoHo Co,Breakfast & Cereal,Cereal,12 pack,5.69,3.18
P00464,Mancino Nuts 1 lb,Mancino,Snacks/Cookies/Chips,Nuts,1 lb,2.64,1.85
P00465,Empire Treats 1 ct,Empire,Pet Food,Treats,1 ct,6.28,3.57
P00466,Empire Mustard 16 oz,Empire,Condiments/Sauces/Spices,Mustard,16 oz,3.24,2.35
P00467,Empire Nuts 6 pack,Empire,Snacks/Cookies/Chips,Nuts,6 pack,4.11,2.33
P00468,GreenLeaf Wine 24 oz,GreenLeaf,Alcohol,Wine,24 oz,9.6,6.04
P00469,Rivertown Eggs 6 pack,Rivertown,Dairy & Eggs,Eggs,6 pack,5.03,3.17
P00470,Gotham Tea 32 oz,Gotham,Beverages,Tea,32 oz,3.15,2.23
P00471,Gotham Soups 1 lb,Gotham,Prepared Meals,Soups,1 lb,8.55,5.2
P00472,Parkside Noodles 32 oz,Parkside,Grains and Pasta,Noodles,32 oz,3.12,1.74
P00473,NoHo Co Soups 12 pack,NoHo Co,Prepared Meals,Soups,12 pack,8.17,6.41
P00474,Gotham Mustard 1 ct,Gotham,Condiments/Sauces/Spices,Mustard,1 ct,4.57,3.43
P00475,Mancino Baking Mix 6 pack,Mancino,Baking,Baking Mix,6 pack,3.08,2.06
P00476,NoHo Co Cookies 12 oz,NoHo Co,Snacks/Cookies/Chips,Cookies,12 oz,4.27,3.02
P00477,Hudson Valley Shrimp 32 oz,Hudson Valley,Meat and Seafood,Shrimp,32 oz,8.05,5.28
P00478,Rivertown Bagels 6 pack,Rivertown,Bakery,Bagels,6 pack,5.75,4.22
P00479,Empire Treats 2 lb,Empire,Pet Food,Treats,2 lb,6.3,4.02
P00480,Parkside Bagels 1 lb,Parkside,Bakery,Bagels,1 lb,3.73,2.32
P00481,Harbor View Dog Food 8 oz,Harbor View,Pet Food,Dog Food,8 oz,5.45,3.05
P00482,GreenLeaf Spices 24 oz,GreenLeaf,Condiments/Sauces/Spices,Spices,24 oz,2.89,1.6
P00483,GreenLeaf Ketchup 24 oz,GreenLeaf,Condiments/Sauces/Spices,Ketchup,24 oz,3.47,2.24
P00484,Hudson Valley Wine 1 lb,Hudson Valley,Alcohol,Wine,1 lb,12.72,9.16
P00485,Empire Wraps 8 oz,Empire,Prepared Meals,Wraps,8 oz,10.23,8.04
P00486,Nolita Fresh Bars 16 oz,Nolita Fresh,Breakfast & Cereal,Bars,16 oz,4.27,2.85
P00487,Parkside Soups 1 ct,Parkside,Prepared Meals,Soups,1 ct,6.04,4.82
P00488,Mancino Beer 32 oz,Mancino,Alcohol,Beer,32 oz,13.2,8.02
P00489,NoHo Co Juice 1 ct,NoHo Co,Beverages,Juice,1 ct,3.13,2.2
P00490,Hudson Valley Cheese 32 oz,Hudson Valley,Deli,Cheese,32 oz,6.79,4.6
P00491,Hudson Valley Water 8 oz,Hudson Valley,Beverages,Water,8 oz,2.56,1.55
P00492,Village Choice Energy Drinks 1 ct,Village Choice,Beverages,Energy Drinks,1 ct,2.63,1.57
P00493,Hudson Valley Milk 6 pack,Hudson Valley,Dairy & Eggs,Milk,6 pack,2.98,1.68
P00494,Village Choice Pizza 12 pack,Village Choice,Frozen Foods,Pizza,12 pack,8.75,6.93
P00495,Nolita Fresh Veggies 16 oz,Nolita Fresh,Frozen Foods,Veggies,16 oz,9.27,6.71
P00496,Mancino Bars 1 ct,Mancino,Breakfast & Cereal,Bars,1 ct,3.9,2.3
P00497,Chelsea Star Gummies 2 lb,Chelsea Star,Candy,Gummies,2 lb,2.18,1.32
P00498,NoHo Co Flour 1 lb,NoHo Co,Baking,Flour,1 lb,4.1,2.81
P00499,Harbor View Bread 6 pack,Harbor View,Bakery,Bread,6 pack,5.89,3.37
P00500,Harbor View Spirits 1 lb,Harbor View,Alcohol,Spirits,1 lb,18.8,14.46
P00501,GreenLeaf Cereal 12 oz,GreenLeaf,Breakfast & Cereal,Cereal,12 oz,3.86,2.98
P00502,Nolita Fresh Gummies 12 oz,Nolita Fresh,Candy,Gummies,12 oz,2.27,1.79
P00503,Empire Bowls 8 oz,Empire,Prepared Meals,Bowls,8 oz,8.59,6.13
P00504,Village Choice Hard Candy 16 oz,Village Choice,Candy,Hard Candy,16 oz,2.72,1.87
P00505,Nolita Fresh Popcorn 6 pack,Nolita Fresh,Snacks/Cookies/Chips,Popcorn,6 pack,2.87,1.85
P00506,Empire Rice 12 oz,Empire,Grains and Pasta,Rice,12 oz,2.05,1.26
P00507,Mancino Fish 32 oz,Mancino,Meat and Seafood,Fish,32 oz,8.93,5.09
P00508,Gotham Soda 8 oz,Gotham,Beverages,Soda,8 oz,4.7,2.84
P00509,NoHo Co Hard Candy 2 lb,NoHo Co,Candy,Hard Candy,2 lb,2.2,1.68
P00510,Parkside Nuts 32 oz,Parkside,Snacks/Cookies/Chips,Nuts,32 oz,3.17,2.14
P00511,Gotham Spirits 32 oz,Gotham,Alcohol,Spirits,32 oz,22.57,17.07
P00512,Village Choice Chocolate 1 lb,Village Choice,Candy,Chocolate,1 lb,2.19,1.39
P00513,GreenLeaf Cereal 2 lb,GreenLeaf,Breakfast & Cereal,Cereal,2 lb,5.34,3.29
P00514,Nolita Fresh Cat Food 6 pack,Nolita Fresh,Pet Food,Cat Food,6 pack,11.11,8.55
P00515,GreenLeaf Cat Food 16 oz,GreenLeaf,Pet Food,Cat Food,16 oz,8.11,6.19
P00516,GreenLeaf Butter 12 pack,GreenLeaf,Dairy & Eggs,Butter,12 pack,4.62,3.54
P00517,Nolita Fresh Cereal 2 lb,Nolita Fresh,Breakfast & Cereal,Cereal,2 lb,5.52,4.0
P00518,Chelsea Star Cakes 16 oz,Chelsea Star,Bakery,Cakes,16 oz,4.54,3.27
P00519,GreenLeaf Cheese 12 oz,GreenLeaf,Deli,Cheese,12 oz,8.48,5.0
P00520,Village Choice Pastries 32 oz,Village Choice,Bakery,Pastries,32 oz,4.7,3.62
P00521,Chelsea Star Bars 2 lb,Chelsea Star,Breakfast & Cereal,Bars,2 lb,4.32,2.74
P00522,GreenLeaf Yeast 6 pack,GreenLeaf,Baking,Yeast,6 pack,3.63,2.67
P00523,GreenLeaf Spirits 1 ct,GreenLeaf,Alcohol,Spirits,1 ct,13.16,9.98
P00524,Village Choice Hot Sauce 8 oz,Village Choice,Condiments/Sauces/Spices,Hot Sauce,8 oz,3.17,2.15
P00525,GreenLeaf Cakes 12 pack,GreenLeaf,Bakery,Cakes,12 pack,4.2,2.97
P00526,Mancino Wraps 16 oz,Mancino,Prepared Meals,Wraps,16 oz,8.09,4.97
P00527,Village Choice Nuts 6 pack,Village Choice,Snacks/Cookies/Chips,Nuts,6 pack,3.53,2.63
P00528,Hudson Valley Beer 24 oz,Hudson Valley,Alcohol,Beer,24 oz,20.61,11.89
P00529,GreenLeaf Bowls 2 lb,GreenLeaf,Prepared Meals,Bowls,2 lb,8.51,6.73
P00530,Chelsea Star Pizza 16 oz,Chelsea Star,Frozen Foods,Pizza,16 oz,9.64,6.13
P00531,GreenLeaf Noodles 1 lb,GreenLeaf,Grains and Pasta,Noodles,1 lb,2.91,1.68
P00532,Chelsea Star Milk 16 oz,Chelsea Star,Dairy & Eggs,Milk,16 oz,3.67,2.88
P00533,Harbor View Cheese 1 lb,Harbor View,Deli,Cheese,1 lb,5.37,3.36
P00534,Gotham Quinoa 12 oz,Gotham,Grains and Pasta,Quinoa,12 oz,2.62,1.9
P00535,Empire Spirits 6 pack,Empire,Alcohol,Spirits,6 pack,12.41,7.9
P00536,NoHo Co Cheese 12 oz,NoHo Co,Deli,Cheese,12 oz,5.04,3.55
