bundle_qty,buy_qty,can_stack,category,end_date,get_qty,get_type,mechanic,name,percent_off,priority,promotion_id,scope_type,start_date
,,FALSE,Beverages,2025-07-19,,,COUPON,COUPON Beverages 2025-07-13,15,2,PR-2025-07-13-174,CATEGORY,2025-07-13
,,FALSE,,2025-07-26,,,MANAGER_SPECIAL,MANAGER_SPECIAL Deli 2025-07-20,25,1,PR-2025-07-20-175,SKU,2025-07-20
,,FALSE,Condiments/Sauces/Spices,2025-07-26,,,COUPON,COUPON Condiments/Sauces/Spices 2025-07-20,25,3,PR-2025-07-20-176,CATEGORY,2025-07-20
,2,FALSE,Pet Food,2025-07-26,1,PCT,BOGO,BOGO Pet Food 2025-07-20,50,3,PR-2025-07-20-177,CATEGORY,2025-07-20
,,FALSE,,2025-07-26,,,MANAGER_SPECIAL,MANAGER_SPECIAL Baking 2025-07-20,15,1,PR-2025-07-20-178,SKU,2025-07-20
,,FALSE,,2025-07-26,,,COUPON,COUPON Grains and Pasta 2025-07-20,15,2,PR-2025-07-20-179,SKU,2025-07-20
,,FALSE,,2025-07-26,,,COUPON,COUPON Meat and Seafood 2025-07-20,15,3,PR-2025-07-20-180,SKU,2025-07-20
,,FALSE,Condiments/Sauces/Spices,2025-08-02,,,MANAGER_SPECIAL,MANAGER_SPECIAL Condiments/Sauces/Spices 2025-07-27,25,3,PR-2025-07-27-181,CATEGORY,2025-07-27
,,FALSE,Breakfast & Cereal,2025-08-02,,,MANAGER_SPECIAL,MANAGER_SPECIAL Breakfast & Cereal 2025-07-27,30,2,PR-2025-07-27-182,CATEGORY,2025-07-27
,,FALSE,,2025-08-02,,,MANAGER_SPECIAL,MANAGER_SPECIAL Alcohol 2025-07-27,10,3,PR-2025-07-27-183,SKU,2025-07-27
,,FALSE,,2025-08-02,,,COUPON,COUPON Dairy & Eggs 2025-07-27,25,2,PR-2025-07-27-184,SKU,2025-07-27
2,,FALSE,Frozen Foods,2025-08-02,,,BUNDLE,BUNDLE Frozen Foods 2025-07-27,10,2,PR-2025-07-27-185,CATEGORY,2025-07-27
,,FALSE,Candy,2025-08-02,,,COUPON,COUPON Candy 2025-07-27,15,3,PR-2025-07-27-186,CATEGORY,2025-07-27
,,FALSE,Baking,2025-08-09,,,COUPON,COUPON Baking 2025-08-03,20,1,PR-2025-08-03-187,CATEGORY,2025-08-03
,1,FALSE,Candy,2025-08-09,1,FREE,BOGO,BOGO Candy 2025-08-03,100,3,PR-2025-08-03-188,CATEGORY,2025-08-03
,1,FALSE,Pet Food,2025-08-09,1,FREE,BOGO,BOGO Pet Food 2025-08-03,100,3,PR-2025-08-03-189,CATEGORY,2025-08-03
3,,FALSE,,2025-08-09,,,BUNDLE,BUNDLE Frozen Foods 2025-08-03,15,3,PR-2025-08-03-190,SKU,2025-08-03
,,FALSE,,2025-08-09,,,MANAGER_SPECIAL,MANAGER_SPECIAL Alcohol 2025-08-03,30,1,PR-2025-08-03-191,SKU,2025-08-03
,,FALSE,Condiments/Sauces/Spices,2025-08-09,,,COUPON,COUPON Condiments/Sauces/Spices 2025-08-03,10,1,PR-2025-08-03-192,CATEGORY,2025-08-03
,,FALSE,Condiments/Sauces/Spices,2025-08-16,,,COUPON,COUPON Condiments/Sauces/Spices 2025-08-10,30,2,PR-2025-08-10-193,CATEGORY,2025-08-10
,,FALSE,Prepared Meals,2025-08-16,,,COUPON,COUPON Prepared Meals 2025-08-10,15,1,PR-2025-08-10-194,CATEGORY,2025-08-10
,,FALSE,,2025-08-16,,,COUPON,COUPON Dairy & Eggs 2025-08-10,25,3,PR-2025-08-10-195,SKU,2025-08-10
,,FALSE,Baking,2025-08-16,,,MANAGER_SPECIAL,MANAGER_SPECIAL Baking 2025-08-10,30,3,PR-2025-08-10-196,CATEGORY,2025-08-10
,,FALSE,Pet Food,2025-08-16,,,MANAGER_SPECIAL,MANAGER_SPECIAL Pet Food 2025-08-10,10,2,PR-2025-08-10-197,CATEGORY,2025-08-10
,,FALSE,,2025-08-16,,,MANAGER_SPECIAL,MANAGER_SPECIAL Snacks/Cookies/Chips 2025-08-10,20,1,PR-2025-08-10-198,SKU,2025-08-10
,,FALSE,,2025-08-23,,,MANAGER_SPECIAL,MANAGER_SPECIAL Condiments/Sauces/Spices 2025-08-17,15,3,PR-2025-08-17-199,SKU,2025-08-17
,,FALSE,,2025-08-23,,,MANAGER_SPECIAL,MANAGER_SPECIAL Dairy & Eggs 2025-08-17,15,1,PR-2025-08-17-200,SKU,2025-08-17
,,FALSE,,2025-08-23,,,MANAGER_SPECIAL,MANAGER_SPECIAL Snacks/Cookies/Chips 2025-08-17,10,1,PR-2025-08-17-201,SKU,2025-08-17
,,FALSE,Frozen Foods,2025-08-23,,,COUPON,COUPON Frozen Foods 2025-08-17,20,2,PR-2025-08-17-202,CATEGORY,2025-08-17
3,,FALSE,Breakfast & Cereal,2025-08-23,,,BUNDLE,BUNDLE Breakfast & Cereal 2025-08-17,15,1,PR-2025-08-17-203,CATEGORY,2025-08-17
,,FALSE,,2025-08-23,,,COUPON,COUPON Baking 2025-08-17,10,2,PR-2025-08-17-204,SKU,2025-08-17
,,FALSE,,2025-08-30,,,COUPON,COUPON Breakfast & Cereal 2025-08-24,15,1,PR-2025-08-24-205,SKU,2025-08-24
,,FALSE,Alcohol,2025-08-30,,,COUPON,COUPON Alcohol 2025-08-24,10,3,PR-2025-08-24-206,CATEGORY,2025-08-24
,,FALSE,,2025-08-30,,,COUPON,COUPON Deli 2025-08-24,25,1,PR-2025-08-24-207,SKU,2025-08-24
,,FALSE,Dairy & Eggs,2025-08-30,,,MANAGER_SPECIAL,MANAGER_SPECIAL Dairy & Eggs 2025-08-24,20,2,PR-2025-08-24-208,CATEGORY,2025-08-24
,,FALSE,Bakery,2025-08-30,,,COUPON,COUPON Bakery 2025-08-24,25,1,PR-2025-08-24-209,CATEGORY,2025-08-24
,,FALSE,Candy,2025-08-30,,,MANAGER_SPECIAL,MANAGER_SPECIAL Candy 2025-08-24,25,3,PR-2025-08-24-210,CATEGORY,2025-08-24
,,FALSE,,2025-09-06,,,MANAGER_SPECIAL,MANAGER_SPECIAL Prepared Meals 2025-08-31,15,3,PR-2025-08-31-211,SKU,2025-08-31
,,FALSE,Meat and Seafood,2025-09-06,,,COUPON,COUPON Meat and Seafood 2025-08-31,30,3,PR-2025-08-31-212,CATEGORY,2025-08-31
,,FALSE,Candy,2025-09-06,,,COUPON,COUPON Candy 2025-08-31,10,2,PR-2025-08-31-213,CATEGORY,2025-08-31
,,FALSE,Alcohol,2025-09-06,,,COUPON,COUPON Alcohol 2025-08-31,25,3,PR-2025-08-31-214,CATEGORY,2025-08-31
,,FALSE,Dairy & Eggs,2025-09-06,,,COUPON,COUPON Dairy & Eggs 2025-08-31,30,3,PR-2025-08-31-215,CATEGORY,2025-08-31
,,FALSE,,2025-09-06,,,MANAGER_SPECIAL,MANAGER_SPECIAL Baking 2025-08-31,10,2,PR-2025-08-31-216,SKU,2025-08-31
,,FALSE,,2025-09-13,,,COUPON,COUPON Breakfast & Cereal 2025-09-07,20,2,PR-2025-09-07-217,SKU,2025-09-07
,,FALSE,,2025-09-13,,,MANAGER_SPECIAL,MANAGER_SPECIAL Deli 2025-09-07,30,2,PR-2025-09-07-218,SKU,2025-09-07
4,,FALSE,,2025-09-13,,,BUNDLE,BUNDLE Candy 2025-09-07,20,3,PR-2025-09-07-219,SKU,2025-09-07
,,FALSE,,2025-09-13,,,COUPON,COUPON Meat and Seafood 2025-09-07,10,2,PR-2025-09-07-220,SKU,2025-09-07
,,FALSE,,2025-09-13,,,MANAGER_SPECIAL,MANAGER_SPECIAL Condiments/Sauces/Spices 2025-09-07,25,1,PR-2025-09-07-221,SKU,2025-09-07
,,FALSE,Snacks/Cookies/Chips,2025-09-13,,,COUPON,COUPON Snacks/Cookies/Chips 2025-09-07,20,3,PR-2025-09-07-222,CATEGORY,2025-09-07
,,FALSE,,2025-09-20,,,MANAGER_SPECIAL,MANAGER_SPECIAL Alcohol 2025-09-14,20,1,PR-2025-09-14-223,SKU,2025-09-14
,,FALSE,,2025-09-20,,,MANAGER_SPECIAL,MANAGER_SPECIAL Meat and Seafood 2025-09-14,25,2,PR-2025-09-14-224,SKU,2025-09-14
,,FALSE,Pet Food,2025-09-20,,,COUPON,COUPON Pet Food 2025-09-14,10,3,PR-2025-09-14-225,CATEGORY,2025-09-14
2,,FALSE,,2025-09-20,,,BUNDLE,BUNDLE Breakfast & Cereal 2025-09-14,20,1,PR-2025-09-14-226,SKU,2025-09-14
,,FALSE,Condiments/Sauces/Spices,2025-09-20,,,MANAGER_SPECIAL,MANAGER_SPECIAL Condiments/Sauces/Spices 2025-09-14,25,2,PR-2025-09-14-227,CATEGORY,2025-09-14
3,,FALSE,,2025-09-20,,,BUNDLE,BUNDLE Grains and Pasta 2025-09-14,20,1,PR-2025-09-14-228,SKU,2025-09-14
,,FALSE,,2025-09-27,,,MANAGER_SPECIAL,MANAGER_SPECIAL Pet Food 2025-09-21,25,1,PR-2025-09-21-229,SKU,2025-09-21
4,,FALSE,,2025-09-27,,,BUNDLE,BUNDLE Dairy & Eggs 2025-09-21,10,1,PR-2025-09-21-230,SKU,2025-09-21
2,,FALSE,,2025-09-27,,,BUNDLE,BUNDLE Breakfast & Cereal 2025-09-21,15,1,PR-2025-09-21-231,SKU,2025-09-21
,,FALSE,Beverages,2025-09-27,,,COUPON,COUPON Beverages 2025-09-21,25,1,PR-2025-09-21-232,CATEGORY,2025-09-21
4,,FALSE,Meat and Seafood,2025-09-27,,,BUNDLE,BUNDLE Meat and Seafood 2025-09-21,10,1,PR-2025-09-21-233,CATEGORY,2025-09-21
2,,FALSE,Frozen Foods,2025-09-27,,,BUNDLE,BUNDLE Frozen Foods 2025-09-21,20,3,PR-2025-09-21-234,CATEGORY,2025-09-21
,,FALSE,,2025-10-04,,,COUPON,COUPON Candy 2025-09-28,20,2,PR-2025-09-28-235,SKU,2025-09-28
,,FALSE,,2025-10-04,,,COUPON,COUPON Beverages 2025-09-28,30,1,PR-2025-09-28-236,SKU,2025-09-28
,,FALSE,Baking,2025-10-04,,,MANAGER_SPECIAL,MANAGER_SPECIAL Baking 2025-09-28,15,3,PR-2025-09-28-237,CATEGORY,2025-09-28
,1,FALSE,Grains and Pasta,2025-10-04,1,FREE,BOGO,BOGO Grains and Pasta 2025-09-28,100,1,PR-2025-09-28-238,CATEGORY,2025-09-28
4,,FALSE,Breakfast & Cereal,2025-10-04,,,BUNDLE,BUNDLE Breakfast & Cereal 2025-09-28,15,1,PR-2025-09-28-239,CATEGORY,2025-09-28
,,FALSE,Alcohol,2025-10-04,,,COUPON,COUPON Alcohol 2025-09-28,30,3,PR-2025-09-28-240,CATEGORY,2025-09-28
,,FALSE,Pet Food,2025-10-11,,,COUPON,COUPON Pet Food 2025-10-05,30,2,PR-2025-10-05-241,CATEGORY,2025-10-05
,,FALSE,Baking,2025-10-11,,,COUPON,COUPON Baking 2025-10-05,30,1,PR-2025-10-05-242,CATEGORY,2025-10-05
4,,FALSE,Prepared Meals,2025-10-11,,,BUNDLE,BUNDLE Prepared Meals 2025-10-05,10,1,PR-2025-10-05-243,CATEGORY,2025-10-05
,1,FALSE,Breakfast & Cereal,2025-10-11,1,FREE,BOGO,BOGO Breakfast & Cereal 2025-10-05,100,2,PR-2025-10-05-244,CATEGORY,2025-10-05
3,,FALSE,Alcohol,2025-10-11,,,BUNDLE,BUNDLE Alcohol 2025-10-05,15,2,PR-2025-10-05-245,CATEGORY,2025-10-05
,,FALSE,Condiments/Sauces/Spices,2025-10-11,,,MANAGER_SPECIAL,MANAGER_SPECIAL Condiments/Sauces/Spices 2025-10-05,25,1,PR-2025-10-05-246,CATEGORY,2025-10-05
2,,FALSE,Meat and Seafood,2025-10-18,,,BUNDLE,BUNDLE Meat and Seafood 2025-10-12,15,3,PR-2025-10-12-247,CATEGORY,2025-10-12
,2,FALSE,,2025-10-18,1,PCT,BOGO,BOGO Deli 2025-10-12,50,1,PR-2025-10-12-248,SKU,2025-10-12
4,,FALSE,,2025-10-18,,,BUNDLE,BUNDLE Grains and Pasta 2025-10-12,15,2,PR-2025-10-12-249,SKU,2025-10-12
4,,FALSE,,2025-10-18,,,BUNDLE,BUNDLE Baking 2025-10-12,20,2,PR-2025-10-12-250,SKU,2025-10-12
,,FALSE,Snacks/Cookies/Chips,2025-10-18,,,COUPON,COUPON Snacks/Cookies/Chips 2025-10-12,25,2,PR-2025-10-12-251,CATEGORY,2025-10-12
,1,FALSE,,2025-10-18,1,FREE,BOGO,BOGO Candy 2025-10-12,100,2,PR-2025-10-12-252,SKU,2025-10-12
,,FALSE,Beverages,2025-10-25,,,COUPON,COUPON Beverages 2025-10-19,15,1,PR-2025-10-19-253,CATEGORY,2025-10-19
3,,FALSE,Prepared Meals,2025-10-25,,,BUNDLE,BUNDLE Prepared Meals 2025-10-19,20,3,PR-2025-10-19-254,CATEGORY,2025-10-19
4,,FALSE,Baking,2025-10-25,,,BUNDLE,BUNDLE Baking 2025-10-19,25,2,PR-2025-10-19-255,CATEGORY,2025-10-19
,,FALSE,,2025-10-25,,,COUPON,COUPON Condiments/Sauces/Spices 2025-10-19,30,2,PR-2025-10-19-256,SKU,2025-10-19
2,,FALSE,,2025-10-25,,,BUNDLE,BUNDLE Deli 2025-10-19,20,1,PR-2025-10-19-257,SKU,2025-10-19
,,FALSE,,2025-10-25,,,COUPON,COUPON Alcohol 2025-10-19,15,1,PR-2025-10-19-258,SKU,2025-10-19
,,FALSE,,2025-11-01,,,COUPON,COUPON Bakery 2025-10-26,25,1,PR-2025-10-26-259,SKU,2025-10-26
2,,FALSE,,2025-11-01,,,BUNDLE,BUNDLE Grains and Pasta 2025-10-26,20,3,PR-2025-10-26-260,SKU,2025-10-26
,,FALSE,Breakfast & Cereal,2025-11-01,,,COUPON,COUPON Breakfast & Cereal 2025-10-26,15,3,PR-2025-10-26-261,CATEGORY,2025-10-26
,,FALSE,Candy,2025-11-01,,,MANAGER_SPECIAL,MANAGER_SPECIAL Candy 2025-10-26,20,1,PR-2025-10-26-262,CATEGORY,2025-10-26
,,FALSE,Condiments/Sauces/Spices,2025-11-01,,,COUPON,COUPON Condiments/Sauces/Spices 2025-10-26,25,3,PR-2025-10-26-263,CATEGORY,2025-10-26
,,FALSE,,2025-11-01,,,MANAGER_SPECIAL,MANAGER_SPECIAL Meat and Seafood 2025-10-26,15,2,PR-2025-10-26-264,SKU,2025-10-26
