date,store_id,store_name,category,avg_price,units_sold,revenue,promo_flag,day_of_week
2025-07-11,S0002,,Alcohol,11.157878787878786,35,386.98,1,Friday
2025-07-11,S0002,,Bakery,4.77,2,9.55,1,Friday
2025-07-11,S0002,,Baking,4.076,12,49.22,1,Friday
2025-07-11,S0002,,Beverages,3.530909090909091,16,57.53,1,Friday
2025-07-11,S0002,,Breakfast & Cereal,4.663,13,61.59,1,Friday
2025-07-11,S0002,,Candy,2.677777777777778,20,53.1,1,Friday
2025-07-11,S0002,,Condiments/Sauces/Spices,3.7853846153846153,16,57.36,1,Friday
2025-07-11,S0002,,Dairy & Eggs,3.5689655172413794,39,139.64,1,Friday
2025-07-11,S0002,,Deli,6.309230769230769,15,95.3,1,Friday
2025-07-11,S0002,,Frozen Foods,6.749166666666667,16,102.22999999999999,1,Friday
2025-07-11,S0002,,Grains and Pasta,3.34,9,28.41,1,Friday
2025-07-11,S0002,,Meat and Seafood,9.930000000000001,16,158.07,1,Friday
2025-07-11,S0002,,Pet Food,8.852222222222222,13,108.81,1,Friday
2025-07-11,S0002,,Prepared Meals,8.554615384615385,16,135.57,1,Friday
2025-07-11,S0002,,Snacks/Cookies/Chips,3.0462962962962963,40,122.13,1,Friday
2025-07-11,S0003,,Alcohol,12.157380952380953,53,646.19,1,Friday
2025-07-11,S0003,,Bakery,3.3716666666666666,6,20.24,1,Friday
2025-07-11,S0003,,Baking,3.5741379310344827,32,115.02,1,Friday
2025-07-11,S0003,,Beverages,3.1958823529411764,28,92.54,1,Friday
2025-07-11,S0003,,Breakfast & Cereal,4.248421052631579,26,110.21000000000001,1,Friday
2025-07-11,S0003,,Candy,2.4025,25,58.879999999999995,1,Friday
2025-07-11,S0003,,Condiments/Sauces/Spices,3.9573684210526316,23,90.3,1,Friday
2025-07-11,S0003,,Dairy & Eggs,3.4814285714285718,72,245.84,1,Friday
2025-07-11,S0003,,Deli,5.8112,29,169.19,1,Friday
2025-07-11,S0003,,Frozen Foods,7.110434782608695,28,202.60999999999999,1,Friday
2025-07-11,S0003,,Grains and Pasta,2.53625,12,32.04,1,Friday
2025-07-11,S0003,,Meat and Seafood,8.822307692307692,15,130.36,1,Friday
2025-07-11,S0003,,Pet Food,7.889230769230769,21,166.3,1,Friday
2025-07-11,S0003,,Prepared Meals,9.094,38,345.18,1,Friday
2025-07-11,S0003,,Snacks/Cookies/Chips,3.2554901960784313,78,261.38,1,Friday
2025-07-11,S0004,,Alcohol,11.849516129032258,68,782.15,1,Friday
2025-07-11,S0004,,Bakery,3.8187499999999996,12,46.33,1,Friday
2025-07-11,S0004,,Baking,3.8052941176470587,43,163.06,1,Friday
2025-07-11,S0004,,Beverages,3.010869565217391,28,82.76,1,Friday
2025-07-11,S0004,,Breakfast & Cereal,4.5280000000000005,30,136.01,1,Friday
2025-07-11,S0004,,Candy,2.4753846153846153,13,32.2,1,Friday
2025-07-11,S0004,,Condiments/Sauces/Spices,3.3966666666666665,23,77.97,1,Friday
2025-07-11,S0004,,Dairy & Eggs,3.556081081081081,91,317.84,1,Friday
2025-07-11,S0004,,Deli,5.9623333333333335,32,192.07,1,Friday
2025-07-11,S0004,,Frozen Foods,6.915588235294117,43,301.46,1,Friday
2025-07-11,S0004,,Grains and Pasta,2.215,4,8.86,1,Friday
2025-07-11,S0004,,Meat and Seafood,9.164074074074074,34,317.29,1,Friday
2025-07-11,S0004,,Pet Food,7.145999999999999,31,213.75,1,Friday
2025-07-11,S0004,,Prepared Meals,8.578636363636363,26,220.48,1,Friday
2025-07-11,S0004,,Snacks/Cookies/Chips,3.067894736842105,117,358.67,1,Friday
2025-07-11,S0005,,Alcohol,12.318399999999999,27,334.64,1,Friday
2025-07-11,S0005,,Bakery,3.9528571428571424,8,33.57,1,Friday
2025-07-11,S0005,,Baking,4.180909090909091,14,61.12,1,Friday
2025-07-11,S0005,,Beverages,3.2433333333333336,18,59.38,1,Friday
2025-07-11,S0005,,Breakfast & Cereal,4.79111111111111,18,86.16,1,Friday
2025-07-11,S0005,,Candy,2.538181818181818,12,30.009999999999998,1,Friday
2025-07-11,S0005,,Condiments/Sauces/Spices,3.316875,20,68.28999999999999,1,Friday
2025-07-11,S0005,,Dairy & Eggs,3.2699999999999996,43,142.87,1,Friday
2025-07-11,S0005,,Deli,6.056,11,66.02,1,Friday
2025-07-11,S0005,,Frozen Foods,7.74,12,92.17999999999999,1,Friday
2025-07-11,S0005,,Grains and Pasta,2.6314285714285717,9,23.17,1,Friday
2025-07-11,S0005,,Meat and Seafood,9.039473684210526,29,268.84000000000003,1,Friday
2025-07-11,S0005,,Pet Food,6.824705882352941,24,163.08,1,Friday
2025-07-11,S0005,,Prepared Meals,8.145217391304348,32,256.98,1,Friday
2025-07-11,S0005,,Snacks/Cookies/Chips,3.0592307692307688,82,248.26,1,Friday
2025-07-12,S0001,,Alcohol,12.668846153846154,122,1524.17,1,Saturday
2025-07-12,S0001,,Bakery,3.695,31,114.53,1,Saturday
2025-07-12,S0001,,Baking,3.628541666666667,49,178.28,1,Saturday
2025-07-12,S0001,,Beverages,3.298148148148148,87,280.66,1,Saturday
2025-07-12,S0001,,Breakfast & Cereal,4.260357142857143,74,324.29,1,Saturday
2025-07-12,S0001,,Candy,2.6392499999999997,46,119.07,1,Saturday
2025-07-12,S0001,,Condiments/Sauces/Spices,3.941063829787234,55,220.44,1,Saturday
2025-07-12,S0001,,Dairy & Eggs,3.7386725663716813,135,502.63,1,Saturday
2025-07-12,S0001,,Deli,6.183170731707317,51,328.98,1,Saturday
2025-07-12,S0001,,Frozen Foods,6.341025641025642,53,328.52,1,Saturday
2025-07-12,S0001,,Grains and Pasta,2.9858823529411764,19,57.37,1,Saturday
2025-07-12,S0001,,Meat and Seafood,9.753478260869565,31,279.72,1,Saturday
2025-07-12,S0001,,Pet Food,7.952413793103449,38,299.84,1,Saturday
2025-07-12,S0001,,Prepared Meals,7.9550909090909085,66,536.3,1,Saturday
2025-07-12,S0001,,Snacks/Cookies/Chips,3.08416,172,527.16,1,Saturday
2025-07-12,S0002,,Alcohol,12.963076923076924,29,374.78000000000003,1,Saturday
2025-07-12,S0002,,Bakery,3.724,7,26.64,1,Saturday
2025-07-12,S0002,,Baking,4.015714285714286,8,31.27,1,Saturday
2025-07-12,S0002,,Beverages,3.3861538461538463,19,63.49,1,Saturday
2025-07-12,S0002,,Breakfast & Cereal,4.473,14,61.9,1,Saturday
2025-07-12,S0002,,Candy,2.5,14,33.71,1,Saturday
2025-07-12,S0002,,Condiments/Sauces/Spices,3.7433333333333336,6,22.47,1,Saturday
2025-07-12,S0002,,Dairy & Eggs,3.751578947368421,49,185.37,1,Saturday
2025-07-12,S0002,,Deli,6.075,16,95.59,1,Saturday
2025-07-12,S0002,,Frozen Foods,7.62125,9,67.39,1,Saturday
2025-07-12,S0002,,Grains and Pasta,2.395,5,12.07,1,Saturday
2025-07-12,S0002,,Meat and Seafood,8.758571428571429,8,68.91,1,Saturday
2025-07-12,S0002,,Pet Food,7.564444444444444,18,136.38,1,Saturday
2025-07-12,S0002,,Prepared Meals,7.216923076923076,16,117.14999999999999,1,Saturday
2025-07-12,S0002,,Snacks/Cookies/Chips,3.1646875,54,170.79,1,Saturday
2025-07-12,S0003,,Alcohol,12.561272727272728,65,818.85,1,Saturday
2025-07-12,S0003,,Bakery,3.466,5,17.32,1,Saturday
2025-07-12,S0003,,Baking,3.7407142857142857,32,118.89,1,Saturday
2025-07-12,S0003,,Beverages,3.246875,46,145.45,1,Saturday
2025-07-12,S0003,,Breakfast & Cereal,4.351176470588236,20,88.64,1,Saturday
2025-07-12,S0003,,Candy,2.3255555555555554,30,68.99,1,Saturday
2025-07-12,S0003,,Condiments/Sauces/Spices,3.64,33,125.71,1,Saturday
2025-07-12,S0003,,Dairy & Eggs,3.689130434782609,86,324.62,1,Saturday
2025-07-12,S0003,,Deli,6.287272727272727,28,172.37,1,Saturday
2025-07-12,S0003,,Frozen Foods,7.104545454545454,12,85.07000000000001,1,Saturday
2025-07-12,S0003,,Grains and Pasta,2.1999999999999997,9,20.98,1,Saturday
2025-07-12,S0003,,Meat and Seafood,9.437058823529412,22,207.01,1,Saturday
2025-07-12,S0003,,Pet Food,7.758333333333334,30,226.35999999999999,1,Saturday
2025-07-12,S0003,,Prepared Meals,8.155277777777776,42,344.23,1,Saturday
2025-07-12,S0003,,Snacks/Cookies/Chips,3.1040298507462687,103,316.45,1,Saturday
2025-07-12,S0004,,Alcohol,12.285633802816902,89,1074.75,1,Saturday
2025-07-12,S0004,,Bakery,4.5625,6,26.91,1,Saturday
2025-07-12,S0004,,Baking,3.712727272727273,22,81.68,1,Saturday
2025-07-12,S0004,,Beverages,3.44125,53,183.41,1,Saturday
2025-07-12,S0004,,Breakfast & Cereal,4.766808510638298,52,251.15,1,Saturday
2025-07-12,S0004,,Candy,2.484166666666667,46,113.5,1,Saturday
2025-07-12,S0004,,Condiments/Sauces/Spices,3.4445833333333336,25,85.78,1,Saturday
2025-07-12,S0004,,Dairy & Eggs,3.346263736263736,103,353.68,1,Saturday
2025-07-12,S0004,,Deli,5.5851851851851855,38,213.59,1,Saturday
2025-07-12,S0004,,Frozen Foods,7.566944444444445,42,317.59,1,Saturday
2025-07-12,S0004,,Grains and Pasta,2.8436363636363637,15,46.0,1,Saturday
2025-07-12,S0004,,Meat and Seafood,9.7684,37,350.42,1,Saturday
2025-07-12,S0004,,Pet Food,7.16875,23,165.74,1,Saturday
2025-07-12,S0004,,Prepared Meals,8.407179487179487,43,364.69,1,Saturday
2025-07-12,S0004,,Snacks/Cookies/Chips,3.1354205607476637,158,500.32,1,Saturday
2025-07-12,S0005,,Alcohol,12.01529411764706,39,474.31,1,Saturday
2025-07-12,S0005,,Bakery,4.47375,12,52.33,1,Saturday
2025-07-12,S0005,,Baking,3.5875,25,91.65,1,Saturday
2025-07-12,S0005,,Beverages,3.345625,23,74.29,1,Saturday
2025-07-12,S0005,,Breakfast & Cereal,4.366,18,80.42,1,Saturday
2025-07-12,S0005,,Candy,2.286,11,25.31,1,Saturday
2025-07-12,S0005,,Condiments/Sauces/Spices,3.514375,18,64.29,1,Saturday
2025-07-12,S0005,,Dairy & Eggs,3.4442592592592596,76,256.4,1,Saturday
2025-07-12,S0005,,Deli,6.447500000000001,14,98.21000000000001,1,Saturday
2025-07-12,S0005,,Frozen Foods,7.7871428571428565,20,158.52,1,Saturday
2025-07-12,S0005,,Grains and Pasta,2.7875,10,29.56,1,Saturday
2025-07-12,S0005,,Meat and Seafood,9.634545454545455,13,128.43,1,Saturday
2025-07-12,S0005,,Pet Food,7.720769230769231,19,149.11,1,Saturday
2025-07-12,S0005,,Prepared Meals,8.822692307692309,33,292.33,1,Saturday
2025-07-12,S0005,,Snacks/Cookies/Chips,3.0113793103448274,83,247.26999999999998,1,Saturday
2025-07-13,S0001,,Alcohol,12.275,120,1446.28,1,Sunday
2025-07-13,S0001,,Bakery,3.855714285714286,7,26.88,1,Sunday
2025-07-13,S0001,,Baking,3.927619047619048,45,181.49,1,Sunday
2025-07-13,S0001,,Beverages,3.241395348837209,57,180.26,1,Sunday
2025-07-13,S0001,,Breakfast & Cereal,4.3492,62,272.6,1,Sunday
2025-07-13,S0001,,Candy,2.663953488372093,53,139.09,1,Sunday
2025-07-13,S0001,,Condiments/Sauces/Spices,3.7066666666666666,44,156.61,1,Sunday
2025-07-13,S0001,,Dairy & Eggs,3.5397345132743365,131,464.62,1,Sunday
2025-07-13,S0001,,Deli,7.108666666666666,34,237.9,1,Sunday
2025-07-13,S0001,,Frozen Foods,6.294482758620689,31,199.31,1,Sunday
2025-07-13,S0001,,Grains and Pasta,2.5542105263157895,19,48.43,1,Sunday
2025-07-13,S0001,,Meat and Seafood,9.046153846153846,74,698.1700000000001,1,Sunday
2025-07-13,S0001,,Pet Food,7.937692307692307,35,281.29,1,Sunday
2025-07-13,S0001,,Prepared Meals,8.06825,50,382.82,1,Sunday
2025-07-13,S0001,,Snacks/Cookies/Chips,3.044573643410853,201,614.41,1,Sunday
2025-07-13,S0002,,Alcohol,11.7296875,39,445.84,1,Sunday
2025-07-13,S0002,,Bakery,4.55,6,27.34,1,Sunday
2025-07-13,S0002,,Baking,3.8849999999999993,11,42.120000000000005,1,Sunday
2025-07-13,S0002,,Beverages,3.344375,25,85.84,1,Sunday
2025-07-13,S0002,,Breakfast & Cereal,4.761176470588235,22,106.67,1,Sunday
2025-07-13,S0002,,Candy,2.152727272727273,11,23.7,1,Sunday
2025-07-13,S0002,,Condiments/Sauces/Spices,3.4675,15,51.81,1,Sunday
2025-07-13,S0002,,Dairy & Eggs,3.447804878048781,51,173.76,1,Sunday
2025-07-13,S0002,,Deli,6.065263157894736,22,137.01,1,Sunday
2025-07-13,S0002,,Frozen Foods,6.688181818181818,11,73.55,1,Sunday
2025-07-13,S0002,,Grains and Pasta,2.17,1,2.18,1,Sunday
2025-07-13,S0002,,Meat and Seafood,8.86909090909091,12,107.91,1,Sunday
2025-07-13,S0002,,Pet Food,7.1226666666666665,24,168.97,1,Sunday
2025-07-13,S0002,,Prepared Meals,8.4575,19,155.9,1,Sunday
2025-07-13,S0002,,Snacks/Cookies/Chips,2.9425641025641025,62,179.3,1,Sunday
2025-07-13,S0003,,Alcohol,12.459999999999999,70,874.75,1,Sunday
2025-07-13,S0003,,Bakery,4.112857142857143,9,37.16,1,Sunday
2025-07-13,S0003,,Baking,3.5456521739130435,24,85.99000000000001,1,Sunday
2025-07-13,S0003,,Beverages,3.336470588235294,26,83.46,1,Sunday
2025-07-13,S0003,,Breakfast & Cereal,4.705,24,119.66,1,Sunday
2025-07-13,S0003,,Candy,2.3316,29,67.86,1,Sunday
2025-07-13,S0003,,Condiments/Sauces/Spices,3.6615,24,90.57,1,Sunday
2025-07-13,S0003,,Dairy & Eggs,3.584285714285714,54,195.76,1,Sunday
2025-07-13,S0003,,Deli,5.84,18,105.0,1,Sunday
2025-07-13,S0003,,Frozen Foods,6.595333333333333,17,116.92,1,Sunday
2025-07-13,S0003,,Grains and Pasta,2.7766666666666664,11,29.47,1,Sunday
2025-07-13,S0003,,Meat and Seafood,8.713888888888889,22,206.47,1,Sunday
2025-07-13,S0003,,Pet Food,7.6530000000000005,30,226.89,1,Sunday
2025-07-13,S0003,,Prepared Meals,8.113214285714285,32,254.68,1,Sunday
2025-07-13,S0003,,Snacks/Cookies/Chips,3.2081395348837205,62,200.47,1,Sunday
2025-07-13,S0004,,Alcohol,11.475999999999999,85,977.9,1,Sunday
2025-07-13,S0004,,Bakery,3.411538461538462,15,51.17,1,Sunday
2025-07-13,S0004,,Baking,3.953793103448276,32,124.91,1,Sunday
2025-07-13,S0004,,Beverages,3.1355,29,88.07000000000001,1,Sunday
2025-07-13,S0004,,Breakfast & Cereal,4.452608695652174,26,114.83,1,Sunday
2025-07-13,S0004,,Candy,2.5857894736842106,21,55.87,1,Sunday
2025-07-13,S0004,,Condiments/Sauces/Spices,3.500769230769231,44,158.96,1,Sunday
2025-07-13,S0004,,Dairy & Eggs,3.414,99,335.36,1,Sunday
2025-07-13,S0004,,Deli,5.9424,31,182.51,1,Sunday
2025-07-13,S0004,,Frozen Foods,7.3115,26,195.35,1,Sunday
2025-07-13,S0004,,Grains and Pasta,2.754,15,41.28,1,Sunday
2025-07-13,S0004,,Meat and Seafood,9.855185185185187,37,379.21,1,Sunday
2025-07-13,S0004,,Pet Food,7.9327272727272735,30,244.23,1,Sunday
2025-07-13,S0004,,Prepared Meals,8.487954545454546,56,470.3,1,Sunday
2025-07-13,S0004,,Snacks/Cookies/Chips,3.1755357142857146,80,259.44,1,Sunday
2025-07-13,S0005,,Alcohol,12.162571428571429,43,526.47,1,Sunday
2025-07-13,S0005,,Bakery,3.5925000000000002,4,14.35,1,Sunday
2025-07-13,S0005,,Baking,3.847,13,50.39,1,Sunday
2025-07-13,S0005,,Beverages,3.1133333333333337,32,98.2,1,Sunday
2025-07-13,S0005,,Breakfast & Cereal,4.85,21,103.33,1,Sunday
2025-07-13,S0005,,Candy,2.2592857142857143,21,47.0,1,Sunday
2025-07-13,S0005,,Condiments/Sauces/Spices,3.491428571428571,7,24.45,1,Sunday
2025-07-13,S0005,,Dairy & Eggs,3.4284444444444446,51,175.73,1,Sunday
2025-07-13,S0005,,Deli,6.594615384615385,17,111.85,1,Sunday
2025-07-13,S0005,,Frozen Foods,6.337692307692308,16,108.41,1,Sunday
2025-07-13,S0005,,Grains and Pasta,2.844,6,16.51,1,Sunday
2025-07-13,S0005,,Meat and Seafood,8.5575,14,117.38,1,Sunday
2025-07-13,S0005,,Pet Food,8.301538461538462,18,140.26999999999998,1,Sunday
2025-07-13,S0005,,Prepared Meals,7.589999999999999,16,125.35,1,Sunday
2025-07-13,S0005,,Snacks/Cookies/Chips,3.261111111111111,56,181.51,1,Sunday
2025-07-14,S0001,,Alcohol,12.652068965517241,108,1394.42,1,Monday
2025-07-14,S0001,,Bakery,3.9933333333333336,6,24.04,1,Monday
2025-07-14,S0001,,Baking,3.783333333333333,16,58.09,1,Monday
2025-07-14,S0001,,Beverages,3.030416666666667,34,96.33,1,Monday
2025-07-14,S0001,,Breakfast & Cereal,4.632962962962963,35,154.06,1,Monday
2025-07-14,S0001,,Candy,2.3179310344827586,29,67.24,1,Monday
2025-07-14,S0001,,Condiments/Sauces/Spices,3.615,44,160.42,1,Monday
2025-07-14,S0001,,Dairy & Eggs,3.3046913580246913,93,309.17,1,Monday
2025-07-14,S0001,,Deli,6.248666666666667,38,236.07,1,Monday
2025-07-14,S0001,,Frozen Foods,7.371764705882352,24,176.75,1,Monday
2025-07-14,S0001,,Grains and Pasta,2.5313333333333334,15,38.01,1,Monday
2025-07-14,S0001,,Meat and Seafood,9.34741935483871,36,331.15999999999997,1,Monday
2025-07-14,S0001,,Pet Food,7.488947368421052,62,487.25,1,Monday
2025-07-14,S0001,,Prepared Meals,7.728936170212766,53,403.04,1,Monday
2025-07-14,S0001,,Snacks/Cookies/Chips,3.1815714285714285,92,297.47,1,Monday
2025-07-14,S0002,,Alcohol,12.211904761904762,29,344.07,1,Monday
2025-07-14,S0002,,Bakery,4.6,1,4.62,1,Monday
2025-07-14,S0002,,Baking,3.8753846153846156,15,59.61,1,Monday
2025-07-14,S0002,,Beverages,2.994285714285714,11,36.87,1,Monday
2025-07-14,S0002,,Breakfast & Cereal,4.156666666666666,12,49.89,1,Monday
2025-07-14,S0002,,Candy,2.64125,9,23.99,1,Monday
2025-07-14,S0002,,Condiments/Sauces/Spices,4.063000000000001,15,58.1,1,Monday
2025-07-14,S0002,,Dairy & Eggs,3.9033333333333333,29,115.13,1,Monday
2025-07-14,S0002,,Deli,6.577,10,65.64999999999999,1,Monday
2025-07-14,S0002,,Frozen Foods,6.928333333333334,8,56.69,1,Monday
2025-07-14,S0002,,Grains and Pasta,1.9249999999999998,2,3.8499999999999996,1,Monday
2025-07-14,S0002,,Meat and Seafood,9.19076923076923,13,119.41,1,Monday
2025-07-14,S0002,,Pet Food,8.361428571428572,10,91.66,1,Monday
2025-07-14,S0002,,Prepared Meals,8.612727272727271,13,107.21,1,Monday
2025-07-14,S0002,,Snacks/Cookies/Chips,3.2384848484848487,50,153.18,1,Monday
2025-07-14,S0003,,Alcohol,12.260833333333332,41,508.1,1,Monday
2025-07-14,S0003,,Bakery,3.81,2,7.640000000000001,1,Monday
2025-07-14,S0003,,Baking,3.3449999999999998,15,49.72,1,Monday
2025-07-14,S0003,,Beverages,3.7925,27,103.39,1,Monday
2025-07-14,S0003,,Breakfast & Cereal,4.755,26,118.5,1,Monday
2025-07-14,S0003,,Candy,2.17,15,34.839999999999996,1,Monday
2025-07-14,S0003,,Condiments/Sauces/Spices,3.39,20,64.82,1,Monday
2025-07-14,S0003,,Dairy & Eggs,3.478775510204082,54,191.49,1,Monday
2025-07-14,S0003,,Deli,6.200588235294117,25,153.74,1,Monday
2025-07-14,S0003,,Frozen Foods,6.958666666666667,19,136.49,1,Monday
2025-07-14,S0003,,Grains and Pasta,2.7055555555555557,12,33.22,1,Monday
2025-07-14,S0003,,Meat and Seafood,9.196666666666665,10,96.29,1,Monday
2025-07-14,S0003,,Pet Food,7.3657894736842096,28,202.2,1,Monday
2025-07-14,S0003,,Prepared Meals,8.901666666666666,12,107.0,1,Monday
2025-07-14,S0003,,Snacks/Cookies/Chips,3.188095238095238,98,310.43,1,Monday
2025-07-14,S0004,,Alcohol,11.859859154929577,85,1002.35,1,Monday
2025-07-14,S0004,,Bakery,5.1339999999999995,5,25.669999999999998,1,Monday
2025-07-14,S0004,,Baking,3.418888888888889,30,103.64,1,Monday
2025-07-14,S0004,,Beverages,3.397,24,81.34,1,Monday
2025-07-14,S0004,,Breakfast & Cereal,4.779999999999999,9,43.06,1,Monday
2025-07-14,S0004,,Candy,2.154,11,23.46,1,Monday
2025-07-14,S0004,,Condiments/Sauces/Spices,3.3827777777777777,23,76.74,1,Monday
2025-07-14,S0004,,Dairy & Eggs,3.4916326530612247,58,203.59,1,Monday
2025-07-14,S0004,,Deli,6.102380952380953,35,213.79999999999998,1,Monday
2025-07-14,S0004,,Frozen Foods,7.020666666666667,21,151.78,1,Monday
2025-07-14,S0004,,Grains and Pasta,2.851111111111111,11,32.38,1,Monday
2025-07-14,S0004,,Meat and Seafood,8.895294117647058,23,204.61,1,Monday
2025-07-14,S0004,,Pet Food,6.6468421052631586,30,201.16,1,Monday
2025-07-14,S0004,,Prepared Meals,8.597037037037037,29,241.89000000000001,1,Monday
2025-07-14,S0004,,Snacks/Cookies/Chips,3.0556923076923077,97,287.71,1,Monday
2025-07-14,S0005,,Alcohol,11.874358974358975,48,575.36,1,Monday
2025-07-14,S0005,,Bakery,4.1899999999999995,5,21.48,1,Monday
2025-07-14,S0005,,Baking,4.0280000000000005,16,65.41,1,Monday
2025-07-14,S0005,,Beverages,3.7914285714285714,27,102.0,1,Monday
2025-07-14,S0005,,Breakfast & Cereal,4.546666666666667,12,54.59,1,Monday
2025-07-14,S0005,,Candy,2.6483333333333334,24,65.39,1,Monday
2025-07-14,S0005,,Condiments/Sauces/Spices,3.472857142857143,7,24.22,1,Monday
2025-07-14,S0005,,Dairy & Eggs,3.1639285714285714,31,99.1,1,Monday
2025-07-14,S0005,,Deli,6.168,14,83.27,1,Monday
2025-07-14,S0005,,Frozen Foods,7.019090909090909,13,89.07,1,Monday
2025-07-14,S0005,,Grains and Pasta,2.936,5,14.690000000000001,1,Monday
2025-07-14,S0005,,Meat and Seafood,9.842857142857143,8,79.19,1,Monday
2025-07-14,S0005,,Pet Food,6.78,4,25.97,1,Monday
2025-07-14,S0005,,Prepared Meals,7.859999999999999,14,109.87,1,Monday
2025-07-14,S0005,,Snacks/Cookies/Chips,3.1154761904761905,63,192.6,1,Monday
2025-07-15,S0001,,Alcohol,12.555189873417723,103,1277.6,1,Tuesday
2025-07-15,S0001,,Bakery,3.9518750000000002,17,68.94,1,Tuesday
2025-07-15,S0001,,Baking,3.5015151515151515,49,173.66,1,Tuesday
2025-07-15,S0001,,Beverages,3.354782608695652,72,237.12,1,Tuesday
2025-07-15,S0001,,Breakfast & Cereal,4.359,24,100.74000000000001,1,Tuesday
2025-07-15,S0001,,Candy,2.55875,36,97.83,1,Tuesday
2025-07-15,S0001,,Condiments/Sauces/Spices,3.476896551724138,35,120.32000000000001,1,Tuesday
2025-07-15,S0001,,Dairy & Eggs,3.6737777777777776,106,387.24,1,Tuesday
2025-07-15,S0001,,Deli,5.445,30,163.16,1,Tuesday
2025-07-15,S0001,,Frozen Foods,7.473333333333334,33,246.06,1,Tuesday
2025-07-15,S0001,,Grains and Pasta,2.840909090909091,11,31.27,1,Tuesday
2025-07-15,S0001,,Meat and Seafood,9.130526315789472,40,359.08,1,Tuesday
2025-07-15,S0001,,Pet Food,7.71225806451613,46,353.93,1,Tuesday
2025-07-15,S0001,,Prepared Meals,7.164,32,230.26,1,Tuesday
2025-07-15,S0001,,Snacks/Cookies/Chips,3.0495959595959596,156,479.63,1,Tuesday
2025-07-15,S0002,,Alcohol,12.366666666666667,18,225.05,1,Tuesday
2025-07-15,S0002,,Bakery,2.39,2,4.79,1,Tuesday
2025-07-15,S0002,,Baking,4.306666666666667,3,12.870000000000001,1,Tuesday
2025-07-15,S0002,,Beverages,3.363157894736842,28,97.42,1,Tuesday
2025-07-15,S0002,,Breakfast & Cereal,4.88,10,47.519999999999996,1,Tuesday
2025-07-15,S0002,,Candy,2.1114285714285717,7,14.79,1,Tuesday
2025-07-15,S0002,,Condiments/Sauces/Spices,3.424166666666667,14,46.629999999999995,1,Tuesday
2025-07-15,S0002,,Dairy & Eggs,3.4557142857142855,23,81.78999999999999,1,Tuesday
2025-07-15,S0002,,Deli,5.73125,11,62.88,1,Tuesday
2025-07-15,S0002,,Frozen Foods,6.45888888888889,11,69.53999999999999,1,Tuesday
2025-07-15,S0002,,Grains and Pasta,2.356666666666667,6,14.15,1,Tuesday
2025-07-15,S0002,,Meat and Seafood,8.842,11,95.57,1,Tuesday
2025-07-15,S0002,,Pet Food,6.84375,12,79.24,1,Tuesday
2025-07-15,S0002,,Prepared Meals,7.41125,10,74.35,1,Tuesday
2025-07-15,S0002,,Snacks/Cookies/Chips,3.17,36,114.1,1,Tuesday
2025-07-15,S0003,,Alcohol,12.296666666666667,44,535.38,1,Tuesday
2025-07-15,S0003,,Bakery,3.668333333333333,8,30.85,1,Tuesday
2025-07-15,S0003,,Baking,3.6559999999999997,15,54.83,1,Tuesday
2025-07-15,S0003,,Beverages,3.5017391304347827,36,124.76,1,Tuesday
2025-07-15,S0003,,Breakfast & Cereal,4.363333333333333,19,81.46,1,Tuesday
2025-07-15,S0003,,Candy,2.6042105263157893,28,72.81,1,Tuesday
2025-07-15,S0003,,Condiments/Sauces/Spices,3.5625,22,80.64,1,Tuesday
2025-07-15,S0003,,Dairy & Eggs,3.3277272727272726,54,180.32,1,Tuesday
2025-07-15,S0003,,Deli,6.11047619047619,24,150.17,1,Tuesday
2025-07-15,S0003,,Frozen Foods,7.1899999999999995,22,166.35999999999999,1,Tuesday
2025-07-15,S0003,,Grains and Pasta,2.992,6,18.349999999999998,1,Tuesday
2025-07-15,S0003,,Meat and Seafood,9.272222222222222,21,201.28,1,Tuesday
2025-07-15,S0003,,Pet Food,7.233125,27,196.6,1,Tuesday
2025-07-15,S0003,,Prepared Meals,8.113333333333333,18,143.64,1,Tuesday
2025-07-15,S0003,,Snacks/Cookies/Chips,3.318679245283019,85,284.71,1,Tuesday
2025-07-15,S0004,,Alcohol,11.578039215686275,61,704.14,1,Tuesday
2025-07-15,S0004,,Bakery,3.5016666666666665,8,28.44,1,Tuesday
2025-07-15,S0004,,Baking,3.8941666666666666,12,46.66,1,Tuesday
2025-07-15,S0004,,Beverages,3.4612499999999997,24,82.72,1,Tuesday
2025-07-15,S0004,,Breakfast & Cereal,4.889565217391305,34,161.58,1,Tuesday
2025-07-15,S0004,,Candy,2.3845,26,63.83,1,Tuesday
2025-07-15,S0004,,Condiments/Sauces/Spices,3.9334375,36,140.13,1,Tuesday
2025-07-15,S0004,,Dairy & Eggs,3.4159701492537313,79,272.18,1,Tuesday
2025-07-15,S0004,,Deli,5.15,20,102.67,1,Tuesday
2025-07-15,S0004,,Frozen Foods,6.535263157894737,26,164.68,1,Tuesday
2025-07-15,S0004,,Grains and Pasta,2.1785714285714284,9,19.17,1,Tuesday
2025-07-15,S0004,,Meat and Seafood,9.837916666666667,34,312.33,1,Tuesday
2025-07-15,S0004,,Pet Food,8.092666666666666,21,169.91,1,Tuesday
2025-07-15,S0004,,Prepared Meals,8.0295,21,166.88,1,Tuesday
2025-07-15,S0004,,Snacks/Cookies/Chips,3.0826190476190476,64,193.89,1,Tuesday
