product_id,store_id,on_hand_units,reorder_point,base_price_override_cents,active
P00421,S0001,80,24,413.0,True
P01150,S0001,88,23,,True
P01323,S0001,71,27,,True
P00869,S0001,78,12,379.0,True
P00487,S0001,63,21,,True
P00111,S0001,20,15,,True
P00931,S0001,95,28,836.0,True
P00973,S0001,86,14,429.0,True
P01865,S0001,63,25,687.0,True
P01353,S0001,72,17,1572.0,True
P01928,S0001,71,16,,True
P01093,S0001,90,29,1590.0,True
P00817,S0001,79,25,,True
P00309,S0001,88,15,405.0,True
P01621,S0001,66,26,448.0,True
P00928,S0001,75,18,,True
P00139,S0001,83,19,,True
P01578,S0001,85,30,,True
P00293,S0001,59,27,,True
P00378,S0001,11,13,,True
P00119,S0001,57,11,,True
P01573,S0001,11,28,,True
P01678,S0001,21,29,,True
P00845,S0001,48,14,808.0,True
P01751,S0001,59,27,,True
P00646,S0001,19,14,,True
P00718,S0001,88,23,483.0,True
P01802,S0001,28,15,,True
P01989,S0001,92,19,,True
P00820,S0001,77,25,,True
P00836,S0001,33,30,414.0,True
P01311,S0001,44,11,,True
P00957,S0001,34,10,1461.0,True
P01898,S0001,51,30,,True
P01196,S0001,41,29,317.0,True
P00786,S0001,56,18,1276.0,True
P00950,S0001,91,28,,True
P01394,S0001,55,12,,True
P00390,S0001,32,29,,True
P00347,S0001,32,15,1360.0,True
P00345,S0001,19,12,257.0,True
P01624,S0001,82,16,,True
P01407,S0001,90,29,,True
P00982,S0001,39,12,,True
P01432,S0001,99,25,,True
P01437,S0001,78,29,461.0,True
P01031,S0001,53,26,581.0,True
P01639,S0001,84,16,520.0,True
P01448,S0001,18,28,,True
P00260,S0001,56,26,197.0,True
P00585,S0001,18,24,1530.0,True
P01210,S0001,92,19,,True
P00101,S0001,38,27,1584.0,True
P01014,S0001,56,27,548.0,True
P01128,S0001,20,30,,True
P00865,S0001,41,30,,True
P00467,S0001,16,28,612.0,True
P00952,S0001,84,27,,True
P01908,S0001,33,20,534.0,True
P00272,S0001,71,10,,True
P00650,S0001,36,10,,True
P01982,S0001,10,19,,True
P01383,S0001,44,27,376.0,True
P00592,S0001,21,24,,True
P01061,S0001,46,11,,True
P01462,S0001,79,29,,True
P01719,S0001,48,18,534.0,True
P01544,S0001,99,26,583.0,True
P00212,S0001,30,10,,True
P01338,S0001,52,14,1181.0,True
P00571,S0001,43,22,,True
P00534,S0001,76,16,,True
P00795,S0001,11,14,1463.0,True
P00669,S0001,95,29,1493.0,True
P01179,S0001,47,30,,True
P01486,S0001,37,10,,True
P00415,S0001,60,23,374.0,True
P00235,S0001,56,22,,True
P01275,S0001,22,20,165.0,True
P01996,S0001,40,15,961.0,True
P00315,S0001,58,23,520.0,True
P00557,S0001,73,28,1499.0,True
P00790,S0001,97,19,1477.0,True
P01040,S0001,48,23,1145.0,True
P01114,S0001,26,14,,True
P01653,S0001,62,22,1571.0,True
P01920,S0001,32,21,,True
P01243,S0001,21,21,1568.0,True
P00322,S0001,15,28,1093.0,True
P00140,S0001,10,27,,True
P00267,S0001,37,23,,True
P01418,S0001,47,28,1403.0,True
P00921,S0001,55,28,,True
P01393,S0001,77,23,595.0,True
P01160,S0001,43,30,,True
P00257,S0001,48,25,,True
P00414,S0001,70,13,,True
P01387,S0001,41,13,,True
P01360,S0001,58,15,280.0,True
P01395,S0001,24,30,1313.0,True
P01071,S0001,80,24,,True
P01119,S0001,21,13,,True
P01162,S0001,43,22,,True
P01166,S0001,77,16,,True
P00242,S0001,95,21,486.0,True
P01601,S0001,17,15,,True
P00819,S0001,14,12,765.0,True
P01339,S0001,79,29,,True
P00182,S0001,91,29,1630.0,True
P01244,S0001,88,30,1061.0,True
P00460,S0001,51,13,,True
P01017,S0001,28,23,1462.0,True
P01692,S0001,73,14,485.0,True
P01064,S0001,47,10,,True
P00358,S0001,22,22,,True
P00238,S0001,19,25,397.0,True
P01686,S0001,91,28,,True
P01585,S0001,54,24,,True
P01084,S0001,65,16,,True
P00049,S0001,82,18,,True
P01525,S0001,26,24,456.0,True
P01980,S0002,85,20,,True
P00284,S0002,92,10,,True
P00470,S0002,25,14,,True
P01066,S0002,88,24,,True
P01370,S0002,25,25,,True
P01694,S0002,32,18,,True
P00080,S0002,61,15,793.0,True
P00155,S0002,17,26,,True
P00805,S0002,70,14,586.0,True
P01596,S0002,82,30,,True
P00138,S0002,73,19,1115.0,True
P01456,S0002,53,25,,True
P01668,S0002,22,16,,True
P01305,S0002,80,19,,True
P00810,S0002,25,25,,True
P00875,S0002,21,25,360.0,True
P00673,S0002,87,25,412.0,True
P00136,S0002,94,10,,True
P01749,S0002,21,23,311.0,True
P01727,S0002,69,10,1439.0,True
P00956,S0002,21,26,463.0,True
P01997,S0002,59,25,,True
P01770,S0002,91,19,,True
P01478,S0002,38,29,,True
P01322,S0002,91,22,,True
P00853,S0002,74,29,,True
P01335,S0002,15,23,,True
P00373,S0002,44,14,,True
P01288,S0002,10,13,,True
P00349,S0002,53,13,,True
P01553,S0002,14,15,,True
P00492,S0002,59,15,,True
P00876,S0002,99,19,,True
P01962,S0002,88,13,1528.0,True
P00004,S0002,73,17,1543.0,True
P00013,S0002,42,21,,True
P00907,S0002,38,23,664.0,True
P00902,S0002,67,28,612.0,True
P00638,S0002,35,10,969.0,True
P00329,S0002,66,25,,True
P01055,S0002,39,14,,True
P01183,S0002,94,27,,True
P00640,S0002,99,18,,True
P01592,S0002,31,26,575.0,True
P01602,S0002,97,13,461.0,True
P00799,S0002,35,10,,True
P00337,S0002,22,19,,True
P01813,S0002,89,16,443.0,True
P01987,S0002,58,12,363.0,True
P00194,S0002,86,29,,True
P00747,S0002,57,23,,True
P00814,S0002,85,28,,True
P00556,S0002,57,27,,True
P00231,S0002,71,19,502.0,True
P01298,S0002,60,22,,True
P00200,S0002,75,16,,True
P01092,S0002,57,11,,True
P01845,S0002,75,24,,True
P01830,S0002,21,21,444.0,True
P00688,S0002,93,14,,True
P00424,S0002,73,23,,True
P01710,S0002,34,11,,True
P01103,S0002,41,29,,True
P01034,S0002,95,26,1826.0,True
P00677,S0002,44,12,,True
P00024,S0002,14,15,,True
P00224,S0002,69,29,,True
P00064,S0002,25,28,,True
P01001,S0002,43,10,,True
P00106,S0002,38,10,1379.0,True
P01332,S0002,16,23,1549.0,True
P00829,S0002,40,20,,True
P01380,S0002,94,16,,True
P00771,S0002,17,23,843.0,True
P01277,S0002,45,25,,True
P00586,S0002,37,12,,True
P00116,S0002,63,16,,True
P00983,S0002,45,26,395.0,True
P00893,S0002,28,14,,True
P01682,S0002,96,20,,True
P00711,S0002,16,12,1043.0,True
P01406,S0002,39,17,,True
P01433,S0002,11,15,984.0,True
P00090,S0002,96,17,,True
P00824,S0002,19,14,585.0,True
P01382,S0002,33,26,1694.0,True
P01072,S0002,82,23,367.0,True
P00678,S0002,42,23,539.0,True
P00048,S0002,19,24,389.0,True
P01373,S0002,40,19,,True
P00102,S0002,94,22,,True
P00601,S0002,81,29,444.0,True
P00797,S0002,41,17,260.0,True
P01849,S0002,29,29,,True
P01341,S0002,69,12,,True
P01781,S0002,63,16,,True
P00670,S0002,98,30,,True
P01152,S0002,86,11,471.0,True
P00910,S0002,92,26,,True
P01729,S0002,36,12,,True
P01806,S0002,59,17,1113.0,True
P00900,S0002,15,10,347.0,True
P00050,S0002,97,23,,True
P00179,S0002,74,29,,True
P01713,S0002,89,28,336.0,True
P01367,S0002,47,28,1057.0,True
P01146,S0002,13,12,,True
P00375,S0002,23,27,642.0,True
P00481,S0002,97,27,,True
P01164,S0002,22,24,,True
P01858,S0002,62,22,1518.0,True
P00453,S0002,95,28,,True
P01882,S0002,14,14,,True
P00317,S0002,62,26,439.0,True
P00889,S0002,63,26,368.0,True
P01789,S0002,94,14,441.0,True
P01285,S0002,11,10,1357.0,True
P01468,S0002,78,25,,True
P00406,S0002,16,25,,True
P00948,S0002,60,28,,True
P01659,S0002,52,22,,True
P00435,S0002,34,29,1159.0,True
P01748,S0002,81,18,,True
P00351,S0002,55,16,,True
P00772,S0002,47,12,,True
P00117,S0002,97,21,480.0,True
P00302,S0002,50,25,,True
P01279,S0002,34,12,330.0,True
P00874,S0002,89,17,672.0,True
P00608,S0002,33,29,,True
P01052,S0002,73,15,,True
P00674,S0002,45,20,1791.0,True
P01096,S0002,11,10,,True
P00185,S0002,76,15,,True
P00619,S0002,38,29,484.0,True
P00979,S0002,94,14,,True
P01783,S0002,24,19,,True
P00130,S0002,86,20,405.0,True
P00537,S0002,56,10,,True
P00994,S0002,81,27,,True
P01597,S0002,88,29,,True
P01046,S0002,100,19,492.0,True
P01637,S0002,45,25,,True
P01130,S0002,90,21,277.0,True
P00423,S0002,95,23,,True
P00489,S0002,56,29,,True
P00270,S0002,15,25,,True
P01879,S0002,99,23,,True
P00094,S0002,96,29,,True
P01606,S0002,85,15,,True
P01153,S0002,10,28,,True
P01503,S0002,57,15,,True
P01343,S0002,51,17,,True
P01949,S0002,49,29,,True
P01070,S0002,16,18,315.0,True
P00367,S0002,59,17,,True
P00527,S0002,78,15,,True
P01476,S0002,49,10,,True
P00070,S0002,82,25,,True
P01906,S0002,75,10,,True
P00142,S0002,72,15,443.0,True
P00352,S0002,96,28,,True
P01231,S0002,30,23,570.0,True
P00661,S0002,50,16,,True
P00941,S0002,52,24,820.0,True
P01542,S0002,44,15,,True
P01650,S0002,67,16,,True
P01144,S0002,97,29,,True
P01271,S0002,99,14,1403.0,True
P01242,S0002,31,21,,True
P00199,S0002,55,27,,True
P00400,S0002,78,22,438.0,True
P00096,S0002,78,10,,True
P01826,S0002,31,20,434.0,True
P00220,S0002,98,12,,True
P01862,S0002,85,12,,True
P00712,S0002,16,10,1570.0,True
P00443,S0002,20,24,,True
P01792,S0002,36,30,,True
P01626,S0002,23,24,,True
P01998,S0002,98,16,,True
P01411,S0002,63,24,,True
P01625,S0002,79,20,,True
P01104,S0002,68,26,,True
P00190,S0002,86,21,1454.0,True
P01381,S0002,23,16,664.0,True
P01015,S0002,94,12,,True
P00901,S0002,82,20,1227.0,True
P01202,S0002,96,27,,True
P00026,S0002,13,23,375.0,True
P00662,S0002,52,29,,True
P00093,S0002,58,10,418.0,True
P01176,S0002,40,21,1452.0,True
P01388,S0002,80,19,,True
P01839,S0002,37,27,,True
P00852,S0002,88,24,426.0,True
P00158,S0002,57,15,,True
P01329,S0002,32,24,,True
P00104,S0002,59,17,,True
P00597,S0002,63,11,227.0,True
P00031,S0002,73,22,,True
P00153,S0002,37,18,338.0,True
P00431,S0002,18,23,,True
P00167,S0002,52,23,601.0,True
P00091,S0002,60,27,,True
P00001,S0002,27,23,,True
P00125,S0002,80,13,,True
P01347,S0002,62,29,,True
P00472,S0002,35,23,966.0,True
P01819,S0002,42,14,942.0,True
P00775,S0002,61,20,,True
P00366,S0002,18,16,,True
P01372,S0002,89,23,888.0,True
P00628,S0002,69,22,,True
P00684,S0002,32,27,,True
P01169,S0002,48,20,,True
P01821,S0002,36,30,,True
P00203,S0002,18,21,,True
P01859,S0002,72,22,,True
P00594,S0002,46,29,,True
P01174,S0002,35,19,,True
P00237,S0002,50,17,1190.0,True
P01170,S0002,90,14,,True
P01020,S0002,31,13,750.0,True
P00072,S0002,47,18,,True
P01453,S0002,51,15,541.0,True
P00686,S0002,51,19,,True
P01681,S0002,53,23,486.0,True
P01598,S0002,52,27,,True
P00266,S0002,47,26,,True
P01984,S0002,59,12,,True
P00584,S0002,28,28,,True
P01274,S0002,47,20,268.0,True
P00774,S0002,81,14,,True
P00821,S0002,29,10,,True
P01145,S0002,48,18,,True
P01136,S0002,43,27,,True
P00478,S0002,69,17,,True
P01270,S0002,72,27,337.0,True
P01667,S0002,77,17,,True
P01068,S0002,68,16,993.0,True
P01803,S0002,37,18,1396.0,True
P01289,S0002,89,23,393.0,True
P01569,S0002,79,25,481.0,True
P01726,S0002,79,22,,True
P01264,S0002,98,12,431.0,True
P01557,S0002,54,23,,True
P01134,S0002,93,29,,True
P00938,S0002,62,11,366.0,True
P01547,S0002,96,19,,True
P00855,S0002,75,16,,True
P00007,S0002,55,15,,True
P00047,S0002,86,15,,True
P01368,S0002,12,22,,True
P00430,S0002,33,10,485.0,True
P00335,S0002,58,18,1518.0,True
P00622,S0002,48,26,1037.0,True
P00984,S0002,99,28,382.0,True
P01416,S0002,24,30,,True
P00099,S0002,79,30,,True
P00637,S0002,39,20,,True
P01470,S0002,93,17,375.0,True
P01824,S0002,69,28,,True
P00422,S0002,39,14,,True
P01817,S0002,72,29,,True
P01449,S0002,26,12,1775.0,True
P00840,S0002,95,23,,True
P00943,S0002,71,11,725.0,True
P00063,S0002,39,11,,True
P00370,S0002,64,30,246.0,True
P00357,S0002,58,30,,True
P01428,S0002,70,27,274.0,True
P00703,S0002,34,15,,True
P00147,S0002,21,13,675.0,True
P00045,S0002,22,11,373.0,True
P01985,S0002,91,30,538.0,True
P00222,S0002,27,24,,True
P00451,S0002,60,29,,True
P01643,S0002,93,14,451.0,True
P01927,S0002,39,20,,True
P00648,S0002,35,11,1652.0,True
P01259,S0002,85,26,572.0,True
P00951,S0002,42,19,,True
P00872,S0002,62,17,,True
P00515,S0002,50,14,,True
P01586,S0002,91,28,,True
P00407,S0002,58,11,,True
P01878,S0002,65,22,,True
P00568,S0002,73,22,347.0,True
P01057,S0002,56,30,572.0,True
P00301,S0002,66,18,1694.0,True
P00439,S0002,98,23,,True
P00998,S0002,90,18,1684.0,True
P00659,S0002,93,23,,True
P01823,S0002,62,30,436.0,True
P00643,S0002,73,21,1605.0,True
P01246,S0002,53,25,,True
P01752,S0002,25,19,,True
P00036,S0002,100,19,844.0,True
P00665,S0002,51,23,,True
P01396,S0002,72,29,1567.0,True
P00766,S0002,91,25,1535.0,True
P00745,S0002,94,10,,True
P00446,S0002,51,27,,True
P00374,S0002,86,19,426.0,True
P00114,S0002,67,28,421.0,True
P01846,S0002,80,29,,True
P01151,S0002,82,26,,True
P00313,S0002,82,10,440.0,True
P00118,S0002,26,25,,True
P00525,S0002,46,16,,True
P01903,S0002,91,10,,True
P00987,S0002,29,25,421.0,True
P00494,S0002,87,15,,True
P00127,S0002,81,22,410.0,True
P00929,S0002,95,22,391.0,True
P00387,S0002,93,27,,True
P00497,S0002,56,25,,True
P00334,S0002,55,30,,True
P00644,S0002,93,10,274.0,True
P00554,S0002,70,29,984.0,True
P00693,S0002,79,15,,True
P00323,S0002,62,30,1602.0,True
P00735,S0002,52,25,473.0,True
P00945,S0002,33,19,,True
P00498,S0002,97,21,,True
P00468,S0002,35,24,,True
P00462,S0002,10,21,,True
P00447,S0002,65,11,1627.0,True
P01698,S0002,93,18,,True
P00226,S0002,98,16,,True
P00328,S0002,94,23,1416.0,True
P01520,S0002,83,21,487.0,True
P00572,S0002,21,19,,True
P01085,S0002,71,13,1474.0,True
P01764,S0002,65,13,253.0,True
P01820,S0002,28,29,,True
P01366,S0002,20,30,471.0,True
P01409,S0002,26,11,,True
P00861,S0002,32,27,173.0,True
P00548,S0002,37,29,309.0,True
P01885,S0002,67,25,,True
P00685,S0002,73,21,1731.0,True
P01304,S0002,99,30,1172.0,True
P00700,S0002,50,10,1548.0,True
P01948,S0002,78,22,1555.0,True
P00110,S0002,100,19,,True
P01935,S0002,46,15,,True
P00683,S0002,18,19,,True
P00307,S0002,38,28,,True
P01800,S0002,94,23,,True
P01847,S0002,47,14,,True
P00428,S0002,62,19,,True
P01337,S0002,41,24,1198.0,True
P00846,S0002,32,25,445.0,True
P00030,S0002,73,20,,True
P00610,S0002,51,28,663.0,True
P00729,S0002,93,10,,True
P01604,S0002,43,18,,True
P00704,S0002,44,19,,True
P01199,S0002,100,27,400.0,True
P01505,S0002,23,18,,True
P00541,S0002,29,30,1670.0,True
P00427,S0002,76,30,,True
P00377,S0002,76,13,,True
P01509,S0002,17,22,,True
P01091,S0002,79,29,509.0,True
P01930,S0002,95,22,404.0,True
P00300,S0002,22,15,,True
P01834,S0002,34,23,,True
P01445,S0002,96,12,,True
P00410,S0002,82,16,375.0,True
P00731,S0002,96,18,786.0,True
P01039,S0002,40,17,486.0,True
P00713,S0002,93,27,415.0,True
P01554,S0002,30,13,1331.0,True
P00376,S0002,51,30,345.0,True
P00589,S0002,63,13,354.0,True
P01801,S0002,24,11,456.0,True
P01351,S0002,57,11,,True
P01546,S0002,72,25,,True
P01056,S0002,29,14,,True
P01458,S0002,26,12,,True
P01775,S0002,38,13,484.0,True
P01687,S0002,57,28,1450.0,True
P00058,S0002,56,15,456.0,True
P00254,S0002,12,17,,True
P01494,S0002,37,26,,True
P00112,S0002,79,29,,True
P00753,S0002,16,24,1055.0,True
P01352,S0002,63,13,,True
P01467,S0002,95,28,,True
P00748,S0002,28,26,1532.0,True
P01364,S0002,90,12,,True
P00432,S0002,63,13,,True
P00521,S0002,24,24,503.0,True
P00930,S0002,74,19,,True
P01615,S0002,16,26,,True
P01127,S0002,11,12,,True
P00996,S0002,33,28,344.0,True
P01911,S0002,19,13,,True
P01995,S0002,87,22,,True
P00003,S0002,59,17,,True
P01763,S0002,50,27,,True
P01257,S0002,46,29,678.0,True
P00588,S0002,89,20,465.0,True
P01158,S0002,98,28,519.0,True
P01435,S0002,42,29,,True
P00762,S0002,37,10,,True
P01890,S0002,39,26,733.0,True
P00649,S0002,29,29,307.0,True
P00798,S0002,10,28,,True
P01502,S0002,44,14,851.0,True
P01584,S0002,17,15,1377.0,True
P00331,S0002,75,23,705.0,True
P00281,S0002,54,14,687.0,True
P01232,S0002,58,22,,True
P01630,S0002,21,10,,True
P00032,S0002,30,29,563.0,True
P01967,S0002,63,15,1111.0,True
P00639,S0002,97,10,,True
P01811,S0002,77,29,,True
P00706,S0002,94,28,869.0,True
P00890,S0002,97,18,,True
P00642,S0002,45,26,,True
P01491,S0002,94,10,,True
P00263,S0002,46,14,,True
P00258,S0002,54,19,,True
P00726,S0002,95,12,611.0,True
P00174,S0002,73,30,,True
P01607,S0002,61,28,,True
P00976,S0002,45,24,,True
P00724,S0002,11,13,,True
P01492,S0002,11,18,876.0,True
P01455,S0002,56,27,,True
P01508,S0002,95,14,1084.0,True
P01797,S0002,98,25,,True
P00221,S0002,47,23,,True
P01812,S0002,84,20,,True
P00325,S0002,89,29,,True
P00697,S0002,41,29,,True
P01392,S0002,22,14,,True
P00663,S0002,74,24,,True
P00536,S0002,98,25,264.0,True
P00208,S0002,54,21,383.0,True
P00165,S0002,81,20,,True
P01342,S0002,88,15,827.0,True
P01926,S0002,46,25,414.0,True
P00409,S0002,24,18,,True
P00156,S0002,24,10,,True
P01173,S0002,97,30,,True
P01758,S0002,38,15,,True
P01063,S0002,72,28,,True
P01537,S0002,45,15,328.0,True
P00780,S0002,38,13,,True
P00751,S0002,21,28,1237.0,True
P00503,S0002,66,12,972.0,True
P01892,S0002,29,21,565.0,True
P01223,S0002,76,20,,True
P00755,S0002,20,19,170.0,True
P00198,S0002,32,19,463.0,True
P00084,S0002,40,29,489.0,True
P00065,S0002,89,30,,True
P01638,S0002,19,26,345.0,True
P01147,S0002,78,28,462.0,True
P01006,S0002,46,19,,True
P01990,S0002,88,15,,True
P01405,S0002,36,22,579.0,True
P00009,S0002,74,24,604.0,True
P01922,S0002,62,10,,True
P00803,S0002,11,17,605.0,True
P01324,S0002,41,21,,True
P00380,S0002,72,26,,True
P01762,S0002,36,11,,True
P00871,S0002,95,24,,True
P00145,S0002,32,18,1044.0,True
P01588,S0002,74,15,,True
P01529,S0002,39,13,352.0,True
P00052,S0002,42,27,,True
P01256,S0002,33,23,,True
P01827,S0002,80,15,,True
P00602,S0002,95,23,,True
P00959,S0002,73,24,,True
P01081,S0002,55,23,,True
P01454,S0002,99,11,612.0,True
P01308,S0002,95,16,404.0,True
P00401,S0002,55,12,576.0,True
P00292,S0002,66,13,,True
P00621,S0002,71,14,,True
P00744,S0002,49,30,,True
P01489,S0002,67,20,822.0,True
P01746,S0002,61,16,527.0,True
P00369,S0002,86,18,,True
P01864,S0002,61,11,,True
P01760,S0002,50,16,603.0,True
P01543,S0002,14,11,,True
P00196,S0002,57,15,,True
P00905,S0002,48,15,,True
P01549,S0002,63,12,,True
P01060,S0002,41,18,,True
P00206,S0002,16,23,,True
P00804,S0002,56,24,,True
P00283,S0002,13,12,,True
P00542,S0002,74,27,,True
P01124,S0002,35,11,,True
P01438,S0002,71,19,,True
P00297,S0002,75,14,,True
P01108,S0002,58,14,549.0,True
P01201,S0002,99,22,,True
P01165,S0002,97,23,,True
P01854,S0002,60,12,,True
P00961,S0002,96,30,500.0,True
P01172,S0002,75,19,,True
P00758,S0002,48,25,,True
P00809,S0002,87,11,,True
P00205,S0002,18,22,1748.0,True
P01363,S0002,54,14,1270.0,True
P01005,S0002,50,29,,True
P01538,S0002,55,15,,True
P00672,S0002,56,17,370.0,True
P01067,S0002,55,12,941.0,True
P01115,S0002,59,10,,True
P01292,S0002,26,29,,True
P01140,S0002,31,27,,True
P01302,S0002,49,20,,True
P00897,S0002,88,24,434.0,True
P01421,S0002,52,21,883.0,True
P01590,S0002,77,14,364.0,True
P01427,S0002,71,17,,True
P01978,S0002,83,15,825.0,True
P01514,S0002,32,23,,True
P01522,S0002,68,24,561.0,True
P00547,S0002,19,22,,True
P00342,S0002,79,11,552.0,True
P01250,S0002,10,30,1042.0,True
P00754,S0002,23,28,,True
P00801,S0002,28,25,,True
P01771,S0002,70,22,,True
P01709,S0002,93,19,,True
P01587,S0002,51,21,661.0,True
P01024,S0002,71,15,641.0,True
P00606,S0002,27,21,,True
P00830,S0002,36,17,321.0,True
P00082,S0002,40,12,1533.0,True
P00172,S0002,33,11,,True
P01560,S0002,15,20,506.0,True
P01188,S0002,62,12,,True
P00653,S0002,20,20,1008.0,True
P00511,S0002,90,14,1073.0,True
P01397,S0002,87,16,,True
P01356,S0002,26,11,,True
P00184,S0002,81,14,423.0,True
P00397,S0002,56,27,,True
P01934,S0002,10,20,,True
P01843,S0002,70,10,,True
P01957,S0002,53,10,,True
P01747,S0002,26,13,,True
P00524,S0002,97,26,,True
P00509,S0002,81,19,1643.0,True
P00209,S0002,39,11,1488.0,True
P01842,S0002,98,12,,True
P01350,S0002,98,24,891.0,True
P00310,S0002,62,28,,True
P00759,S0002,56,20,,True
P01969,S0002,71,25,590.0,True
P00385,S0002,69,26,,True
P01303,S0002,46,21,,True
P00522,S0002,46,15,,True
P01446,S0002,53,12,1572.0,True
P01745,S0002,82,20,,True
P00161,S0002,41,29,,True
P00296,S0002,25,24,,True
P00256,S0002,36,16,,True
P00694,S0002,96,13,,True
P00857,S0002,22,13,309.0,True
P01895,S0002,79,17,,True
P00251,S0002,56,19,429.0,True
P00163,S0002,97,30,1206.0,True
P00312,S0002,49,17,,True
P01841,S0002,59,12,,True
P01345,S0002,87,20,401.0,True
P01477,S0002,30,17,,True
P01378,S0002,12,26,,True
P00891,S0002,44,26,298.0,True
P01963,S0002,56,10,,True
P01744,S0002,79,30,230.0,True
P01561,S0002,17,12,406.0,True
P01312,S0002,86,23,613.0,True
P00720,S0002,59,23,,True
P00741,S0002,12,13,575.0,True
P00934,S0002,22,17,1135.0,True
P01073,S0002,62,15,,True
P01483,S0002,41,22,,True
P01528,S0002,21,29,,True
P00827,S0002,98,17,550.0,True
P01414,S0002,57,20,,True
P01953,S0002,64,30,,True
P00318,S0002,31,13,,True
P00128,S0002,74,24,478.0,True
P01033,S0002,92,13,,True
P01295,S0002,46,21,,True
P01474,S0002,88,18,,True
P01941,S0002,93,17,1711.0,True
P01410,S0002,25,26,,True
P01517,S0002,10,28,,True
P00005,S0002,40,26,,True
P00835,S0002,90,25,,True
P01955,S0002,60,18,1622.0,True
P01954,S0002,83,21,,True
P00344,S0002,54,17,,True
P01741,S0002,76,30,308.0,True
P00419,S0002,41,19,,True
P01648,S0002,20,21,1072.0,True
P00710,S0002,16,24,1337.0,True
P01087,S0002,73,13,,True
P00645,S0002,58,30,,True
P00596,S0002,15,26,,True
P00733,S0002,95,20,,True
P01958,S0002,79,22,1421.0,True
P00813,S0002,49,12,785.0,True
P01105,S0002,26,15,,True
P01025,S0002,86,20,,True
P01408,S0002,65,11,378.0,True
P00271,S0002,85,24,,True
P00942,S0002,44,19,,True
P00381,S0002,64,23,1619.0,True
P00089,S0002,53,19,,True
P00488,S0002,47,14,,True
P00403,S0002,62,24,1038.0,True
P01992,S0002,53,28,466.0,True
P01683,S0002,88,15,484.0,True
P01450,S0002,38,26,324.0,True
P00287,S0002,42,26,,True
P00947,S0002,66,11,,True
P01975,S0002,40,29,1150.0,True
P01413,S0002,83,12,,True
P00365,S0002,87,17,,True
P00600,S0002,31,20,,True
P00055,S0002,70,24,1711.0,True
P00680,S0002,96,11,,True
P00160,S0002,76,16,,True
P00559,S0002,15,13,514.0,True
P01212,S0002,84,28,303.0,True
P00671,S0002,26,18,,True
P01293,S0002,32,10,298.0,True
P00418,S0002,98,17,1091.0,True
P01733,S0002,38,11,,True
P00484,S0002,34,21,,True
P01869,S0002,52,11,416.0,True
P01377,S0002,14,27,,True
P01003,S0002,69,24,353.0,True
P01384,S0002,54,17,,True
P00433,S0002,21,27,619.0,True
P01009,S0002,100,11,,True
P01401,S0002,84,13,,True
P00958,S0002,37,14,345.0,True
P01690,S0002,30,30,,True
P00121,S0002,48,16,,True
P01265,S0002,47,19,627.0,True
P01101,S0002,77,20,348.0,True
P01178,S0002,93,10,1451.0,True
P01633,S0002,86,19,,True
P00742,S0002,25,10,,True
P00159,S0002,84,11,,True
P00189,S0002,68,29,,True
P01790,S0002,24,11,,True
P00316,S0002,89,26,,True
P00808,S0002,57,16,,True
P00355,S0002,69,24,313.0,True
P01805,S0002,56,13,,True
P00109,S0002,34,14,,True
P00894,S0002,11,20,1682.0,True
P01853,S0002,75,29,,True
P01090,S0002,51,13,,True
P01866,S0002,85,21,,True
P01913,S0002,93,27,,True
P00059,S0002,88,25,422.0,True
P00486,S0002,73,13,,True
P01197,S0002,96,22,967.0,True
P01799,S0002,39,19,752.0,True
P00975,S0002,62,12,,True
P00867,S0002,75,14,,True
P01545,S0002,89,24,692.0,True
P01390,S0002,96,23,,True
P01357,S0002,62,13,,True
P01868,S0002,48,24,,True
P00105,S0002,83,12,,True
P00652,S0002,52,13,,True
P01463,S0002,48,27,,True
P01743,S0002,59,21,,True
P00021,S0002,37,16,958.0,True
P00717,S0002,61,27,448.0,True
P01629,S0002,37,23,1026.0,True
P01896,S0002,85,24,,True
P00273,S0002,39,18,470.0,True
P01595,S0002,40,16,,True
P01691,S0002,15,30,,True
P01376,S0002,66,25,,True
P01564,S0002,100,20,,True
P00320,S0002,19,20,,True
P01700,S0002,77,14,,True
P00730,S0002,17,30,,True
P01336,S0002,10,26,,True
P00546,S0002,57,15,,True
P00066,S0002,77,11,1700.0,True
P00458,S0002,69,18,660.0,True
P01988,S0002,31,29,,True
P01230,S0002,12,21,,True
P01559,S0002,67,19,1484.0,True
P01840,S0002,98,16,394.0,True
P00791,S0002,49,20,,True
P01516,S0002,66,19,,True
P01581,S0002,64,19,1729.0,True
P01112,S0002,80,21,828.0,True
P00379,S0002,19,20,,True
P01126,S0002,72,10,,True
P00565,S0002,89,22,,True
P00294,S0002,82,17,1530.0,True
P00651,S0002,43,18,683.0,True
P00170,S0002,96,19,1588.0,True
P01211,S0002,49,13,,True
P01772,S0002,97,14,282.0,True
P00812,S0002,12,24,,True
P01644,S0002,97,29,,True
P01531,S0002,70,18,,True
P00567,S0002,26,21,,True
P00500,S0002,87,16,332.0,True
P01734,S0002,29,13,,True
P00181,S0002,92,10,,True
P01809,S0002,97,26,,True
P00573,S0002,31,18,,True
P01645,S0002,70,26,451.0,True
P00935,S0002,54,17,965.0,True
P00851,S0002,22,25,,True
P01385,S0002,96,25,251.0,True
P01702,S0002,75,20,324.0,True
