customer_id,week_start,WeekendVisit,days_since_last_visit,visits_last_4w,visits_last_12w,avg_spend_12w,median_spend_12w,avg_items_12w,avg_skus_12w,weekend_visits_12w,total_visits_12w,weekend_visits_share_12w,week_of_year
C001363,2025-07-21,0,10,1,1,26.660000000000004,26.660000000000004,4.0,2.0,1,1,1.0,30
C001363,2025-07-28,0,6,2,2,19.245,19.245,2.5,1.5,1,2,0.5,31
C001363,2025-08-04,0,13,2,2,19.245,19.245,2.5,1.5,1,2,0.5,32
C001363,2025-08-11,1,20,1,2,19.245,19.245,2.5,1.5,1,2,0.5,33
C001363,2025-08-18,0,3,2,3,18.05,15.66,3.333333333333333,2.0,2,3,0.6666666666666666,34
C001364,2025-07-07,0,2,3,3,14.90333333333333,17.02,2.6666666666666665,2.6666666666666665,2,3,0.6666666666666666,28
C001364,2025-07-14,0,9,3,3,14.90333333333333,17.02,2.6666666666666665,2.6666666666666665,2,3,0.6666666666666666,29
C001364,2025-07-21,0,16,3,3,14.90333333333333,17.02,2.6666666666666665,2.6666666666666665,2,3,0.6666666666666666,30
C001364,2025-07-28,0,23,3,3,14.90333333333333,17.02,2.6666666666666665,2.6666666666666665,2,3,0.6666666666666666,31
C001364,2025-08-04,0,30,0,3,14.90333333333333,17.02,2.6666666666666665,2.6666666666666665,2,3,0.6666666666666666,32
C001364,2025-08-11,0,0,2,5,15.666,17.02,2.6,2.6,2,5,0.4,33
C001364,2025-08-18,0,1,3,6,16.993333333333336,17.32,3.0,2.833333333333333,2,6,0.3333333333333333,34
C001365,2025-07-21,1,4,1,1,14.49,14.49,2.0,2.0,1,1,1.0,30
C001365,2025-07-28,0,5,2,2,11.22,11.22,2.5,2.5,2,2,1.0,31
C001365,2025-08-04,0,12,2,2,11.22,11.22,2.5,2.5,2,2,1.0,32
C001365,2025-08-11,0,19,2,2,11.22,11.22,2.5,2.5,2,2,1.0,33
C001365,2025-08-18,1,26,1,2,11.22,11.22,2.5,2.5,2,2,1.0,34
C001366,2025-07-14,0,6,1,1,18.89,18.89,8.0,4.0,1,1,1.0,29
C001366,2025-07-21,0,13,1,1,18.89,18.89,8.0,4.0,1,1,1.0,30
C001366,2025-07-28,0,20,1,1,18.89,18.89,8.0,4.0,1,1,1.0,31
C001366,2025-08-04,0,27,1,1,18.89,18.89,8.0,4.0,1,1,1.0,32
C001366,2025-08-11,0,34,0,1,18.89,18.89,8.0,4.0,1,1,1.0,33
C001366,2025-08-18,1,41,0,1,18.89,18.89,8.0,4.0,1,1,1.0,34
C001367,2025-07-07,0,5,2,2,13.625,13.625,1.5,1.5,2,2,1.0,28
C001367,2025-07-14,0,3,3,3,12.85,11.3,2.333333333333333,1.6666666666666667,2,3,0.6666666666666666,29
C001367,2025-07-21,0,0,4,4,13.6275,13.63,2.75,2.25,2,4,0.5,30
C001367,2025-07-28,0,7,4,4,13.6275,13.63,2.75,2.25,2,4,0.5,31
C001367,2025-08-04,1,14,2,4,13.6275,13.63,2.75,2.25,2,4,0.5,32
C001367,2025-08-11,0,5,2,5,14.266,15.96,3.0,2.4,3,5,0.6,33
C001367,2025-08-18,0,12,1,5,14.266,15.96,3.0,2.4,3,5,0.6,34
C001368,2025-07-28,0,3,1,1,32.34,32.34,6.0,4.0,0,1,0.0,31
C001368,2025-08-04,0,10,1,1,32.34,32.34,6.0,4.0,0,1,0.0,32
C001368,2025-08-11,0,17,1,1,32.34,32.34,6.0,4.0,0,1,0.0,33
C001368,2025-08-18,0,24,1,1,32.34,32.34,6.0,4.0,0,1,0.0,34
C001369,2025-08-04,0,6,1,1,30.55,30.55,4.0,4.0,0,1,0.0,32
C001369,2025-08-11,0,1,2,2,18.625,18.625,3.0,3.0,0,2,0.0,33
C001369,2025-08-18,0,8,2,2,18.625,18.625,3.0,3.0,0,2,0.0,34
C001370,2025-07-21,0,2,1,1,2.33,2.33,1.0,1.0,0,1,0.0,30
C001370,2025-07-28,0,9,1,1,2.33,2.33,1.0,1.0,0,1,0.0,31
C001370,2025-08-04,0,16,1,1,2.33,2.33,1.0,1.0,0,1,0.0,32
C001370,2025-08-11,0,23,1,1,2.33,2.33,1.0,1.0,0,1,0.0,33
C001370,2025-08-18,0,30,0,1,2.33,2.33,1.0,1.0,0,1,0.0,34
C001371,2025-07-07,0,6,1,1,3.75,3.75,1.0,1.0,1,1,1.0,28
C001371,2025-07-14,0,13,1,1,3.75,3.75,1.0,1.0,1,1,1.0,29
C001371,2025-07-21,0,6,2,2,30.200000000000003,30.200000000000003,3.5,3.0,1,2,0.5,30
C001371,2025-07-28,0,13,2,2,30.200000000000003,30.200000000000003,3.5,3.0,1,2,0.5,31
C001371,2025-08-04,0,20,1,2,30.200000000000003,30.200000000000003,3.5,3.0,1,2,0.5,32
C001371,2025-08-11,0,27,1,2,30.200000000000003,30.200000000000003,3.5,3.0,1,2,0.5,33
C001371,2025-08-18,0,34,0,2,30.200000000000003,30.200000000000003,3.5,3.0,1,2,0.5,34
C001372,2025-07-14,1,4,2,2,9.965,9.965,2.0,2.0,2,2,1.0,29
C001372,2025-07-21,0,4,3,3,20.61,16.89,4.333333333333333,3.0,3,3,1.0,30
C001372,2025-07-28,0,11,3,3,20.61,16.89,4.333333333333333,3.0,3,3,1.0,31
C001372,2025-08-04,0,18,3,3,20.61,16.89,4.333333333333333,3.0,3,3,1.0,32
C001372,2025-08-11,0,25,1,3,20.61,16.89,4.333333333333333,3.0,3,3,1.0,33
C001372,2025-08-18,0,0,1,4,24.4575,26.445,4.75,3.5,3,4,0.75,34
C001373,2025-07-14,0,6,1,1,5.01,5.01,2.0,2.0,0,1,0.0,29
C001373,2025-07-21,0,13,1,1,5.01,5.01,2.0,2.0,0,1,0.0,30
C001373,2025-07-28,0,1,3,3,10.35,8.540000000000001,3.0,3.0,0,3,0.0,31
C001373,2025-08-04,0,8,3,3,10.35,8.540000000000001,3.0,3.0,0,3,0.0,32
C001373,2025-08-11,1,2,3,4,17.1,13.02,3.75,3.25,0,4,0.0,33
C001373,2025-08-18,0,3,4,5,15.046,8.540000000000001,3.4,2.8,1,5,0.2,34
C001374,2025-07-14,0,0,1,1,20.6,20.6,4.0,4.0,0,1,0.0,29
C001374,2025-07-21,0,7,1,1,20.6,20.6,4.0,4.0,0,1,0.0,30
C001374,2025-07-28,0,14,1,1,20.6,20.6,4.0,4.0,0,1,0.0,31
C001374,2025-08-04,0,21,1,1,20.6,20.6,4.0,4.0,0,1,0.0,32
C001374,2025-08-11,0,1,2,3,27.85333333333333,20.6,4.666666666666667,3.6666666666666665,0,3,0.0,33
C001374,2025-08-18,0,8,2,3,27.85333333333333,20.6,4.666666666666667,3.6666666666666665,0,3,0.0,34
C001375,2025-08-11,0,3,1,1,2.35,2.35,1.0,1.0,0,1,0.0,33
C001375,2025-08-18,0,10,1,1,2.35,2.35,1.0,1.0,0,1,0.0,34
C001377,2025-06-30,0,0,2,2,23.365,23.365,5.0,4.0,0,2,0.0,27
C001377,2025-07-07,0,1,3,3,26.36,25.44,6.0,4.666666666666667,0,3,0.0,28
C001377,2025-07-14,0,8,3,3,26.36,25.44,6.0,4.666666666666667,0,3,0.0,29
C001377,2025-07-21,0,15,3,3,26.36,25.44,6.0,4.666666666666667,0,3,0.0,30
C001377,2025-07-28,0,0,2,4,21.8775,23.365,5.0,4.0,0,4,0.0,31
C001377,2025-08-04,0,7,1,4,21.8775,23.365,5.0,4.0,0,4,0.0,32
C001377,2025-08-11,0,14,1,4,21.8775,23.365,5.0,4.0,0,4,0.0,33
C001377,2025-08-18,0,21,1,4,21.8775,23.365,5.0,4.0,0,4,0.0,34
C001378,2025-07-14,0,2,2,2,35.76,35.76,4.5,3.5,1,2,0.5,29
C001378,2025-07-21,0,9,2,2,35.76,35.76,4.5,3.5,1,2,0.5,30
C001378,2025-07-28,0,16,2,2,35.76,35.76,4.5,3.5,1,2,0.5,31
C001378,2025-08-04,0,2,3,3,44.40333333333333,47.03,5.666666666666667,4.333333333333333,1,3,0.3333333333333333,32
C001378,2025-08-11,0,2,2,4,37.685,35.76,5.5,4.5,1,4,0.25,33
C001378,2025-08-18,0,9,2,4,37.685,35.76,5.5,4.5,1,4,0.25,34
C001379,2025-07-21,0,1,1,1,14.01,14.01,4.0,4.0,0,1,0.0,30
C001379,2025-07-28,0,8,1,1,14.01,14.01,4.0,4.0,0,1,0.0,31
C001379,2025-08-04,0,15,1,1,14.01,14.01,4.0,4.0,0,1,0.0,32
C001379,2025-08-11,1,6,2,2,10.11,10.11,3.0,3.0,0,2,0.0,33
C001379,2025-08-18,0,3,2,3,12.533333333333331,14.01,3.6666666666666665,3.333333333333333,1,3,0.3333333333333333,34
C001380,2025-08-04,0,3,1,1,13.2,13.2,2.0,2.0,1,1,1.0,32
C001380,2025-08-11,1,10,1,1,13.2,13.2,2.0,2.0,1,1,1.0,33
C001380,2025-08-18,0,6,2,2,7.83,7.83,1.5,1.5,2,2,1.0,34
C001381,2025-07-07,1,0,1,1,9.44,9.44,2.0,2.0,0,1,0.0,28
C001381,2025-07-14,0,5,2,2,23.885,23.885,3.0,2.0,1,2,0.5,29
C001381,2025-07-21,0,0,3,3,20.67333333333333,14.25,2.6666666666666665,2.0,1,3,0.3333333333333333,30
C001381,2025-07-28,0,7,3,3,20.67333333333333,14.25,2.6666666666666665,2.0,1,3,0.3333333333333333,31
C001381,2025-08-04,0,14,2,3,20.67333333333333,14.25,2.6666666666666665,2.0,1,3,0.3333333333333333,32
C001381,2025-08-11,0,21,1,3,20.67333333333333,14.25,2.6666666666666665,2.0,1,3,0.3333333333333333,33
C001381,2025-08-18,0,1,1,4,22.3125,20.74,2.75,2.25,1,4,0.25,34
C001382,2025-07-07,1,6,1,1,14.07,14.07,3.0,3.0,0,1,0.0,28
C001382,2025-07-14,0,0,4,4,31.735,15.23,4.25,3.0,1,4,0.25,29
C001382,2025-07-21,0,7,4,4,31.735,15.23,4.25,3.0,1,4,0.25,30
C001382,2025-07-28,0,14,4,4,31.735,15.23,4.25,3.0,1,4,0.25,31
C001382,2025-08-04,0,21,3,4,31.735,15.23,4.25,3.0,1,4,0.25,32
C001382,2025-08-11,0,28,0,4,31.735,15.23,4.25,3.0,1,4,0.25,33
C001382,2025-08-18,0,35,0,4,31.735,15.23,4.25,3.0,1,4,0.25,34
C001385,2025-08-04,0,0,1,1,55.28,55.28,8.0,5.0,0,1,0.0,32
C001385,2025-08-11,1,7,1,1,55.28,55.28,8.0,5.0,0,1,0.0,33
C001385,2025-08-18,0,4,2,2,42.925,42.925,7.0,5.0,1,2,0.5,34
C001386,2025-07-28,0,5,1,1,27.8,27.8,6.0,6.0,1,1,1.0,31
C001386,2025-08-04,0,12,1,1,27.8,27.8,6.0,6.0,1,1,1.0,32
C001386,2025-08-11,0,19,1,1,27.8,27.8,6.0,6.0,1,1,1.0,33
C001386,2025-08-18,0,26,1,1,27.8,27.8,6.0,6.0,1,1,1.0,34
C001387,2025-08-11,0,6,1,1,29.74,29.74,7.0,4.0,0,1,0.0,33
C001387,2025-08-18,1,13,1,1,29.74,29.74,7.0,4.0,0,1,0.0,34
C001388,2025-07-14,0,3,1,1,46.010000000000005,46.010000000000005,8.0,6.0,0,1,0.0,29
C001388,2025-07-21,0,10,1,1,46.010000000000005,46.010000000000005,8.0,6.0,0,1,0.0,30
C001388,2025-07-28,1,17,1,1,46.010000000000005,46.010000000000005,8.0,6.0,0,1,0.0,31
C001388,2025-08-04,0,3,2,2,32.025000000000006,32.025000000000006,6.0,4.5,1,2,0.5,32
C001388,2025-08-11,0,10,1,2,32.025000000000006,32.025000000000006,6.0,4.5,1,2,0.5,33
C001388,2025-08-18,0,3,2,3,25.340000000000003,18.04,5.0,4.0,1,3,0.3333333333333333,34
C001389,2025-07-14,0,2,1,1,17.71,17.71,3.0,3.0,0,1,0.0,29
C001389,2025-07-21,0,9,1,1,17.71,17.71,3.0,3.0,0,1,0.0,30
C001389,2025-07-28,1,0,2,2,16.755000000000003,16.755000000000003,3.5,3.0,0,2,0.0,31
C001389,2025-08-04,0,0,4,4,18.47,16.755000000000003,3.0,2.75,1,4,0.25,32
C001389,2025-08-11,0,7,3,4,18.47,16.755000000000003,3.0,2.75,1,4,0.25,33
C001389,2025-08-18,0,14,3,4,18.47,16.755000000000003,3.0,2.75,1,4,0.25,34
C001390,2025-07-14,0,4,1,1,11.07,11.07,3.0,3.0,1,1,1.0,29
C001390,2025-07-21,0,11,1,1,11.07,11.07,3.0,3.0,1,1,1.0,30
C001390,2025-07-28,1,2,2,2,10.885,10.885,2.0,2.0,1,2,0.5,31
C001390,2025-08-04,0,4,3,3,12.803333333333333,11.07,2.0,2.0,2,3,0.6666666666666666,32
C001390,2025-08-11,0,11,2,3,12.803333333333333,11.07,2.0,2.0,2,3,0.6666666666666666,33
C001390,2025-08-18,0,18,2,3,12.803333333333333,11.07,2.0,2.0,2,3,0.6666666666666666,34
C001391,2025-07-07,0,1,2,2,25.235,25.235,3.5,2.5,1,2,0.5,28
C001391,2025-07-14,0,8,2,2,25.235,25.235,3.5,2.5,1,2,0.5,29
C001391,2025-07-21,0,15,2,2,25.235,25.235,3.5,2.5,1,2,0.5,30
C001391,2025-07-28,0,22,2,2,25.235,25.235,3.5,2.5,1,2,0.5,31
C001391,2025-08-04,0,29,0,2,25.235,25.235,3.5,2.5,1,2,0.5,32
C001391,2025-08-11,0,36,0,2,25.235,25.235,3.5,2.5,1,2,0.5,33
C001391,2025-08-18,0,6,1,3,20.41,10.829999999999998,3.6666666666666665,2.333333333333333,1,3,0.3333333333333333,34
C001392,2025-07-14,0,0,1,1,9.15,9.15,2.0,2.0,0,1,0.0,29
C001392,2025-07-21,0,7,1,1,9.15,9.15,2.0,2.0,0,1,0.0,30
C001392,2025-07-28,0,14,1,1,9.15,9.15,2.0,2.0,0,1,0.0,31
C001392,2025-08-04,0,21,1,1,9.15,9.15,2.0,2.0,0,1,0.0,32
C001392,2025-08-11,0,0,1,2,24.89,24.89,4.0,4.0,0,2,0.0,33
C001392,2025-08-18,0,7,1,2,24.89,24.89,4.0,4.0,0,2,0.0,34
C001393,2025-08-04,0,0,1,1,24.41,24.41,3.0,3.0,0,1,0.0,32
C001393,2025-08-11,0,7,1,1,24.41,24.41,3.0,3.0,0,1,0.0,33
C001393,2025-08-18,0,14,1,1,24.41,24.41,3.0,3.0,0,1,0.0,34
C001394,2025-07-21,1,3,1,1,24.22,24.22,5.0,4.0,1,1,1.0,30
C001394,2025-07-28,1,5,2,2,16.925,16.925,3.5,3.0,2,2,1.0,31
C001394,2025-08-04,0,3,3,3,13.74,9.63,3.0,2.333333333333333,3,3,1.0,32
C001394,2025-08-11,0,10,3,3,13.74,9.63,3.0,2.333333333333333,3,3,1.0,33
C001394,2025-08-18,1,17,2,3,13.74,9.63,3.0,2.333333333333333,3,3,1.0,34
C001395,2025-07-14,0,1,1,1,16.8,16.8,3.0,3.0,0,1,0.0,29
C001395,2025-07-21,0,0,2,2,15.575,15.575,3.0,3.0,0,2,0.0,30
C001395,2025-07-28,0,7,2,2,15.575,15.575,3.0,3.0,0,2,0.0,31
C001395,2025-08-04,1,14,2,2,15.575,15.575,3.0,3.0,0,2,0.0,32
C001395,2025-08-11,0,4,2,3,30.46,16.8,4.666666666666667,3.6666666666666665,1,3,0.3333333333333333,33
C001395,2025-08-18,0,11,1,3,30.46,16.8,4.666666666666667,3.6666666666666665,1,3,0.3333333333333333,34
C001396,2025-07-21,0,5,1,1,8.62,8.62,1.0,1.0,1,1,1.0,30
C001396,2025-07-28,0,12,1,1,8.62,8.62,1.0,1.0,1,1,1.0,31
C001396,2025-08-04,0,19,1,1,8.62,8.62,1.0,1.0,1,1,1.0,32
C001396,2025-08-11,0,26,1,1,8.62,8.62,1.0,1.0,1,1,1.0,33
C001396,2025-08-18,0,6,1,2,6.09,6.09,1.0,1.0,1,2,0.5,34
C001398,2025-07-28,0,3,1,1,4.91,4.91,1.0,1.0,1,1,1.0,31
C001398,2025-08-04,0,10,1,1,4.91,4.91,1.0,1.0,1,1,1.0,32
C001398,2025-08-11,0,17,1,1,4.91,4.91,1.0,1.0,1,1,1.0,33
C001398,2025-08-18,0,24,1,1,4.91,4.91,1.0,1.0,1,1,1.0,34
C001399,2025-07-21,1,4,2,2,17.07,17.07,4.0,2.5,2,2,1.0,30
C001399,2025-07-28,0,4,3,3,16.526666666666667,15.44,4.0,2.333333333333333,3,3,1.0,31
C001399,2025-08-04,0,3,4,4,17.265,17.46,3.75,2.5,3,4,0.75,32
C001399,2025-08-11,0,10,4,4,17.265,17.46,3.75,2.5,3,4,0.75,33
C001399,2025-08-18,1,0,3,5,16.083999999999996,15.44,3.4,2.4,3,5,0.6,34
C001400,2025-07-07,0,3,1,1,15.89,15.89,4.0,2.0,0,1,0.0,28
C001400,2025-07-14,0,10,1,1,15.89,15.89,4.0,2.0,0,1,0.0,29
C001400,2025-07-21,0,17,1,1,15.89,15.89,4.0,2.0,0,1,0.0,30
C001400,2025-07-28,0,24,1,1,15.89,15.89,4.0,2.0,0,1,0.0,31
C001400,2025-08-04,1,31,0,1,15.89,15.89,4.0,2.0,0,1,0.0,32
C001400,2025-08-11,0,5,2,3,22.956666666666667,23.6,5.666666666666667,4.0,1,3,0.3333333333333333,33
C001400,2025-08-18,0,12,2,3,22.956666666666667,23.6,5.666666666666667,4.0,1,3,0.3333333333333333,34
C001401,2025-07-28,0,1,2,2,7.635000000000001,7.635000000000001,2.0,1.5,1,2,0.5,31
C001401,2025-08-04,0,2,3,3,16.69,8.790000000000001,4.333333333333333,3.333333333333333,1,3,0.3333333333333333,32
C001401,2025-08-11,0,9,3,3,16.69,8.790000000000001,4.333333333333333,3.333333333333333,1,3,0.3333333333333333,33
C001401,2025-08-18,0,16,3,3,16.69,8.790000000000001,4.333333333333333,3.333333333333333,1,3,0.3333333333333333,34
C001402,2025-07-14,0,1,1,1,9.68,9.68,2.0,2.0,0,1,0.0,29
C001402,2025-07-21,0,8,1,1,9.68,9.68,2.0,2.0,0,1,0.0,30
C001402,2025-07-28,1,15,1,1,9.68,9.68,2.0,2.0,0,1,0.0,31
C001402,2025-08-04,1,4,2,2,7.935,7.935,2.0,2.0,1,2,0.5,32
C001402,2025-08-11,0,5,2,3,18.41333333333333,9.68,3.6666666666666665,3.6666666666666665,2,3,0.6666666666666666,33
C001402,2025-08-18,0,12,2,3,18.41333333333333,9.68,3.6666666666666665,3.6666666666666665,2,3,0.6666666666666666,34
C001403,2025-07-07,0,0,2,2,12.655,12.655,1.5,1.5,1,2,0.5,28
C001403,2025-07-14,0,7,2,2,12.655,12.655,1.5,1.5,1,2,0.5,29
C001403,2025-07-21,1,1,4,4,15.98,12.655,2.0,2.0,1,4,0.25,30
C001403,2025-07-28,1,5,5,5,18.262,13.22,2.4,2.4,2,5,0.4,31
C001403,2025-08-04,0,4,5,7,18.52,13.22,2.4285714285714284,2.142857142857143,4,7,0.5714285714285714,32
C001403,2025-08-11,1,0,6,8,18.56,16.03,2.75,2.25,4,8,0.5,33
C001403,2025-08-18,0,4,5,9,18.558888888888887,18.55,2.6666666666666665,2.2222222222222223,5,9,0.5555555555555556,34
C001404,2025-08-04,1,5,1,1,43.01,43.01,8.0,6.0,1,1,1.0,32
C001404,2025-08-11,1,4,2,2,31.61,31.61,6.0,4.5,2,2,1.0,33
C001404,2025-08-18,0,5,3,3,23.82,20.21,4.333333333333333,3.333333333333333,3,3,1.0,34
C001405,2025-07-07,1,2,1,1,13.49,13.49,4.0,2.0,0,1,0.0,28
C001405,2025-07-14,0,5,2,2,15.03,15.03,3.5,2.5,1,2,0.5,29
C001405,2025-07-21,0,2,3,3,11.943333333333332,13.49,3.0,2.333333333333333,1,3,0.3333333333333333,30
C001405,2025-07-28,0,9,3,3,11.943333333333332,13.49,3.0,2.333333333333333,1,3,0.3333333333333333,31
C001405,2025-08-04,0,16,2,3,11.943333333333332,13.49,3.0,2.333333333333333,1,3,0.3333333333333333,32
C001405,2025-08-11,1,23,1,3,11.943333333333332,13.49,3.0,2.333333333333333,1,3,0.3333333333333333,33
C001405,2025-08-18,0,3,1,4,25.6175,15.03,4.75,3.5,2,4,0.5,34
C001406,2025-08-04,0,5,1,1,25.19,25.19,7.0,4.0,1,1,1.0,32
C001406,2025-08-11,0,1,2,2,24.365,24.365,6.5,4.5,1,2,0.5,33
C001406,2025-08-18,0,1,4,4,21.47,22.49,4.5,3.25,1,4,0.25,34
C001408,2025-07-21,0,2,1,1,45.12,45.12,7.0,5.0,0,1,0.0,30
C001408,2025-07-28,0,9,1,1,45.12,45.12,7.0,5.0,0,1,0.0,31
C001408,2025-08-04,1,1,2,2,38.75,38.75,6.0,4.0,0,2,0.0,32
C001408,2025-08-11,0,3,3,3,31.62333333333333,32.38,5.333333333333333,3.6666666666666665,1,3,0.3333333333333333,33
C001408,2025-08-18,1,10,2,3,31.62333333333333,32.38,5.333333333333333,3.6666666666666665,1,3,0.3333333333333333,34
C001409,2025-07-14,0,6,1,1,3.32,3.32,1.0,1.0,0,1,0.0,29
C001409,2025-07-21,0,13,1,1,3.32,3.32,1.0,1.0,0,1,0.0,30
C001409,2025-07-28,0,20,1,1,3.32,3.32,1.0,1.0,0,1,0.0,31
C001409,2025-08-04,0,27,1,1,3.32,3.32,1.0,1.0,0,1,0.0,32
C001409,2025-08-11,0,34,0,1,3.32,3.32,1.0,1.0,0,1,0.0,33
C001409,2025-08-18,0,1,1,2,17.735,17.735,2.5,2.5,0,2,0.0,34
C001410,2025-07-14,0,6,1,1,40.37,40.37,8.0,5.0,1,1,1.0,29
C001410,2025-07-21,0,13,1,1,40.37,40.37,8.0,5.0,1,1,1.0,30
C001410,2025-07-28,0,20,1,1,40.37,40.37,8.0,5.0,1,1,1.0,31
C001410,2025-08-04,0,27,1,1,40.37,40.37,8.0,5.0,1,1,1.0,32
C001410,2025-08-11,0,34,0,1,40.37,40.37,8.0,5.0,1,1,1.0,33
C001410,2025-08-18,0,41,0,1,40.37,40.37,8.0,5.0,1,1,1.0,34
C001412,2025-07-14,0,2,1,1,35.65,35.65,4.0,2.0,0,1,0.0,29
C001412,2025-07-21,0,9,1,1,35.65,35.65,4.0,2.0,0,1,0.0,30
C001412,2025-07-28,0,3,2,2,35.879999999999995,35.879999999999995,4.5,2.0,0,2,0.0,31
C001412,2025-08-04,0,10,2,2,35.879999999999995,35.879999999999995,4.5,2.0,0,2,0.0,32
C001412,2025-08-11,0,6,3,4,22.2375,23.26,3.75,2.0,0,4,0.0,33
C001412,2025-08-18,0,13,3,4,22.2375,23.26,3.75,2.0,0,4,0.0,34
C001413,2025-07-07,0,3,1,1,21.77,21.77,4.0,4.0,1,1,1.0,28
C001413,2025-07-14,0,10,1,1,21.77,21.77,4.0,4.0,1,1,1.0,29
C001413,2025-07-21,0,0,2,2,55.175,55.175,8.0,6.5,1,2,0.5,30
C001413,2025-07-28,0,7,2,2,55.175,55.175,8.0,6.5,1,2,0.5,31
C001413,2025-08-04,1,14,1,2,55.175,55.175,8.0,6.5,1,2,0.5,32
C001413,2025-08-11,0,5,2,3,37.75,21.77,5.666666666666667,4.666666666666667,2,3,0.6666666666666666,33
C001413,2025-08-18,1,12,1,3,37.75,21.77,5.666666666666667,4.666666666666667,2,3,0.6666666666666666,34
C001414,2025-06-30,0,2,1,1,23.17,23.17,4.0,3.0,0,1,0.0,27
C001414,2025-07-07,0,9,1,1,23.17,23.17,4.0,3.0,0,1,0.0,28
C001414,2025-07-14,0,16,1,1,23.17,23.17,4.0,3.0,0,1,0.0,29
C001414,2025-07-21,0,23,1,1,23.17,23.17,4.0,3.0,0,1,0.0,30
C001414,2025-07-28,0,6,1,2,23.495,23.495,4.5,3.0,0,2,0.0,31
C001414,2025-08-04,1,13,1,2,23.495,23.495,4.5,3.0,0,2,0.0,32
C001414,2025-08-11,0,3,2,3,24.64,23.82,4.333333333333333,3.333333333333333,1,3,0.3333333333333333,33
C001414,2025-08-18,0,10,2,3,24.64,23.82,4.333333333333333,3.333333333333333,1,3,0.3333333333333333,34
C001415,2025-07-07,0,0,2,2,29.045,29.045,7.0,5.5,1,2,0.5,28
C001415,2025-07-14,0,7,2,2,29.045,29.045,7.0,5.5,1,2,0.5,29
C001415,2025-07-21,0,14,2,2,29.045,29.045,7.0,5.5,1,2,0.5,30
C001415,2025-07-28,0,21,2,2,29.045,29.045,7.0,5.5,1,2,0.5,31
C001415,2025-08-04,0,28,0,2,29.045,29.045,7.0,5.5,1,2,0.5,32
C001415,2025-08-11,0,35,0,2,29.045,29.045,7.0,5.5,1,2,0.5,33
C001415,2025-08-18,1,42,0,2,29.045,29.045,7.0,5.5,1,2,0.5,34
C001416,2025-07-07,0,3,1,1,60.97,60.97,7.0,5.0,1,1,1.0,28
C001416,2025-07-14,0,10,1,1,60.97,60.97,7.0,5.0,1,1,1.0,29
C001416,2025-07-21,0,1,2,2,52.505,52.505,6.5,4.5,1,2,0.5,30
C001416,2025-07-28,1,8,2,2,52.505,52.505,6.5,4.5,1,2,0.5,31
C001416,2025-08-04,0,3,3,4,40.08,40.53,5.75,4.25,3,4,0.75,32
C001416,2025-08-11,1,10,3,4,40.08,40.53,5.75,4.25,3,4,0.75,33
C001416,2025-08-18,0,5,3,5,36.928,37.02,6.2,4.6,4,5,0.8,34
C001417,2025-07-07,0,6,1,1,16.53,16.53,2.0,2.0,1,1,1.0,28
C001417,2025-07-14,0,13,1,1,16.53,16.53,2.0,2.0,1,1,1.0,29
C001417,2025-07-21,0,0,2,2,12.44,12.44,2.0,2.0,1,2,0.5,30
C001417,2025-07-28,0,7,2,2,12.44,12.44,2.0,2.0,1,2,0.5,31
C001417,2025-08-04,0,14,1,2,12.44,12.44,2.0,2.0,1,2,0.5,32
C001417,2025-08-11,0,2,2,3,10.653333333333334,8.35,2.333333333333333,1.6666666666666667,1,3,0.3333333333333333,33
C001417,2025-08-18,0,1,2,4,23.455,12.44,3.25,2.25,1,4,0.25,34
C001418,2025-07-14,0,6,1,1,32.96,32.96,8.0,5.0,0,1,0.0,29
C001418,2025-07-21,0,13,1,1,32.96,32.96,8.0,5.0,0,1,0.0,30
C001418,2025-07-28,0,20,1,1,32.96,32.96,8.0,5.0,0,1,0.0,31
C001418,2025-08-04,0,27,1,1,32.96,32.96,8.0,5.0,0,1,0.0,32
C001418,2025-08-11,0,34,0,1,32.96,32.96,8.0,5.0,0,1,0.0,33
C001418,2025-08-18,0,41,0,1,32.96,32.96,8.0,5.0,0,1,0.0,34
C001419,2025-07-07,0,4,2,2,18.595,18.595,4.0,3.0,2,2,1.0,28
C001419,2025-07-14,1,11,2,2,18.595,18.595,4.0,3.0,2,2,1.0,29
C001419,2025-07-21,0,4,4,4,21.3475,18.595,3.75,2.25,4,4,1.0,30
C001419,2025-07-28,0,11,4,4,21.3475,18.595,3.75,2.25,4,4,1.0,31
C001419,2025-08-04,0,18,2,4,21.3475,18.595,3.75,2.25,4,4,1.0,32
C001419,2025-08-11,0,25,2,4,21.3475,18.595,3.75,2.25,4,4,1.0,33
C001419,2025-08-18,0,1,1,5,24.71,19.29,4.8,3.0,4,5,0.8,34
C001420,2025-07-07,0,5,1,1,24.05,24.05,6.0,4.0,1,1,1.0,28
C001420,2025-07-14,0,12,1,1,24.05,24.05,6.0,4.0,1,1,1.0,29
C001420,2025-07-21,0,19,1,1,24.05,24.05,6.0,4.0,1,1,1.0,30
C001420,2025-07-28,0,2,2,2,40.16,40.16,5.5,4.0,1,2,0.5,31
C001420,2025-08-04,0,9,1,2,40.16,40.16,5.5,4.0,1,2,0.5,32
C001420,2025-08-11,0,16,1,2,40.16,40.16,5.5,4.0,1,2,0.5,33
C001420,2025-08-18,0,23,1,2,40.16,40.16,5.5,4.0,1,2,0.5,34
