customer_id,age,zipcode,home_store_id,gender,loyalty_tier
CUST00681,72,10013,4,Male,Silver
CUST00682,19,10001,3,Female,Bronze
CUST00683,66,10001,1,Other,Platinum
CUST00684,45,10012,5,Female,Bronze
CUST00685,49,10013,3,Other,Bronze
CUST00686,44,10011,2,Female,Silver
CUST00687,37,10003,1,Male,Gold
CUST00688,41,10011,4,Male,Bronze
CUST00689,29,10013,1,Female,Silver
CUST00690,67,10001,2,Male,Silver
CUST00691,52,10001,5,Female,Bronze
CUST00692,77,10013,5,Other,Bronze
CUST00693,50,10001,5,Male,Silver
CUST00694,50,10001,4,Female,Bronze
CUST00695,78,10001,3,Female,Platinum
CUST00696,68,10003,3,Female,Gold
CUST00697,60,10003,1,Other,Platinum
CUST00698,54,10012,4,Female,Bronze
CUST00699,29,10011,5,Other,Platinum
CUST00700,20,10013,5,Female,Silver
CUST00701,18,10013,2,Male,Bronze
CUST00702,50,10013,2,Male,Bronze
CUST00703,57,10012,5,Female,Bronze
CUST00704,27,10003,5,Male,Silver
CUST00705,60,10012,4,Female,Silver
CUST00706,61,10013,3,Female,Bronze
CUST00707,46,10011,2,Male,Silver
CUST00708,30,10001,3,Female,Bronze
CUST00709,29,10003,4,Female,Silver
CUST00710,48,10003,5,Female,Bronze
CUST00711,63,10012,3,Male,Gold
CUST00712,19,10003,5,Male,Gold
CUST00713,78,10013,5,Male,Silver
CUST00714,68,10013,1,Female,Bronze
CUST00715,67,10012,3,Male,Bronze
CUST00716,52,10013,3,Female,Gold
CUST00717,40,10011,5,Male,Bronze
CUST00718,34,10012,4,Male,Bronze
CUST00719,43,10011,1,Female,Bronze
CUST00720,25,10001,5,Female,Silver
CUST00721,46,10011,2,Male,Silver
CUST00722,43,10001,2,Male,Gold
CUST00723,27,10001,1,Male,Bronze
CUST00724,43,10011,4,Female,Bronze
CUST00725,79,10012,5,Female,Gold
CUST00726,51,10013,3,Male,Gold
CUST00727,68,10013,1,Male,Bronze
CUST00728,58,10001,4,Male,Silver
CUST00729,24,10001,3,Female,Bronze
CUST00730,21,10012,2,Other,Platinum
CUST00731,75,10003,2,Male,Bronze
CUST00732,70,10011,3,Female,Platinum
CUST00733,67,10001,1,Male,Silver
CUST00734,62,10013,2,Male,Silver
CUST00735,28,10012,5,Female,Bronze
CUST00736,46,10011,3,Female,Silver
CUST00737,73,10012,3,Female,Silver
CUST00738,53,10011,2,Female,Bronze
CUST00739,42,10011,1,Male,Silver
CUST00740,38,10001,5,Female,Platinum
CUST00741,78,10012,1,Male,Silver
CUST00742,74,10012,4,Female,Gold
CUST00743,53,10013,4,Male,Bronze
CUST00744,27,10013,2,Female,Silver
CUST00745,54,10001,2,Male,Bronze
CUST00746,26,10001,2,Male,Silver
CUST00747,41,10003,4,Female,Platinum
CUST00748,52,10013,1,Male,Silver
CUST00749,66,10011,1,Female,Bronze
CUST00750,52,10012,2,Male,Bronze
CUST00751,65,10001,5,Male,Silver
CUST00752,53,10012,1,Male,Silver
CUST00753,35,10012,4,Male,Gold
CUST00754,66,10003,3,Female,Gold
CUST00755,56,10013,3,Male,Silver
CUST00756,49,10001,3,Female,Bronze
CUST00757,41,10012,5,Female,Bronze
CUST00758,40,10001,2,Male,Bronze
CUST00759,79,10011,4,Female,Bronze
CUST00760,49,10003,5,Female,Silver
CUST00761,54,10011,4,Female,Silver
CUST00762,29,10001,4,Male,Silver
CUST00763,66,10001,2,Male,Bronze
CUST00764,72,10013,3,Female,Bronze
CUST00765,30,10012,2,Female,Bronze
CUST00766,40,10012,5,Female,Bronze
CUST00767,42,10011,5,Male,Gold
CUST00768,52,10003,5,Female,Bronze
CUST00769,58,10012,2,Male,Silver
CUST00770,47,10013,4,Female,Bronze
CUST00771,34,10011,4,Male,Gold
CUST00772,66,10011,1,Female,Silver
CUST00773,79,10013,5,Male,Bronze
CUST00774,37,10003,4,Male,Silver
CUST00775,65,10013,1,Female,Gold
CUST00776,42,10003,4,Male,Platinum
CUST00777,39,10013,5,Male,Bronze
CUST00778,30,10013,3,Male,Gold
CUST00779,76,10001,5,Female,Platinum
CUST00780,36,10011,2,Female,Platinum
CUST00781,66,10013,4,Male,Silver
CUST00782,53,10013,4,Female,Silver
CUST00783,29,10012,2,Female,Silver
CUST00784,78,10011,2,Male,Gold
CUST00785,58,10012,3,Female,Silver
CUST00786,36,10011,4,Female,Silver
CUST00787,29,10012,4,Female,Silver
CUST00788,26,10013,3,Male,Gold
CUST00789,24,10013,1,Female,Gold
CUST00790,45,10001,3,Female,Bronze
CUST00791,31,10012,5,Male,Gold
CUST00792,48,10003,4,Male,Silver
CUST00793,69,10001,2,Male,Gold
CUST00794,36,10012,5,Male,Silver
CUST00795,75,10012,4,Female,Bronze
CUST00796,64,10001,3,Male,Platinum
CUST00797,33,10013,5,Male,Bronze
CUST00798,70,10012,4,Female,Gold
CUST00799,22,10013,1,Male,Silver
CUST00800,52,10001,1,Other,Silver
CUST00801,29,10013,2,Male,Bronze
CUST00802,42,10011,4,Male,Silver
CUST00803,69,10003,1,Male,Bronze
CUST00804,76,10012,3,Male,Bronze
CUST00805,38,10003,4,Male,Bronze
CUST00806,53,10013,3,Female,Bronze
CUST00807,70,10012,3,Other,Platinum
CUST00808,40,10013,1,Male,Platinum
CUST00809,33,10011,4,Female,Bronze
CUST00810,74,10001,5,Female,Gold
CUST00811,56,10012,1,Female,Bronze
CUST00812,62,10011,1,Male,Silver
CUST00813,70,10011,4,Male,Gold
CUST00814,59,10012,4,Male,Platinum
CUST00815,75,10013,3,Female,Silver
CUST00816,56,10011,4,Female,Gold
CUST00817,31,10003,3,Male,Bronze
CUST00818,48,10011,1,Male,Platinum
CUST00819,75,10013,2,Female,Bronze
CUST00820,22,10013,5,Female,Silver
CUST00821,52,10003,1,Other,Silver
CUST00822,40,10011,4,Female,Silver
CUST00823,46,10013,5,Male,Bronze
CUST00824,60,10012,2,Female,Platinum
CUST00825,28,10001,2,Female,Bronze
CUST00826,35,10001,3,Male,Silver
CUST00827,64,10001,5,Female,Bronze
CUST00828,29,10011,3,Female,Bronze
CUST00829,26,10003,1,Male,Silver
CUST00830,27,10013,5,Female,Silver
CUST00831,75,10012,1,Female,Bronze
CUST00832,61,10012,3,Female,Bronze
CUST00833,34,10011,5,Male,Silver
CUST00834,78,10001,3,Male,Gold
CUST00835,55,10011,5,Female,Gold
CUST00836,24,10003,3,Male,Bronze
CUST00837,63,10003,2,Female,Bronze
CUST00838,30,10013,3,Female,Bronze
CUST00839,57,10013,2,Male,Bronze
CUST00840,59,10003,3,Female,Silver
CUST00841,26,10003,5,Female,Silver
CUST00842,67,10003,5,Male,Bronze
CUST00843,44,10011,5,Female,Bronze
CUST00844,75,10003,4,Female,Bronze
CUST00845,19,10012,1,Female,Gold
CUST00846,22,10001,5,Female,Platinum
CUST00847,46,10003,2,Male,Bronze
CUST00848,54,10001,5,Female,Bronze
CUST00849,55,10011,4,Female,Gold
CUST00850,36,10001,2,Female,Platinum
CUST00851,25,10011,4,Female,Silver
CUST00852,65,10012,2,Male,Bronze
CUST00853,62,10011,3,Female,Bronze
CUST00854,18,10011,1,Male,Silver
CUST00855,39,10013,1,Male,Bronze
CUST00856,69,10003,4,Male,Bronze
CUST00857,34,10003,1,Other,Silver
CUST00858,24,10012,4,Female,Bronze
CUST00859,42,10012,4,Female,Gold
CUST00860,62,10003,4,Female,Bronze
CUST00861,21,10013,1,Female,Bronze
CUST00862,53,10003,4,Female,Silver
CUST00863,23,10013,1,Female,Bronze
CUST00864,77,10012,4,Male,Platinum
CUST00865,48,10001,5,Male,Silver
CUST00866,36,10012,4,Female,Bronze
CUST00867,78,10012,2,Female,Gold
CUST00868,61,10011,4,Male,Bronze
CUST00869,71,10011,3,Male,Platinum
CUST00870,56,10011,4,Female,Bronze
CUST00871,44,10011,2,Male,Silver
CUST00872,27,10013,2,Female,Bronze
CUST00873,43,10003,1,Other,Silver
CUST00874,36,10001,5,Male,Gold
CUST00875,56,10012,4,Male,Gold
CUST00876,79,10013,1,Female,Bronze
CUST00877,20,10001,5,Female,Bronze
CUST00878,62,10013,4,Female,Gold
CUST00879,30,10013,3,Other,Platinum
CUST00880,67,10012,4,Male,Bronze
CUST00881,45,10003,2,Female,Silver
CUST00882,79,10011,2,Female,Bronze
CUST00883,75,10003,3,Female,Gold
CUST00884,37,10012,1,Male,Bronze
CUST00885,45,10012,5,Female,Bronze
CUST00886,25,10012,4,Female,Gold
CUST00887,78,10001,2,Male,Bronze
CUST00888,58,10003,1,Male,Silver
CUST00889,56,10003,3,Female,Silver
CUST00890,18,10013,2,Male,Bronze
CUST00891,20,10013,3,Male,Bronze
CUST00892,30,10013,4,Male,Silver
CUST00893,45,10012,5,Female,Bronze
CUST00894,79,10003,2,Female,Silver
CUST00895,74,10012,2,Female,Gold
CUST00896,77,10001,4,Male,Gold
CUST00897,66,10013,1,Female,Bronze
CUST00898,42,10012,5,Female,Bronze
CUST00899,73,10012,2,Female,Bronze
CUST00900,50,10001,5,Female,Bronze
CUST00901,55,10011,2,Male,Silver
CUST00902,70,10003,5,Female,Silver
CUST00903,23,10011,3,Male,Bronze
CUST00904,75,10013,2,Female,Bronze
CUST00905,61,10012,5,Male,Bronze
CUST00906,62,10001,1,Male,Silver
CUST00907,49,10001,3,Male,Bronze
CUST00908,62,10003,3,Female,Silver
CUST00909,78,10011,1,Male,Bronze
CUST00910,64,10003,5,Female,Gold
CUST00911,38,10012,4,Male,Gold
CUST00912,33,10003,1,Male,Bronze
CUST00913,71,10001,5,Female,Bronze
CUST00914,38,10001,1,Male,Silver
CUST00915,28,10013,1,Male,Bronze
CUST00916,77,10013,2,Female,Silver
CUST00917,54,10012,5,Male,Gold
CUST00918,53,10011,4,Male,Silver
CUST00919,52,10003,2,Male,Gold
CUST00920,36,10012,1,Female,Bronze
CUST00921,37,10013,1,Female,Bronze
CUST00922,74,10003,1,Female,Gold
CUST00923,35,10013,5,Female,Bronze
CUST00924,64,10003,5,Male,Silver
CUST00925,58,10011,2,Male,Bronze
CUST00926,66,10012,4,Female,Bronze
CUST00927,31,10003,2,Male,Platinum
CUST00928,32,10001,3,Male,Bronze
CUST00929,48,10001,1,Male,Platinum
CUST00930,18,10003,1,Male,Platinum
CUST00931,70,10003,1,Other,Gold
CUST00932,71,10003,2,Male,Silver
CUST00933,71,10001,2,Female,Silver
CUST00934,20,10001,1,Male,Gold
CUST00935,33,10003,2,Other,Bronze
CUST00936,40,10013,5,Male,Silver
CUST00937,74,10013,5,Male,Silver
CUST00938,28,10011,2,Female,Silver
CUST00939,29,10012,1,Female,Silver
CUST00940,27,10013,2,Male,Bronze
CUST00941,49,10001,2,Male,Silver
CUST00942,33,10013,2,Male,Gold
CUST00943,25,10011,3,Male,Bronze
CUST00944,55,10011,5,Male,Platinum
CUST00945,29,10012,4,Female,Silver
CUST00946,41,10013,4,Male,Gold
CUST00947,45,10001,3,Male,Silver
CUST00948,70,10001,2,Female,Gold
CUST00949,25,10003,3,Other,Bronze
CUST00950,75,10001,3,Female,Gold
CUST00951,45,10012,1,Male,Bronze
CUST00952,53,10012,5,Male,Gold
CUST00953,43,10001,4,Female,Platinum
CUST00954,25,10001,2,Male,Bronze
CUST00955,75,10003,4,Male,Bronze
CUST00956,77,10001,4,Female,Gold
CUST00957,67,10003,5,Female,Bronze
CUST00958,45,10003,4,Female,Gold
CUST00959,45,10001,4,Male,Bronze
CUST00960,54,10011,3,Male,Bronze
CUST00961,58,10011,5,Other,Platinum
CUST00962,53,10003,1,Male,Silver
CUST00963,44,10001,2,Female,Gold
CUST00964,71,10011,4,Female,Bronze
CUST00965,34,10001,2,Female,Silver
CUST00966,26,10001,1,Male,Silver
CUST00967,50,10001,2,Male,Silver
CUST00968,70,10013,1,Female,Silver
CUST00969,37,10001,3,Female,Silver
CUST00970,30,10013,4,Female,Silver
CUST00971,45,10003,1,Male,Bronze
CUST00972,65,10011,2,Male,Gold
CUST00973,46,10011,4,Female,Bronze
CUST00974,30,10011,3,Female,Silver
CUST00975,63,10011,4,Female,Bronze
CUST00976,52,10011,1,Male,Silver
CUST00977,78,10011,3,Female,Gold
CUST00978,23,10011,2,Female,Bronze
CUST00979,35,10003,3,Female,Bronze
CUST00980,68,10001,3,Male,Bronze
CUST00981,22,10012,5,Male,Silver
CUST00982,64,10013,3,Female,Gold
CUST00983,42,10012,3,Male,Bronze
CUST00984,19,10012,4,Male,Gold
CUST00985,27,10001,2,Female,Bronze
CUST00986,73,10001,4,Male,Silver
CUST00987,47,10001,4,Female,Platinum
CUST00988,67,10011,1,Male,Bronze
CUST00989,76,10003,4,Female,Silver
CUST00990,62,10011,5,Other,Bronze
CUST00991,22,10003,5,Male,Bronze
CUST00992,72,10003,1,Male,Bronze
CUST00993,73,10012,2,Male,Bronze
CUST00994,50,10012,2,Male,Silver
CUST00995,71,10003,4,Female,Silver
CUST00996,18,10003,4,Female,Silver
CUST00997,35,10011,4,Male,Bronze
CUST00998,49,10011,2,Male,Bronze
CUST00999,64,10012,3,Male,Silver
CUST01000,66,10001,5,Female,Platinum
